from	to	ver[el[, 1], ]	ver2[el[, 2], ]
15	2578	1_117602664	1_116556336
15	2579	1_117602664	1_116653135
15	399	1_117602664	1_116914319
15	400	1_117602664	1_116960374
15	401	1_117602664	1_117109278
15	402	1_117602664	1_117208345
15	403	1_117602664	1_117212042
15	404	1_117602664	1_117222261
15	2580	1_117602664	1_117266498
15	2581	1_117602664	1_117269244
15	2582	1_117602664	1_117286045
15	2583	1_117602664	1_117290800
15	405	1_117602664	1_117292351
15	2584	1_117602664	1_117308575
15	2585	1_117602664	1_117310934
15	2586	1_117602664	1_117311839
15	2587	1_117602664	1_117446540
15	2588	1_117602664	1_117450148
15	2589	1_117602664	1_117542531
15	2590	1_117602664	1_117637164
15	2591	1_117602664	1_117662394
15	2592	1_117602664	1_117904560
15	406	1_117602664	1_118143091
15	2593	1_117602664	1_118224805
15	407	1_117602664	1_118471117
16	2594	1_145714349	1_85977822
16	2595	1_145714349	1_85990370
16	2596	1_145714349	1_85994345
16	2597	1_145714349	1_85998535
16	2598	1_145714349	1_85999307
16	2599	1_145714349	1_86003406
16	2600	1_145714349	1_145411681
17	2601	1_150227107	1_145115011
17	2602	1_150227107	1_149901802
17	2603	1_150227107	1_149931657
17	2604	1_150227107	1_149934282
17	2605	1_150227107	1_149936231
17	2606	1_150227107	1_149938701
17	2607	1_150227107	1_150023703
17	2608	1_150227107	1_150034143
17	2609	1_150227107	1_150036879
17	2610	1_150227107	1_150040492
17	2611	1_150227107	1_150045345
17	2612	1_150227107	1_150045535
17	2613	1_150227107	1_150068948
17	2614	1_150227107	1_150235747
17	2615	1_150227107	1_150237612
17	2616	1_150227107	1_150249501
17	2617	1_150227107	1_150268233
17	2618	1_150227107	1_150273028
17	2619	1_150227107	1_150274358
17	2620	1_150227107	1_150274647
17	2621	1_150227107	1_150297886
17	2622	1_150227107	1_150304275
17	2623	1_150227107	1_150313642
17	2624	1_150227107	1_150348015
17	2625	1_150227107	1_150348551
17	2626	1_150227107	1_150350471
17	2627	1_150227107	1_150354414
17	2628	1_150227107	1_150361836
17	2629	1_150227107	1_150362326
17	2630	1_150227107	1_150376436
17	2631	1_150227107	1_150388388
17	2632	1_150227107	1_150389387
17	2633	1_150227107	1_150407858
17	2634	1_150227107	1_150413492
17	2635	1_150227107	1_150416613
17	2636	1_150227107	1_150421054
17	2637	1_150227107	1_150430603
17	2638	1_150227107	1_150435896
17	2639	1_150227107	1_150443189
17	2640	1_150227107	1_150452650
17	2641	1_150227107	1_150460880
17	2642	1_150227107	1_150462905
17	2643	1_150227107	1_150464087
17	2644	1_150227107	1_150465439
17	2645	1_150227107	1_150471165
17	2646	1_150227107	1_150480606
17	2647	1_150227107	1_150485503
17	2648	1_150227107	1_150486401
17	2649	1_150227107	1_150489206
17	2650	1_150227107	1_150500046
17	2651	1_150227107	1_150545578
17	2652	1_150227107	1_150547833
17	2653	1_150227107	1_150619406
17	2654	1_150227107	1_150656967
17	2655	1_150227107	1_150679459
17	2656	1_150227107	1_150680570
17	2657	1_150227107	1_150781270
17	2658	1_150227107	1_150793617
17	2659	1_150227107	1_150803864
17	2660	1_150227107	1_150899350
17	2661	1_150227107	1_150905221
17	2662	1_150227107	1_150908000
17	2663	1_150227107	1_150921844
17	2664	1_150227107	1_150922132
17	2665	1_150227107	1_150935209
17	2666	1_150227107	1_150952485
17	2667	1_150227107	1_150972231
17	2668	1_150227107	1_150973653
17	2669	1_150227107	1_150974926
17	2670	1_150227107	1_150976017
17	2671	1_150227107	1_151129153
17	2672	1_150227107	1_151215309
18	2602	1_150252819	1_149901802
18	2603	1_150252819	1_149931657
18	2604	1_150252819	1_149934282
18	2611	1_150252819	1_150045345
18	17	1_150252819	1_150227107
18	2614	1_150252819	1_150235747
18	2618	1_150252819	1_150273028
18	2619	1_150252819	1_150274358
18	2620	1_150252819	1_150274647
18	2633	1_150252819	1_150407858
18	2634	1_150252819	1_150413492
18	2636	1_150252819	1_150421054
18	2637	1_150252819	1_150430603
18	2642	1_150252819	1_150462905
18	2645	1_150252819	1_150471165
18	2646	1_150252819	1_150480606
18	2648	1_150252819	1_150486401
18	2659	1_150252819	1_150803864
18	2666	1_150252819	1_150952485
18	2668	1_150252819	1_150973653
18	2670	1_150252819	1_150976017
18	2673	1_150252819	1_150989821
19	2674	1_151687246	1_151268402
19	2675	1_151687246	1_151283077
19	2676	1_151687246	1_151288776
19	2677	1_151687246	1_151289151
19	2678	1_151687246	1_151293153
19	2679	1_151687246	1_151322693
19	2680	1_151687246	1_151324692
19	2681	1_151687246	1_151329947
19	423	1_151687246	1_151333183
19	2682	1_151687246	1_151350266
19	2683	1_151687246	1_151352393
19	2684	1_151687246	1_151353563
19	2685	1_151687246	1_151358656
19	424	1_151687246	1_151368335
19	2686	1_151687246	1_151375896
19	2687	1_151687246	1_151378578
19	2688	1_151687246	1_151379559
19	2689	1_151687246	1_151381231
19	2690	1_151687246	1_151382406
19	2691	1_151687246	1_151385078
19	2692	1_151687246	1_151385396
19	2693	1_151687246	1_151393909
19	2694	1_151687246	1_151394635
19	2695	1_151687246	1_151397449
19	2696	1_151687246	1_151399239
19	2697	1_151687246	1_151402393
19	2698	1_151687246	1_151411622
19	2699	1_151687246	1_151426874
19	425	1_151687246	1_151427825
19	2700	1_151687246	1_151434309
19	2701	1_151687246	1_151436816
19	2702	1_151687246	1_151437877
19	2703	1_151687246	1_151443029
19	2704	1_151687246	1_151447168
19	2705	1_151687246	1_151452340
19	2706	1_151687246	1_151456765
19	2707	1_151687246	1_151458135
19	2708	1_151687246	1_151461758
19	2709	1_151687246	1_151468042
19	2710	1_151687246	1_151473323
19	2711	1_151687246	1_151476038
19	426	1_151687246	1_151478606
19	2712	1_151687246	1_151483210
19	427	1_151687246	1_151496436
19	2713	1_151687246	1_151509687
19	2714	1_151687246	1_151510158
19	428	1_151687246	1_151512436
19	429	1_151687246	1_151516084
19	2715	1_151687246	1_151535166
19	2716	1_151687246	1_151537044
19	2717	1_151687246	1_151537405
19	2718	1_151687246	1_151542197
19	2719	1_151687246	1_151546426
19	2720	1_151687246	1_151553404
19	2721	1_151687246	1_151554758
19	2722	1_151687246	1_151560152
19	2723	1_151687246	1_151561806
19	2724	1_151687246	1_151562721
19	2725	1_151687246	1_151563845
19	2726	1_151687246	1_151565790
19	2727	1_151687246	1_151575768
19	2728	1_151687246	1_151578163
19	430	1_151687246	1_151583021
19	2729	1_151687246	1_151588066
19	2730	1_151687246	1_151591511
19	2731	1_151687246	1_151603109
19	2732	1_151687246	1_151610358
19	2733	1_151687246	1_151611062
19	2734	1_151687246	1_151612434
19	432	1_151687246	1_151672272
19	2735	1_151687246	1_151693649
19	2736	1_151687246	1_151699363
19	2737	1_151687246	1_151701574
19	2738	1_151687246	1_151770491
19	2739	1_151687246	1_151770680
19	2740	1_151687246	1_151780090
19	2741	1_151687246	1_151781277
19	2742	1_151687246	1_151785659
19	2743	1_151687246	1_151791534
19	433	1_151687246	1_151793294
19	2744	1_151687246	1_151807828
19	2745	1_151687246	1_151809346
19	2746	1_151687246	1_151810152
19	434	1_151687246	1_151812040
19	2747	1_151687246	1_151814544
19	2748	1_151687246	1_151816663
19	2749	1_151687246	1_151817915
19	2750	1_151687246	1_151820273
19	2751	1_151687246	1_151821743
19	2752	1_151687246	1_151830755
19	2753	1_151687246	1_151835223
19	2754	1_151687246	1_151841195
19	2755	1_151687246	1_151854866
19	2756	1_151687246	1_151856604
19	2757	1_151687246	1_151856789
19	2758	1_151687246	1_151962466
19	2759	1_151687246	1_151970528
19	2760	1_151687246	1_151975531
19	2761	1_151687246	1_151976016
19	2762	1_151687246	1_151977447
20	2763	1_155145634	1_154528818
20	2764	1_155145634	1_155031142
20	445	1_155145634	1_155036065
20	2765	1_155145634	1_155037485
20	2766	1_155145634	1_155047285
20	2767	1_155145634	1_155058922
20	2768	1_155145634	1_155065932
20	2769	1_155145634	1_155070365
20	2770	1_155145634	1_155610178
20	2771	1_155145634	1_155624657
21	2772	1_156595211	1_156283988
21	2773	1_156595211	1_156332262
21	448	1_156595211	1_156336818
21	2774	1_156595211	1_156341593
21	2775	1_156595211	1_156351978
21	2776	1_156595211	1_156362870
21	2777	1_156595211	1_156371401
21	2778	1_156595211	1_156372161
21	2779	1_156595211	1_156374271
21	2780	1_156595211	1_156380226
21	449	1_156595211	1_156393868
21	2781	1_156595211	1_156401173
21	2782	1_156595211	1_156402164
21	2783	1_156595211	1_156403614
21	2784	1_156595211	1_156412388
21	2785	1_156595211	1_156419276
21	2786	1_156595211	1_156435007
21	2787	1_156595211	1_156453608
21	2788	1_156595211	1_156491038
21	2789	1_156595211	1_156492026
21	2790	1_156595211	1_156494040
21	2791	1_156595211	1_156505405
21	2792	1_156595211	1_156513315
21	451	1_156595211	1_156622326
21	2793	1_156595211	1_156650016
21	2794	1_156595211	1_156682729
21	2795	1_156595211	1_156689494
21	2796	1_156595211	1_156808353
21	2797	1_156595211	1_156812829
21	2798	1_156595211	1_156817627
21	2799	1_156595211	1_156827631
21	454	1_156595211	1_156828053
21	2800	1_156595211	1_156831114
21	2801	1_156595211	1_156844436
21	2802	1_156595211	1_156851032
21	2803	1_156595211	1_156852481
21	2804	1_156595211	1_156858187
21	2805	1_156595211	1_156881919
21	2806	1_156595211	1_156916090
21	2807	1_156595211	1_156917223
21	2808	1_156595211	1_156918444
21	2809	1_156595211	1_156936580
22	2810	1_160046112	1_159099015
22	2811	1_160046112	1_159099800
22	2812	1_160046112	1_159104680
22	2813	1_160046112	1_159108938
22	2814	1_160046112	1_159768353
22	2815	1_160046112	1_160210986
22	2816	1_160046112	1_160222350
23	2817	1_170628770	1_169876587
23	2818	1_170628770	1_169876738
23	2819	1_170628770	1_169889776
23	2820	1_170628770	1_169891901
23	2821	1_170628770	1_169896993
23	2822	1_170628770	1_169898050
23	2823	1_170628770	1_169899451
23	2824	1_170628770	1_169899671
23	2825	1_170628770	1_169902530
23	2826	1_170628770	1_169954344
23	2827	1_170628770	1_170039549
23	2828	1_170628770	1_170098719
23	2829	1_170628770	1_170115207
23	2830	1_170628770	1_170207328
23	2831	1_170628770	1_170261925
23	2832	1_170628770	1_170314094
23	2833	1_170628770	1_170317959
23	2834	1_170628770	1_170621586
23	2835	1_170628770	1_170625792
24	2836	1_180119332	1_178990334
24	2837	1_180119332	1_179669886
24	2838	1_180119332	1_179673843
24	485	1_180119332	1_179679177
24	2839	1_180119332	1_179682691
24	2840	1_180119332	1_179779700
24	2841	1_180119332	1_179783473
24	2842	1_180119332	1_179785944
24	2843	1_180119332	1_179787723
24	2844	1_180119332	1_179793307
24	2845	1_180119332	1_179796141
24	2846	1_180119332	1_179813405
24	2847	1_180119332	1_179817673
24	2848	1_180119332	1_179822913
24	2849	1_180119332	1_179828572
24	2850	1_180119332	1_179830504
24	486	1_180119332	1_179834057
24	2851	1_180119332	1_179835408
24	2852	1_180119332	1_179836568
24	2853	1_180119332	1_179838418
24	487	1_180119332	1_179841501
24	488	1_180119332	1_179850507
24	2854	1_180119332	1_179855773
24	2855	1_180119332	1_179858312
24	2856	1_180119332	1_179859157
24	2857	1_180119332	1_179863032
24	2858	1_180119332	1_179864409
24	2859	1_180119332	1_179865164
24	2860	1_180119332	1_179868132
24	2861	1_180119332	1_179869205
24	2862	1_180119332	1_179873598
24	2863	1_180119332	1_179881090
24	2864	1_180119332	1_179892882
24	2865	1_180119332	1_179896992
24	2866	1_180119332	1_179897572
24	2867	1_180119332	1_179899380
24	2868	1_180119332	1_179913355
24	2869	1_180119332	1_179935396
24	2870	1_180119332	1_179936079
24	2871	1_180119332	1_179944585
24	2872	1_180119332	1_179947343
24	2873	1_180119332	1_180042599
24	2874	1_180119332	1_180077295
24	2875	1_180119332	1_180095331
24	2876	1_180119332	1_180376122
24	2877	1_180119332	1_180379563
24	2878	1_180119332	1_180394816
24	2879	1_180119332	1_180420047
24	2880	1_180119332	1_180445484
24	2881	1_180119332	1_180446943
24	2882	1_180119332	1_180452600
24	2883	1_180119332	1_180461494
24	2884	1_180119332	1_180471076
24	2885	1_180119332	1_181011062
25	2886	1_203720009	1_203220777
25	2887	1_203720009	1_203236626
25	2888	1_203720009	1_203238200
25	2889	1_203720009	1_203475785
25	2890	1_203720009	1_203590398
25	2891	1_203720009	1_203590634
26	2892	1_204132773	1_203459656
26	2893	1_204132773	1_203825444
26	2894	1_204132773	1_203839379
26	493	1_204132773	1_204176179
26	2895	1_204132773	1_204322511
26	2896	1_204132773	1_204323898
26	494	1_204132773	1_204324423
26	2897	1_204132773	1_204331535
26	2898	1_204132773	1_204332523
26	2899	1_204132773	1_204333566
26	2900	1_204132773	1_204334477
26	2901	1_204132773	1_204340461
26	2902	1_204132773	1_204344526
26	2903	1_204132773	1_204349498
26	2904	1_204132773	1_204363733
26	2905	1_204132773	1_204364245
26	2906	1_204132773	1_204364975
26	2907	1_204132773	1_204368121
26	2908	1_204132773	1_204378332
26	2909	1_204132773	1_204462957
26	2910	1_204132773	1_204469773
26	2911	1_204132773	1_205024895
27	2912	1_207142387	1_206204933
27	2913	1_207142387	1_206610250
27	2914	1_207142387	1_206628678
27	2915	1_207142387	1_206639384
27	2916	1_207142387	1_206655727
27	2917	1_207142387	1_206663657
27	2918	1_207142387	1_206664714
27	496	1_207142387	1_206667457
27	2919	1_207142387	1_206676539
27	2920	1_207142387	1_206676801
27	2921	1_207142387	1_206680498
27	2922	1_207142387	1_206684375
27	2923	1_207142387	1_206761905
27	2924	1_207142387	1_206770474
27	2925	1_207142387	1_206770817
27	2926	1_207142387	1_206772071
27	2927	1_207142387	1_206773501
27	2928	1_207142387	1_206774355
27	2929	1_207142387	1_206776209
27	2930	1_207142387	1_206783089
27	497	1_207142387	1_206784719
27	2931	1_207142387	1_206788449
27	2932	1_207142387	1_206794230
27	2933	1_207142387	1_206794666
27	2934	1_207142387	1_206794955
27	2935	1_207142387	1_206797447
27	2936	1_207142387	1_206804390
27	2937	1_207142387	1_206804810
27	2938	1_207142387	1_206805977
27	2939	1_207142387	1_206807423
27	498	1_207142387	1_206808181
27	2940	1_207142387	1_206809189
27	2941	1_207142387	1_206822234
27	2942	1_207142387	1_206823300
27	2943	1_207142387	1_206826043
27	2944	1_207142387	1_206826808
27	2945	1_207142387	1_206827442
27	2946	1_207142387	1_206833072
27	2947	1_207142387	1_206842258
27	499	1_207142387	1_206846623
27	2948	1_207142387	1_206862926
27	2949	1_207142387	1_206864946
27	2950	1_207142387	1_206865179
27	2951	1_207142387	1_206870814
27	2952	1_207142387	1_206878040
27	2953	1_207142387	1_206878674
27	2954	1_207142387	1_206882018
27	2955	1_207142387	1_206885432
27	2956	1_207142387	1_206885964
27	2957	1_207142387	1_206889389
27	2958	1_207142387	1_206890645
27	2959	1_207142387	1_206893556
27	2960	1_207142387	1_206894634
27	2961	1_207142387	1_206900257
27	2962	1_207142387	1_206901484
27	2963	1_207142387	1_206903741
27	2964	1_207142387	1_206908792
27	2965	1_207142387	1_206919030
27	2966	1_207142387	1_206919276
27	2967	1_207142387	1_206926688
27	2968	1_207142387	1_206929324
27	2969	1_207142387	1_206929877
27	2970	1_207142387	1_206930317
27	2971	1_207142387	1_206934103
27	2972	1_207142387	1_206935048
27	2973	1_207142387	1_206941628
27	500	1_207142387	1_206945005
27	2974	1_207142387	1_206946551
27	2975	1_207142387	1_206946764
27	2976	1_207142387	1_206968442
27	501	1_207142387	1_206971832
27	2977	1_207142387	1_206977151
27	2978	1_207142387	1_206980252
27	2979	1_207142387	1_206990753
27	2980	1_207142387	1_206992010
27	2981	1_207142387	1_206993215
27	2982	1_207142387	1_206993503
27	2983	1_207142387	1_206995054
27	2984	1_207142387	1_207009114
27	2985	1_207142387	1_207017641
27	2986	1_207142387	1_207044658
27	2987	1_207142387	1_207046411
27	2988	1_207142387	1_207587063
27	2989	1_207142387	1_207590613
27	2990	1_207142387	1_207604150
27	2991	1_207142387	1_207610809
27	2992	1_207142387	1_207611801
27	2993	1_207142387	1_207622906
27	2994	1_207142387	1_207631616
27	2995	1_207142387	1_207638036
27	2996	1_207142387	1_207639430
27	2997	1_207142387	1_207641326
27	2998	1_207142387	1_207642629
27	2999	1_207142387	1_207642875
27	3000	1_207142387	1_207657879
27	3001	1_207142387	1_207658166
27	3002	1_207142387	1_207658839
27	3003	1_207142387	1_207672994
27	3004	1_207142387	1_207673203
27	3005	1_207142387	1_207673460
27	3006	1_207142387	1_207674883
27	3007	1_207142387	1_207691354
27	3008	1_207142387	1_207691511
27	3009	1_207142387	1_207692553
28	3010	1_207275723	1_144008808
28	3011	1_207275723	1_144014968
28	3012	1_207275723	1_207344370
28	3013	1_207275723	1_207346303
28	3014	1_207275723	1_207398258
28	3015	1_207275723	1_207422093
28	3016	1_207275723	1_207433490
28	3017	1_207275723	1_207435799
28	3018	1_207275723	1_207439339
28	3019	1_207275723	1_207447077
28	3020	1_207275723	1_207458518
28	3021	1_207275723	1_207466290
28	3022	1_207275723	1_207468789
28	3023	1_207275723	1_207472106
28	3024	1_207275723	1_207474642
28	3025	1_207275723	1_207475829
28	3026	1_207275723	1_207478430
28	3027	1_207275723	1_207480170
28	3028	1_207275723	1_207483367
28	3029	1_207275723	1_207483800
28	3030	1_207275723	1_207487505
28	3031	1_207275723	1_207488308
28	505	1_207275723	1_207491500
28	3032	1_207275723	1_207495828
28	3033	1_207275723	1_207523102
28	3034	1_207275723	1_207526004
28	3035	1_207275723	1_207536158
28	3036	1_207275723	1_207542514
28	3037	1_207275723	1_207542842
28	3038	1_207275723	1_207547058
28	3039	1_207275723	1_207547859
28	3040	1_207275723	1_207549894
28	3041	1_207275723	1_207559047
28	3042	1_207275723	1_207564995
28	3043	1_207275723	1_207568721
28	3044	1_207275723	1_207570389
28	3045	1_207275723	1_207574163
28	3046	1_207275723	1_207575964
28	3047	1_207275723	1_207577712
28	3048	1_207275723	1_207581475
28	2988	1_207275723	1_207587063
28	2989	1_207275723	1_207590613
28	3049	1_207275723	1_207591230
28	3050	1_207275723	1_207600900
28	2990	1_207275723	1_207604150
28	3051	1_207275723	1_207605463
28	2991	1_207275723	1_207610809
28	2992	1_207275723	1_207611801
28	3052	1_207275723	1_207615880
28	2993	1_207275723	1_207622906
28	506	1_207275723	1_207626422
28	2994	1_207275723	1_207631616
28	2995	1_207275723	1_207638036
28	2996	1_207275723	1_207639430
28	2997	1_207275723	1_207641326
28	3053	1_207275723	1_207641588
28	2998	1_207275723	1_207642629
28	2999	1_207275723	1_207642875
28	3000	1_207275723	1_207657879
28	3001	1_207275723	1_207658166
28	3002	1_207275723	1_207658839
28	507	1_207275723	1_207659875
28	3003	1_207275723	1_207672994
28	3004	1_207275723	1_207673203
28	3005	1_207275723	1_207673460
28	3006	1_207275723	1_207674883
28	3054	1_207275723	1_207675078
28	3055	1_207275723	1_207683731
28	3007	1_207275723	1_207691354
28	3008	1_207275723	1_207691511
28	3009	1_207275723	1_207692553
