from	to	ver[el[, 1], ]	ver2[el[, 2], ]
24	467	1_224357606	1_229477418
25	457	1_225996792	1_225596388
25	458	1_225996792	1_225616610
25	459	1_225996792	1_226098282
25	2285	1_225996792	1_226110293
26	2286	1_228386110	1_228587629
26	2287	1_228386110	1_228610767
26	2288	1_228386110	1_228637113
26	2289	1_228386110	1_228649739
27	2290	1_228656412	1_228193804
27	461	1_228656412	1_228264821
27	463	1_228656412	1_228295802
27	465	1_228656412	1_228399082
27	2288	1_228656412	1_228637113
27	2289	1_228656412	1_228649739
29	479	10_16561534	10_15899090
29	480	10_16561534	10_15924220
30	2291	10_18548401	10_17645514
31	476	10_21813815	10_8081682
31	485	10_21813815	10_18947403
31	2292	10_21813815	10_22290008
31	486	10_21813815	10_22604011
31	487	10_21813815	10_22632573
31	2293	10_21813815	10_23358315
31	2294	10_21813815	10_23455757
31	534	10_21813815	10_124889679
31	535	10_21813815	10_124906363
32	484	10_23727611	10_18939894
32	2295	10_23727611	10_21818074
32	486	10_23727611	10_22604011
32	2296	10_23727611	10_23630245
32	489	10_23727611	10_25303478
33	490	10_44785599	10_44143494
33	491	10_44785599	10_44338884
34	2297	10_46988344	10_45406383
34	2298	10_46988344	10_46967018
34	2299	10_46988344	10_47081572
34	2300	10_46988344	10_47148629
34	498	10_46988344	10_48352423
34	499	10_46988344	10_48356478
34	2301	10_46988344	10_48385632
34	500	10_46988344	10_48416246
34	2302	10_46988344	10_48435607
34	2303	10_46988344	10_49512933
34	2304	10_46988344	10_50319051
34	2305	10_46988344	10_50506713
34	501	10_46988344	10_51543418
35	2306	10_77152036	10_77722595
36	2307	10_81890431	10_80123098
36	2308	10_81890431	10_81133447
36	509	10_81890431	10_81317183
36	2309	10_81890431	10_81837593
36	2310	10_81890431	10_81954077
36	2311	10_81890431	10_82048530
36	2312	10_81890431	10_82103006
36	2313	10_81890431	10_82114838
36	2314	10_81890431	10_82165769
36	2315	10_81890431	10_82283662
37	517	10_102492885	10_101287801
38	522	10_103536659	10_102966814
38	523	10_103536659	10_103050848
38	524	10_103536659	10_103058455
38	525	10_103536659	10_103346850
39	526	10_103997528	10_104152443
40	545	11_2878924	11_2714646
41	2316	11_2889770	11_2185891
41	2317	11_2889770	11_2388231
41	543	11_2889770	11_2433554
41	544	11_2889770	11_2457869
41	545	11_2889770	11_2714646
42	2318	11_2904920	11_2175865
42	2316	11_2904920	11_2185891
42	541	11_2904920	11_2319678
42	2319	11_2904920	11_2334459
42	2317	11_2904920	11_2388231
42	2320	11_2904920	11_2398080
42	542	11_2904920	11_2421130
42	543	11_2904920	11_2433554
42	544	11_2904920	11_2457869
42	545	11_2904920	11_2714646
43	2321	11_9024261	11_8699377
43	549	11_9024261	11_8701761
43	2322	11_9024261	11_8704733
43	2323	11_9024261	11_8710137
43	550	11_9024261	11_9153840
43	2324	11_9024261	11_9286200
43	2325	11_9024261	11_9598639
43	552	11_9024261	11_10325114
43	2326	11_9024261	11_10413868
45	553	11_20179621	11_16628042
45	556	11_20179621	11_20384160
45	558	11_20179621	11_20620436
45	2327	11_20179621	11_20623850
45	565	11_20179621	11_31826234
45	46	11_20179621	11_31835029
46	553	11_31835029	11_16628042
46	45	11_31835029	11_20179621
46	564	11_31835029	11_31530655
47	566	11_33744659	11_33374700
48	569	11_44325331	11_44626254
49	549	11_57092994	11_8701761
49	556	11_57092994	11_20384160
49	568	11_57092994	11_43380051
49	570	11_57092994	11_57103304
49	574	11_57092994	11_57280663
49	575	11_57092994	11_57295377
49	576	11_57092994	11_57303988
49	579	11_57092994	11_57408121
49	580	11_57092994	11_57413535
49	581	11_57092994	11_57433061
49	582	11_57092994	11_57478003
49	583	11_57092994	11_57507974
49	584	11_57092994	11_57508923
49	2328	11_57092994	11_57520074
49	2329	11_57092994	11_58274435
49	585	11_57092994	11_58344426
49	586	11_57092994	11_58908445
49	589	11_57092994	11_59434891
49	607	11_57092994	11_71158066
49	614	11_57092994	11_77702052
49	615	11_57092994	11_82867223
49	616	11_57092994	11_82993065
49	2330	11_57092994	11_86009291
49	2331	11_57092994	11_93516090
49	2332	11_57092994	11_102979730
49	2333	11_57092994	11_123609808
49	626	11_57092994	11_125770135
49	627	11_57092994	11_125931954
49	628	11_57092994	11_126132611
49	2334	11_57092994	11_130782289
49	629	11_57092994	11_133825146
50	593	11_62312186	11_62158091
50	594	11_62312186	11_62191224
50	2335	11_62312186	11_62320337
50	2336	11_62312186	11_62607160
50	2337	11_62312186	11_62620085
50	2338	11_62312186	11_62622072
51	2339	11_63680529	11_63438234
51	2340	11_63680529	11_63578636
51	2341	11_63680529	11_63604712
51	2342	11_63680529	11_63643309
51	2343	11_63680529	11_63705514
51	2344	11_63680529	11_63736782
51	2345	11_63680529	11_63883174
51	2346	11_63680529	11_63931195
52	2336	11_63742253	11_62607160
52	2339	11_63742253	11_63438234
52	2340	11_63742253	11_63578636
52	2341	11_63742253	11_63604712
52	2343	11_63742253	11_63705514
52	2345	11_63742253	11_63883174
52	2346	11_63742253	11_63931195
52	2347	11_63742253	11_63950963
52	596	11_63742253	11_63973064
52	2348	11_63742253	11_63997287
52	2349	11_63742253	11_64018577
52	2350	11_63742253	11_64046688
52	599	11_63742253	11_64187413
53	596	11_64052673	11_63973064
53	597	11_64052673	11_64076978
54	2351	11_64562274	11_64655001
54	2352	11_64562274	11_64658315
54	2353	11_64562274	11_64774360
54	2354	11_64562274	11_64843541
54	2355	11_64562274	11_64870012
54	2356	11_64562274	11_64881678
54	2357	11_64562274	11_64886199
56	609	11_71954374	11_72119041
56	610	11_71954374	11_72135029
57	612	11_76566181	11_76585797
58	2358	11_93058795	11_93274740
59	617	11_94879591	11_95509487
59	618	11_94879591	11_96122634
60	2359	11_111166856	11_111316829
61	621	11_117065468	11_116640801
61	2360	11_117065468	11_116657530
61	2361	11_117065468	11_116689766
61	2362	11_117065468	11_116707938
62	622	11_118047283	11_117686001
62	2363	11_118047283	11_117696255
62	2364	11_118047283	11_118172598
62	2365	11_118047283	11_118204430
62	2366	11_118047283	11_118218018
62	2367	11_118047283	11_118301807
62	2368	11_118047283	11_118397556
62	2369	11_118047283	11_118475650
64	637	12_6305102	12_6233922
66	2370	12_12951096	12_12502282
66	649	12_12951096	12_12507457
66	650	12_12951096	12_13124584
66	651	12_12951096	12_13152284
67	655	12_25101330	12_22692467
67	656	12_25101330	12_22777870
67	661	12_25101330	12_25347738
68	664	12_31077678	12_29669065
69	2371	12_49256041	12_48575170
69	2372	12_49256041	12_49047606
69	2373	12_49256041	12_49121029
69	666	12_49256041	12_49205142
69	2374	12_49256041	12_49284226
69	2375	12_49256041	12_49318425
69	2376	12_49256041	12_49333266
69	2377	12_49256041	12_49349427
69	2378	12_49256041	12_49363557
69	2379	12_49256041	12_49380057
69	2380	12_49256041	12_49388940
69	2381	12_49256041	12_49439377
69	2382	12_49256041	12_49460314
69	2383	12_49256041	12_49488809
69	2384	12_49256041	12_49651302
69	2385	12_49256041	12_49665752
69	670	12_49256041	12_49955993
69	2386	12_49256041	12_50098050
69	2387	12_49256041	12_50101821
69	2388	12_49256041	12_50233304
69	2389	12_49256041	12_50287717
69	2390	12_49256041	12_50347571
69	2391	12_49256041	12_50497569
70	669	12_49723250	12_49919244
70	670	12_49723250	12_49955993
70	671	12_49723250	12_49965554
70	673	12_49723250	12_49998691
70	2386	12_49723250	12_50098050
70	2387	12_49723250	12_50101821
71	2392	12_52283133	12_52415317
73	2393	12_52991046	12_53169819
73	679	12_52991046	12_53206186
73	680	12_52991046	12_53216944
73	681	12_52991046	12_53238154
74	2394	12_53587351	12_53487965
74	682	12_53587351	12_53643155
74	683	12_53587351	12_53657221
74	684	12_53587351	12_53688770
74	685	12_53587351	12_53692287
74	686	12_53587351	12_53718188
74	687	12_53587351	12_53738932
74	689	12_53587351	12_53815443
74	691	12_53587351	12_54066509
75	692	12_54384962	12_54088616
75	694	12_54384962	12_54184264
75	695	12_54384962	12_54325261
75	696	12_54384962	12_54347781
75	703	12_54384962	12_54580445
75	2395	12_54384962	12_54610650
76	712	12_56116659	12_56113720
76	716	12_56116659	12_56434788
78	729	12_57992706	12_57841970
78	730	12_57992706	12_57847046
78	732	12_57992706	12_58024484
78	736	12_57992706	12_58130768
78	737	12_57992706	12_58134516
82	769	13_24142681	13_24462761
82	770	13_24142681	13_24476453
83	799	13_28489531	13_79174497
83	800	13_28489531	13_100615888
83	890	13_28489531	16_33960920
84	83	13_36048095	13_28489531
84	780	13_36048095	13_28541808
84	799	13_36048095	13_79174497
86	2396	13_112708988	13_112239460
86	2397	13_112708988	13_112706169
88	806	14_23647194	14_23585914
89	812	14_37042565	14_36533617
89	813	14_37042565	14_36537499
90	2398	14_60980503	14_62452987
91	2399	14_74251279	14_74178379
94	839	15_40509440	15_40070212
94	840	15_40509440	15_40329868
94	841	15_40509440	15_40399328
94	2400	15_40509440	15_40536953
94	842	15_40509440	15_40566825
94	843	15_40509440	15_40597936
96	869	15_101791053	15_101457290
96	870	15_101791053	15_102181817
97	2401	16_395401	16_169839
97	2402	16_395401	16_194335
97	2403	16_395401	16_277802
98	2404	16_709093	16_836760
99	873	16_2053710	16_1753559
99	874	16_2053710	16_2183210
99	875	16_2053710	16_2190404
99	876	16_2053710	16_2205380
99	100	16_2053710	16_2256472
99	2405	16_2053710	16_2292306
99	879	16_2053710	16_2790526
100	2406	16_2256472	16_2028930
101	889	16_22166957	16_22009190
102	2407	16_56676867	16_56552686
102	2408	16_56676867	16_56610741
102	2409	16_56676867	16_56671057
102	2410	16_56676867	16_56684975
102	2411	16_56676867	16_56688943
102	2412	16_56676867	16_56715402
104	905	16_66950553	16_67183045
104	2413	16_66950553	16_67186709
104	906	16_66950553	16_67201912
104	2414	16_66950553	16_67230661
104	2415	16_66950553	16_67259494
105	2416	16_68262534	16_67911016
105	911	16_68262534	16_67917948
105	917	16_68262534	16_68110224
105	918	16_68262534	16_68363104
106	2417	16_73090145	16_72848553
107	2418	16_85928199	16_86542832
108	2419	17_624628	17_26913
108	924	17_624628	17_256417
108	925	17_624628	17_262444
108	2420	17_624628	17_879345
109	2421	17_1395708	17_1279898
110	947	17_6345437	17_5384556
110	948	17_6345437	17_5416343
110	949	17_6345437	17_5480221
111	2422	17_7253060	17_6924267
111	951	17_7253060	17_6939121
111	952	17_7253060	17_6943311
111	2423	17_7253060	17_7114907
111	953	17_7253060	17_7125388
111	2424	17_7253060	17_7133292
111	954	17_7253060	17_7148159
111	955	17_7253060	17_7157706
111	956	17_7253060	17_7182998
111	957	17_7253060	17_7218343
111	958	17_7253060	17_7229851
111	2425	17_7253060	17_7238218
111	2426	17_7253060	17_7321835
111	959	17_7253060	17_7337174
111	960	17_7253060	17_7347466
111	961	17_7253060	17_7381160
111	962	17_7253060	17_7447343
111	963	17_7253060	17_7457282
111	964	17_7253060	17_7466839
111	965	17_7253060	17_7477838
111	966	17_7253060	17_7486966
111	2427	17_7253060	17_7512528
111	967	17_7253060	17_7516998
111	968	17_7253060	17_7587496
111	969	17_7253060	17_7590554
113	981	17_35287723	17_34953799
113	982	17_35287723	17_35011770
113	126	17_35287723	17_46653916
113	127	17_35287723	17_46660464
113	2428	17_35287723	17_46668810
113	128	17_35287723	17_46670497
113	1030	17_35287723	17_46681704
113	2429	17_35287723	17_46691732
113	129	17_35287723	17_46692325
113	1031	17_35287723	17_46701021
113	1033	17_35287723	17_46795626
113	130	17_35287723	17_46803742
113	1034	17_35287723	17_46807448
113	1052	17_35287723	17_59469602
113	1053	17_35287723	17_59527633
113	1057	17_35287723	17_77748700
113	2430	17_35287723	17_77766012
113	1058	17_35287723	17_77773717
113	1059	17_35287723	17_77782841
113	1066	17_35287723	17_79371698
113	2431	17_35287723	7_1273874
114	984	17_36884506	17_36828462
116	994	17_40256293	17_40117012
116	995	17_40256293	17_40168222
116	996	17_40256293	17_40203266
116	998	17_40256293	17_40331443
116	1002	17_40256293	17_40573100
116	2432	17_40256293	17_40672073
117	994	17_40305744	17_40117012
117	995	17_40305744	17_40168222
117	2432	17_40305744	17_40672073
118	1006	17_40931722	17_40723806
119	1008	17_40991696	17_41082543
121	127	17_46229768	17_46660464
121	2428	17_46229768	17_46668810
121	128	17_46229768	17_46670497
121	1030	17_46229768	17_46681704
121	2429	17_46229768	17_46691732
121	129	17_46229768	17_46692325
121	1031	17_46229768	17_46701021
124	121	17_46623254	17_46229768
124	1027	17_46623254	17_46371490
125	121	17_46633399	17_46229768
125	1027	17_46633399	17_46371490
126	113	17_46653916	17_35287723
126	121	17_46653916	17_46229768
126	1027	17_46653916	17_46371490
126	2433	17_46653916	17_46576163
126	1033	17_46653916	17_46795626
126	130	17_46653916	17_46803742
126	1034	17_46653916	17_46807448
127	113	17_46660464	17_35287723
127	1022	17_46660464	17_46109003
127	121	17_46660464	17_46229768
127	1027	17_46660464	17_46371490
127	2433	17_46660464	17_46576163
127	1033	17_46660464	17_46795626
127	130	17_46660464	17_46803742
128	113	17_46670497	17_35287723
128	1022	17_46670497	17_46109003
128	1023	17_46670497	17_46123289
128	1024	17_46670497	17_46163665
128	1025	17_46670497	17_46176874
128	121	17_46670497	17_46229768
128	1026	17_46670497	17_46271301
128	1027	17_46670497	17_46371490
128	1029	17_46670497	17_46505978
128	127	17_46670497	17_46660464
128	1033	17_46670497	17_46795626
128	130	17_46670497	17_46803742
128	1034	17_46670497	17_46807448
128	1058	17_46670497	17_77773717
129	113	17_46692325	17_35287723
129	983	17_46692325	17_35302066
129	1022	17_46692325	17_46109003
129	1023	17_46692325	17_46123289
129	1024	17_46692325	17_46163665
129	1025	17_46692325	17_46176874
129	121	17_46692325	17_46229768
129	1026	17_46692325	17_46271301
129	1027	17_46692325	17_46371490
129	1033	17_46692325	17_46795626
129	130	17_46692325	17_46803742
129	1034	17_46692325	17_46807448
129	1058	17_46692325	17_77773717
129	2431	17_46692325	7_1273874
130	113	17_46803742	17_35287723
130	2434	17_46803742	17_46647450
130	127	17_46803742	17_46660464
130	2428	17_46803742	17_46668810
130	1030	17_46803742	17_46681704
130	2429	17_46803742	17_46691732
130	129	17_46803742	17_46692325
130	1058	17_46803742	17_77773717
130	1066	17_46803742	17_79371698
130	2431	17_46803742	7_1273874
132	1033	17_48037206	17_46795626
132	1034	17_48037206	17_46807448
132	2435	17_48037206	17_47650838
132	2436	17_48037206	17_47653701
132	2437	17_48037206	17_47786088
132	2438	17_48037206	17_47865280
132	1039	17_48037206	17_48064697
135	2439	17_67053971	17_67240575
136	2440	17_71298322	17_70708801
137	1056	17_72302411	17_72524256
138	1066	17_79281598	17_79371698
140	2441	18_61611777	18_61143017
140	2442	18_61611777	18_61253387
142	2443	19_1155128	19_986107
142	2444	19_1155128	19_1017628
142	2445	19_1155128	19_1065923
142	2446	19_1155128	19_1086677
142	2447	19_1155128	19_1232134
143	2448	19_1442968	19_1477541
143	2449	19_1442968	19_1808658
144	2450	19_1563742	19_1397247
144	2451	19_1563742	19_1426729
144	2452	19_1563742	19_1650905
144	2453	19_1563742	19_1750423
144	2449	19_1563742	19_1808658
144	2454	19_1563742	19_1858038
144	1081	19_1563742	19_1998216
144	1083	19_1563742	19_2228091
145	2454	19_2034786	19_1858038
145	1080	19_2034786	19_1937554
145	1085	19_2034786	19_2277438
146	1081	19_2249764	19_1998216
146	1084	19_2249764	19_2235550
146	147	19_2249764	19_2325889
146	2455	19_2249764	19_2738484
147	1083	19_2325889	19_2228091
147	1084	19_2325889	19_2235550
148	2456	19_3027387	19_2976965
149	1088	19_3877056	19_4151586
150	2457	19_4061869	19_3980731
150	2458	19_4061869	19_4121257
152	2459	19_10399834	19_10360796
152	1093	19_10399834	19_10482404
155	1113	19_19643361	19_19773634
157	2460	19_36243528	19_35751275
157	1118	19_36243528	19_35939222
157	1119	19_36243528	19_36230209
157	2461	19_36243528	19_36414293
157	2462	19_36243528	19_36482725
157	2463	19_36243528	19_36542774
158	2464	19_38877104	19_38709198
158	1127	19_38877104	19_39095888
158	1128	19_38877104	19_39109596
158	1129	19_38877104	19_39135953
158	1131	19_38877104	19_39386897
160	2465	19_42420134	19_42186691
160	2466	19_42420134	19_42201846
160	1136	19_42420134	19_42338250
160	1137	19_42420134	19_42362412
160	1138	19_42420134	19_42380785
160	1139	19_42420134	19_42381825
160	2467	19_42420134	19_42462449
160	2468	19_42420134	19_42890785
162	2469	19_42825333	19_40847407
162	1140	19_42825333	19_42567778
162	1141	19_42825333	19_42628923
162	1142	19_42825333	19_42644877
163	1160	19_46799585	19_46522002
163	1161	19_46799585	19_46544020
164	2470	19_46801123	19_46467147
164	1161	19_46801123	19_46544020
164	2471	19_46801123	19_46646069
164	2472	19_46801123	19_46969636
164	2473	19_46801123	19_48382103
164	2474	19_46801123	19_48546589
164	2475	19_46801123	19_51529146
165	1161	19_46992305	19_46544020
165	163	19_46992305	19_46799585
165	2473	19_46992305	19_48382103
166	1167	19_48204723	19_47920757
166	2476	19_48204723	19_48011117
168	2477	19_51169584	19_38543471
168	2478	19_51169584	19_50452736
168	2479	19_51169584	19_50526842
168	2480	19_51169584	19_50706225
168	2481	19_51169584	19_50835874
168	1177	19_51169584	19_50867061
168	2482	19_51169584	19_50884897
168	2483	19_51169584	19_51015483
168	2484	19_51169584	19_51225136
168	2485	19_51169584	19_51269603
168	2486	19_51169584	19_51300965
168	2487	19_51169584	19_51305500
168	2488	19_51169584	19_51319574
168	2489	19_51169584	19_51371886
168	2490	19_51169584	19_51405128
168	2491	19_51169584	19_51470971
168	1178	19_51169584	19_51503176
168	2492	19_51169584	19_51523012
168	2475	19_51169584	19_51529146
168	2493	19_51169584	19_51564700
168	2494	19_51169584	19_51584491
168	1179	19_51169584	19_51608596
168	2495	19_51169584	19_51760252
168	2496	19_51169584	19_52143468
168	2497	19_51169584	19_52188083
168	2498	19_51169584	19_55539624
168	2499	19_51169584	19_55578961
169	2500	19_53352215	19_37340147
169	1123	19_53352215	19_37662459
169	2501	19_53352215	19_37726761
169	2502	19_53352215	19_52293146
169	2503	19_53352215	19_52406394
169	2504	19_53352215	19_52429440
169	2505	19_53352215	19_52489558
169	2506	19_53352215	19_52507278
169	2507	19_53352215	19_52548366
169	2508	19_53352215	19_52900677
169	2509	19_53352215	19_53604849
169	2510	19_53352215	19_53630838
169	2511	19_53352215	19_53658962
169	2512	19_53352215	19_53752210
169	2513	19_53352215	19_53793065
169	2514	19_53352215	19_54156346
169	2515	19_53352215	19_56910693
169	2516	19_53352215	19_57074833
169	2517	19_53352215	19_57641360
169	2518	19_53352215	19_57963294
169	2519	19_53352215	19_57981755
169	2520	19_53352215	19_58660703
170	1145	19_54463217	19_44211035
170	2484	19_54463217	19_51225136
170	2493	19_54463217	19_51564700
170	2521	19_54463217	19_52089926
170	2496	19_54463217	19_52143468
170	2497	19_54463217	19_52188083
170	2502	19_54463217	19_52293146
170	2522	19_54463217	19_54120976
170	2514	19_54463217	19_54156346
170	2523	19_54463217	19_54373773
170	2524	19_54463217	19_54921956
170	2525	19_54463217	19_55040043
170	2526	19_54463217	19_55243020
170	2498	19_54463217	19_55539624
170	2499	19_54463217	19_55578961
170	2527	19_54463217	19_55643919
170	2528	19_54463217	19_55663151
170	2529	19_54463217	19_56443577
171	2499	19_55887030	19_55578961
171	1186	19_55887030	19_55623199
171	2527	19_55887030	19_55643919
171	2528	19_55887030	19_55663151
171	2530	19_55887030	19_55687349
171	1187	19_55887030	19_55738449
171	1188	19_55887030	19_55794659
172	2499	19_55937874	19_55578961
172	1186	19_55937874	19_55623199
172	2527	19_55937874	19_55643919
172	2528	19_55937874	19_55663151
172	2530	19_55937874	19_55687349
172	2531	19_55937874	19_55710777
172	1187	19_55937874	19_55738449
172	1188	19_55937874	19_55794659
172	2532	19_55937874	19_55988388
173	1121	19_58569648	19_37094586
173	2501	19_58569648	19_37726761
173	1154	19_58569648	19_44753788
173	2516	19_58569648	19_57074833
173	2518	19_58569648	19_57963294
173	2519	19_58569648	19_57981755
174	1202	2_7056902	2_3517384
174	1203	2_7056902	2_3621510
174	2533	2_7056902	2_6970754
174	1204	2_7056902	2_7004499
174	1205	2_7056902	2_7006566
174	1206	2_7056902	2_7217303
174	1207	2_7056902	2_8815511
174	1208	2_7056902	2_8821099
174	1209	2_7056902	2_8977571
174	2534	2_7056902	2_9133601
174	2535	2_7056902	2_9345230
174	2536	2_7056902	2_9560382
174	1212	2_7056902	2_9769927
174	2537	2_7056902	2_10261498
174	2538	2_7056902	2_10585660
174	2539	2_7056902	2_10587642
174	2540	2_7056902	2_11885173
174	2541	2_7056902	2_20099736
174	2542	2_7056902	2_30360487
175	1216	2_27515980	2_27178447
175	1219	2_27515980	2_27304168
176	1225	2_27662392	2_27847776
176	1226	2_27662392	2_27861986
176	2543	2_27662392	2_27881357
177	1231	2_39891203	2_39659998
178	2544	2_66666185	2_66789853
179	1249	2_71121897	2_70528894
180	2545	2_71202287	2_70123345
180	1248	2_71202287	2_70520221
180	1249	2_71202287	2_70528894
181	1277	2_98702433	2_98606764
181	182	2_98702433	2_98960936
181	1279	2_98702433	2_98968858
182	1275	2_98960936	2_98328998
183	2546	2_102802851	2_102507522
183	2547	2_102802851	2_103087870
184	1207	2_105466818	2_8815511
184	1214	2_105466818	2_19551658
184	1243	2_105466818	2_63274196
184	1254	2_105466818	2_73142529
184	1282	2_105466818	2_103352757
184	1283	2_105466818	2_105144338
184	2548	2_105466818	2_105343328
184	2549	2_105466818	2_105459073
184	1288	2_105466818	2_119588638
184	1289	2_105466818	2_119602892
184	1302	2_105466818	2_162270764
184	1303	2_105466818	2_162278434
184	1308	2_105466818	2_171664227
184	2550	2_105466818	2_171675882
184	1313	2_105466818	2_172946170
184	2551	2_105466818	2_172950209
184	1314	2_105466818	2_172954154
184	1315	2_105466818	2_172956858
184	1316	2_105466818	2_172966044
184	1319	2_105466818	2_175195359
184	1330	2_105466818	2_176955985
184	189	2_105466818	2_176961158
184	1331	2_105466818	2_176967523
184	190	2_105466818	2_176969047
184	1332	2_105466818	2_176985034
184	191	2_105466818	2_176991718
184	1333	2_105466818	2_176999630
184	1334	2_105466818	2_177013623
185	2552	2_113539306	2_113334730
185	1286	2_113539306	2_113592713
185	1287	2_113539306	2_113594484
185	2553	2_113539306	2_113666190
186	2554	2_162928826	2_161993028
186	1299	2_162928826	2_162094370
186	1303	2_162928826	2_162278434
188	1214	2_176940241	2_19551658
188	2549	2_176940241	2_105459073
188	1308	2_176940241	2_171664227
188	1313	2_176940241	2_172946170
188	2551	2_176940241	2_172950209
188	1314	2_176940241	2_172954154
188	1315	2_176940241	2_172956858
188	1316	2_176940241	2_172966044
188	1319	2_176940241	2_175195359
188	1329	2_176940241	2_176193018
188	190	2_176940241	2_176969047
188	1337	2_176940241	2_177501443
189	2549	2_176961158	2_105459073
189	184	2_176961158	2_105466818
189	1303	2_176961158	2_162278434
189	1308	2_176961158	2_171664227
189	2550	2_176961158	2_171675882
189	1313	2_176961158	2_172946170
189	2551	2_176961158	2_172950209
189	1314	2_176961158	2_172954154
189	1315	2_176961158	2_172956858
189	1316	2_176961158	2_172966044
189	1319	2_176961158	2_175195359
189	1329	2_176961158	2_176193018
189	1337	2_176961158	2_177501443
190	2549	2_176969047	2_105459073
190	184	2_176969047	2_105466818
190	1303	2_176969047	2_162278434
190	1308	2_176969047	2_171664227
190	2550	2_176969047	2_171675882
190	1313	2_176969047	2_172946170
190	2551	2_176969047	2_172950209
190	1314	2_176969047	2_172954154
190	1315	2_176969047	2_172956858
190	1316	2_176969047	2_172966044
190	1319	2_176969047	2_175195359
190	1337	2_176969047	2_177501443
190	1356	2_176969047	2_200335376
190	1385	2_176969047	2_237072120
191	2549	2_176991718	2_105459073
191	184	2_176991718	2_105466818
191	2550	2_176991718	2_171675882
191	1313	2_176991718	2_172946170
191	2551	2_176991718	2_172950209
191	1314	2_176991718	2_172954154
191	1315	2_176991718	2_172956858
191	1316	2_176991718	2_172966044
191	1319	2_176991718	2_175195359
191	1329	2_176991718	2_176193018
191	1337	2_176991718	2_177501443
191	1338	2_176991718	2_177528974
192	2555	2_192705523	2_193058734
193	2556	2_204800110	2_204102624
193	2557	2_204800110	2_204569873
193	2558	2_204800110	2_204732361
194	2559	2_219741660	2_219046895
194	1358	2_219741660	2_219080697
194	1359	2_219741660	2_219134749
194	1362	2_219741660	2_219261830
194	1363	2_219741660	2_219431826
194	1365	2_219741660	2_219481482
194	1366	2_219741660	2_219523455
194	1367	2_219741660	2_219536177
194	195	2_219741660	2_219840370
194	1370	2_219741660	2_219862933
194	1372	2_219741660	2_220024772
194	1373	2_219741660	2_220040597
194	2560	2_219741660	2_220057608
194	1374	2_219741660	2_220091728
194	1375	2_219741660	2_220107051
194	1376	2_219741660	2_220133863
194	1378	2_219741660	2_220192479
194	1381	2_219741660	2_220406932
195	2561	2_219840370	2_219736884
195	1378	2_219840370	2_220192479
196	1379	2_220282394	2_220336207
196	1380	2_220282394	2_220371494
196	1382	2_220282394	2_220487654
197	1383	2_235397099	2_234863824
