from	to	ver[el[, 1], ]	ver2[el[, 2], ]
14	951	10_82165769	10_82250815
14	952	10_82165769	10_82259005
14	953	10_82165769	10_82265252
14	954	10_82165769	10_82267701
14	955	10_82165769	10_82269712
14	956	10_82165769	10_82272078
14	957	10_82165769	10_82276183
14	958	10_82165769	10_82283662
14	959	10_82165769	10_82301609
14	960	10_82165769	10_82310612
14	961	10_82165769	10_82393489
14	962	10_82165769	10_82421673
14	963	10_82165769	10_82676837
14	964	10_82165769	10_82683165
14	965	10_82165769	10_82684356
14	966	10_82165769	10_82684508
14	967	10_82165769	10_82687101
14	968	10_82165769	10_82687575
15	969	10_94332484	10_93678008
15	970	10_94332484	10_93679825
15	971	10_94332484	10_93681281
15	174	10_94332484	10_93683308
15	972	10_94332484	10_93684584
15	973	10_94332484	10_93687161
15	974	10_94332484	10_93835564
15	975	10_94332484	10_93846110
15	976	10_94332484	10_93847319
15	977	10_94332484	10_94264401
15	978	10_94332484	10_94266367
15	979	10_94332484	10_94280062
15	980	10_94332484	10_94323652
15	981	10_94332484	10_94323893
15	982	10_94332484	10_94593463
15	983	10_94332484	10_94596413
15	984	10_94332484	10_94597599
15	985	10_94332484	10_94598102
15	986	10_94332484	10_94600909
15	987	10_94332484	10_94603957
15	988	10_94332484	10_94607275
15	989	10_94332484	10_94627260
15	990	10_94332484	10_94628217
15	991	10_94332484	10_94642796
15	992	10_94332484	10_94643380
15	993	10_94332484	10_94643989
15	994	10_94332484	10_94652170
16	995	10_95652123	10_60025118
16	996	10_95652123	10_92632143
16	997	10_95652123	10_96039248
16	998	10_95652123	10_96043592
16	999	10_95652123	10_96066432
16	1000	10_95652123	10_96074870
16	1001	10_95652123	10_96077273
16	1002	10_95652123	10_96079774
16	1003	10_95652123	10_96080179
16	1004	10_95652123	10_96083856
16	1005	10_95652123	10_96087985
16	1006	10_95652123	10_96088406
16	1007	10_95652123	10_96090545
16	1008	10_95652123	10_96090844
16	1009	10_95652123	10_96092315
16	1010	10_95652123	10_96093831
16	1011	10_95652123	10_96097154
16	1012	10_95652123	10_96101565
16	1013	10_95652123	10_96118466
16	1014	10_95652123	10_96121210
16	1015	10_95652123	10_96123125
16	1016	10_95652123	10_96125911
16	1017	10_95652123	10_96167520
16	1018	10_95652123	10_96167866
16	1019	10_95652123	10_96176557
16	1020	10_95652123	10_96195552
16	1021	10_95652123	10_96209549
16	1022	10_95652123	10_96211340
16	1023	10_95652123	10_96306116
17	186	10_100993133	10_100172745
17	1024	10_100993133	10_100194666
17	1025	10_100993133	10_100199228
17	187	10_100993133	10_100202176
17	1026	10_100993133	10_100213083
17	1027	10_100993133	10_100218165
17	1028	10_100993133	10_100220667
17	1029	10_100993133	10_100222587
17	1030	10_100993133	10_100222777
17	1031	10_100993133	10_100224959
17	1032	10_100993133	10_100225922
17	1033	10_100993133	10_100231844
17	1034	10_100993133	10_100233642
17	1035	10_100993133	10_100234015
17	1036	10_100993133	10_100243433
17	1037	10_100993133	10_100243698
17	1038	10_100993133	10_100249079
17	1039	10_100993133	10_100249471
17	1040	10_100993133	10_100269684
17	1041	10_100993133	10_100277751
17	1042	10_100993133	10_100384905
17	1043	10_100993133	10_100387553
17	1044	10_100993133	10_100389123
17	1045	10_100993133	10_100397138
17	1046	10_100993133	10_100404819
17	1047	10_100993133	10_100432503
17	1048	10_100993133	10_100499285
17	1049	10_100993133	10_100505495
17	1050	10_100993133	10_100510985
17	1051	10_100993133	10_100532810
17	1052	10_100993133	10_100550664
17	1053	10_100993133	10_100643664
17	1054	10_100993133	10_100989147
17	1055	10_100993133	10_100990116
18	1056	10_114706031	10_99413727
18	1057	10_114706031	10_111758721
18	1058	10_114706031	10_114212346
18	1059	10_114706031	10_114218941
18	1060	10_114706031	10_114230171
18	1061	10_114706031	10_114236789
18	1062	10_114706031	10_114237706
18	1063	10_114706031	10_114269616
18	1064	10_114706031	10_114283378
18	1065	10_114706031	10_114290273
18	1066	10_114706031	10_114291757
18	1067	10_114706031	10_114293854
18	1068	10_114706031	10_114294308
18	1069	10_114706031	10_114307724
18	1070	10_114706031	10_114310290
18	1071	10_114706031	10_114315930
18	1072	10_114706031	10_114316860
18	1073	10_114706031	10_114317483
18	1074	10_114706031	10_114320282
18	1075	10_114706031	10_114323959
18	1076	10_114706031	10_114327765
18	1077	10_114706031	10_114332060
18	1078	10_114706031	10_114333702
18	1079	10_114706031	10_114337140
18	1080	10_114706031	10_114344397
18	1081	10_114706031	10_114362223
18	1082	10_114706031	10_114371299
18	1083	10_114706031	10_114398021
18	1084	10_114706031	10_114401084
18	1085	10_114706031	10_114431200
18	1086	10_114706031	10_114433681
18	1087	10_114706031	10_114440789
18	1088	10_114706031	10_114442002
18	1089	10_114706031	10_114445300
18	1090	10_114706031	10_114445681
18	1091	10_114706031	10_114454063
18	1092	10_114706031	10_114454224
18	1093	10_114706031	10_114463694
18	1094	10_114706031	10_114468167
18	1095	10_114706031	10_114475243
18	1096	10_114706031	10_114476924
18	1097	10_114706031	10_114481264
18	1098	10_114706031	10_114483170
18	1099	10_114706031	10_114485415
18	1100	10_114706031	10_114490910
18	1101	10_114706031	10_114498526
18	1102	10_114706031	10_114503631
18	1103	10_114706031	10_114505023
18	1104	10_114706031	10_114509793
18	1105	10_114706031	10_114510341
18	1106	10_114706031	10_114519341
18	1107	10_114706031	10_114519962
18	1108	10_114706031	10_114521860
18	1109	10_114706031	10_114536811
18	1110	10_114706031	10_114538410
18	1111	10_114706031	10_114566838
18	1112	10_114706031	10_114572254
18	1113	10_114706031	10_114572425
18	1114	10_114706031	10_114594458
18	1115	10_114706031	10_114603584
18	1116	10_114706031	10_114611485
18	1117	10_114706031	10_114633858
18	1118	10_114706031	10_114641904
18	1119	10_114706031	10_114796307
18	1120	10_114706031	10_114797346
18	1121	10_114706031	10_114801057
18	1122	10_114706031	10_114805871
18	1123	10_114706031	10_114812475
18	1124	10_114706031	10_114814215
18	1125	10_114706031	10_114815878
18	1126	10_114706031	10_114817795
18	1127	10_114706031	10_114818838
18	1128	10_114706031	10_114819282
18	1129	10_114706031	10_114819744
18	1130	10_114706031	10_114824157
18	1131	10_114706031	10_114826355
18	1132	10_114706031	10_114856748
18	1133	10_114706031	10_114862619
18	1134	10_114706031	10_114866950
18	1135	10_114706031	10_114867857
18	1136	10_114706031	10_114870860
18	1137	10_114706031	10_114872573
18	1138	10_114706031	10_114875032
18	1139	10_114706031	10_114877764
18	1140	10_114706031	10_114881774
18	1141	10_114706031	10_114884557
18	1142	10_114706031	10_114887298
18	1143	10_114706031	10_114888812
18	1144	10_114706031	10_114890186
18	1145	10_114706031	10_114892783
18	1146	10_114706031	10_114894807
18	1147	10_114706031	10_114895203
18	1148	10_114706031	10_114902737
18	1149	10_114706031	10_114905672
18	1150	10_114706031	10_114914815
18	1151	10_114706031	10_114983188
18	1152	10_114706031	10_114992718
18	1153	10_114706031	10_115028810
18	1154	10_114706031	10_115064370
18	1155	10_114706031	10_115073076
18	1156	10_114706031	10_115078257
18	1157	10_114706031	10_115115150
18	1158	10_114706031	10_115119146
18	1159	10_114706031	10_115119600
18	1160	10_114706031	10_115127734
18	1161	10_114706031	10_115129941
18	1162	10_114706031	10_115135999
18	1163	10_114706031	10_115137461
18	1164	10_114706031	10_115138245
18	1165	10_114706031	10_115140008
18	1166	10_114706031	10_115140639
18	1167	10_114706031	10_115151966
18	1168	10_114706031	10_115153976
18	1169	10_114706031	10_115157616
18	1170	10_114706031	10_115198668
18	1171	10_114706031	10_115199533
18	1172	10_114706031	10_115204561
18	1173	10_114706031	10_115244418
18	1174	10_114706031	10_115258578
18	1175	10_114706031	10_115259020
18	1176	10_114706031	10_115270162
18	1177	10_114706031	10_115277963
18	1178	10_114706031	10_115282898
18	1179	10_114706031	10_115287863
18	1180	10_114706031	10_115293118
18	1181	10_114706031	10_115315754
18	1182	10_114706031	10_115317602
18	1183	10_114706031	10_115317920
18	1184	10_114706031	10_115319264
18	1185	10_114706031	10_130009994
19	1186	10_134593579	10_134469556
19	1187	10_134593579	10_134472265
20	1188	10_135181737	10_135175341
21	1189	11_312307	11_242698
21	1190	11_312307	11_250377
21	1191	11_312307	11_251218
21	1192	11_312307	11_251382
21	1193	11_312307	11_339859
21	1194	11_312307	11_348917
21	200	11_312307	11_355508
21	1195	11_312307	11_451023
22	205	11_35683346	11_30341009
22	1196	11_35683346	11_32603809
22	1197	11_35683346	11_33183286
22	1198	11_35683346	11_34458036
22	1199	11_35683346	11_34948272
22	1200	11_35683346	11_35840081
22	1201	11_35683346	11_35842157
22	1202	11_35683346	11_36096817
22	1203	11_35683346	11_36100834
22	1204	11_35683346	11_36131686
22	1205	11_35683346	11_36144899
22	1206	11_35683346	11_36145466
22	1207	11_35683346	11_36149935
22	1208	11_35683346	11_36155757
22	1209	11_35683346	11_36185333
22	1210	11_35683346	11_36185738
22	1211	11_35683346	11_36186311
22	1212	11_35683346	11_36203063
22	1213	11_35683346	11_36205864
22	1214	11_35683346	11_36210552
22	1215	11_35683346	11_36256763
22	1216	11_35683346	11_36261375
22	1217	11_35683346	11_36263570
22	1218	11_35683346	11_36274418
22	1219	11_35683346	11_36278213
22	1220	11_35683346	11_36279088
22	1221	11_35683346	11_36280537
22	1222	11_35683346	11_36280735
22	1223	11_35683346	11_36283445
22	1224	11_35683346	11_36291436
22	210	11_35683346	11_36294527
22	1225	11_35683346	11_36295471
22	1226	11_35683346	11_36296743
22	211	11_35683346	11_36302345
22	1227	11_35683346	11_36311292
22	1228	11_35683346	11_36312912
22	1229	11_35683346	11_36315766
22	212	11_35683346	11_36317214
22	1230	11_35683346	11_36319392
22	1231	11_35683346	11_36320175
22	1232	11_35683346	11_36321299
22	1233	11_35683346	11_36362858
22	1234	11_35683346	11_36402625
22	1235	11_35683346	11_36417766
22	1236	11_35683346	11_36436923
22	1237	11_35683346	11_36487882
22	1238	11_35683346	11_36506292
22	1239	11_35683346	11_36507223
22	1240	11_35683346	11_36509232
22	1241	11_35683346	11_36509383
22	1242	11_35683346	11_36510084
22	1243	11_35683346	11_36519787
22	1244	11_35683346	11_36520948
22	1245	11_35683346	11_36527834
22	213	11_35683346	11_36528362
22	1246	11_35683346	11_36538467
22	1247	11_35683346	11_36541666
22	1248	11_35683346	11_36559032
22	1249	11_35683346	11_36559260
22	1250	11_35683346	11_36768315
23	1251	11_64562274	11_64612854
23	1252	11_64562274	11_64655001
23	1253	11_64562274	11_64658315
23	1254	11_64562274	11_64660294
23	1255	11_64562274	11_64661229
23	1256	11_64562274	11_64661496
23	1257	11_64562274	11_64736423
23	1258	11_64562274	11_64774360
23	1259	11_64562274	11_64785373
23	1260	11_64562274	11_64785569
23	1261	11_64562274	11_64843541
23	1262	11_64562274	11_64869793
23	1263	11_64562274	11_64870012
23	1264	11_64562274	11_64881678
23	1265	11_64562274	11_64885243
23	1266	11_64562274	11_64886199
24	1267	11_123298708	11_122530326
24	1268	11_123298708	11_122571076
24	1269	11_123298708	11_122584254
24	1270	11_123298708	11_122587530
24	1271	11_123298708	11_122592195
24	1272	11_123298708	11_122597518
24	1273	11_123298708	11_122618485
24	1274	11_123298708	11_122915445
24	222	11_123298708	11_122928102
24	1275	11_123298708	11_122930083
24	1276	11_123298708	11_122930255
24	1277	11_123298708	11_122956324
24	1278	11_123298708	11_122971122
24	1279	11_123298708	11_122973909
24	1280	11_123298708	11_122974441
24	1281	11_123298708	11_122979057
24	1282	11_123298708	11_122982394
24	1283	11_123298708	11_122985715
24	1284	11_123298708	11_123128522
24	1285	11_123298708	11_123132066
24	1286	11_123298708	11_123133689
24	1287	11_123298708	11_123134032
24	1288	11_123298708	11_123136687
24	1289	11_123298708	11_123143123
24	1290	11_123298708	11_123170448
24	1291	11_123298708	11_123171857
24	1292	11_123298708	11_123172318
24	1293	11_123298708	11_123175086
24	1294	11_123298708	11_123176958
24	1295	11_123298708	11_123178790
24	1296	11_123298708	11_123181408
24	1297	11_123298708	11_123230320
24	1298	11_123298708	11_123278043
24	1299	11_123298708	11_123330924
24	1300	11_123298708	11_123337897
24	1301	11_123298708	11_123346212
24	1302	11_123298708	11_123350786
24	1303	11_123298708	11_123445238
25	1304	12_2902730	12_500835
25	1305	12_2902730	12_2048853
25	1306	12_2902730	12_2114396
25	1307	12_2902730	12_2115025
25	1308	12_2902730	12_2784935
25	1309	12_2902730	12_2789068
25	1310	12_2902730	12_2790354
25	1311	12_2902730	12_2790566
25	1312	12_2902730	12_2792607
25	228	12_2902730	12_2799229
25	1313	12_2902730	12_2802102
25	1314	12_2902730	12_2987708
25	1315	12_2902730	12_2996926
25	1316	12_2902730	12_2997107
25	1317	12_2902730	12_2999492
25	1318	12_2902730	12_3182787
25	1319	12_2902730	12_3187339
25	1320	12_2902730	12_3187534
25	1321	12_2902730	12_4643332
25	1322	12_2902730	12_4651108
25	1323	12_2902730	12_4753320
25	249	12_2902730	12_100657407
25	1324	12_2902730	12_108079232
25	250	12_2902730	12_109022067
25	253	12_2902730	12_110150727
25	254	12_2902730	12_113608378
25	255	12_2902730	12_114399493
25	256	12_2902730	12_118497788
25	260	12_2902730	12_125400557
25	1325	12_2902730	12_125424989
25	261	12_2902730	12_125459769
25	266	12_2902730	12_131355544
25	1326	12_2902730	9_80930547
26	1327	12_51784576	12_52205717
26	1328	12_51784576	12_52234704
26	1329	12_51784576	12_52238007
26	1330	12_51784576	12_52254169
26	1331	12_51784576	12_52264216
26	1332	12_51784576	12_52355836
26	1333	12_51784576	12_52370614
27	1334	12_93963636	12_93321201
27	1335	12_93963636	12_94120321
27	1336	12_93963636	12_94126508
27	240	12_93963636	12_94131026
27	1337	12_93963636	12_94135297
27	1338	12_93963636	12_94137904
27	1339	12_93963636	12_94138927
27	1340	12_93963636	12_94143559
27	1341	12_93963636	12_94155007
27	1342	12_93963636	12_94155849
27	1343	12_93963636	12_94160300
27	1344	12_93963636	12_94161578
27	1345	12_93963636	12_94168711
27	1346	12_93963636	12_94172242
27	1347	12_93963636	12_94176711
27	1348	12_93963636	12_94177459
27	1349	12_93963636	12_94180123
27	1350	12_93963636	12_94186858
27	1351	12_93963636	12_94189551
27	1352	12_93963636	12_94200341
27	1353	12_93963636	12_94200614
27	1354	12_93963636	12_94213210
27	1355	12_93963636	12_94224031
27	1356	12_93963636	12_94232404
27	1357	12_93963636	12_94233186
27	1358	12_93963636	12_94245460
27	1359	12_93963636	12_94291109
27	1360	12_93963636	12_94316631
27	1361	12_93963636	12_94339045
27	1362	12_93963636	12_94357305
27	1363	12_93963636	12_94357473
27	1364	12_93963636	12_94360127
27	1365	12_93963636	12_94368414
27	1366	12_93963636	12_94368816
27	1367	12_93963636	12_94375691
27	1368	12_93963636	12_94376600
27	1369	12_93963636	12_94379134
27	1370	12_93963636	12_94379627
27	1371	12_93963636	12_94379993
27	1372	12_93963636	12_94401459
27	1373	12_93963636	12_94415371
27	1374	12_93963636	12_94418259
27	1375	12_93963636	12_94419454
27	1376	12_93963636	12_94425291
27	1377	12_93963636	12_94439028
27	1378	12_93963636	12_94442735
27	1379	12_93963636	12_94463197
27	1380	12_93963636	12_94467487
27	1381	12_93963636	12_94469472
27	1382	12_93963636	12_94473374
27	1383	12_93963636	12_94475164
27	1384	12_93963636	12_94477845
27	1385	12_93963636	12_94480538
27	1386	12_93963636	12_94487436
27	1387	12_93963636	12_94487991
27	1388	12_93963636	12_94488156
27	1389	12_93963636	12_94494618
27	1390	12_93963636	12_94494959
27	1391	12_93963636	12_94497810
27	1392	12_93963636	12_94499678
27	1393	12_93963636	12_94505885
27	1394	12_93963636	12_94514565
27	1395	12_93963636	12_94515990
27	1396	12_93963636	12_94516534
27	1397	12_93963636	12_94519057
27	1398	12_93963636	12_94528608
27	1399	12_93963636	12_94535677
27	1400	12_93963636	12_94537807
27	242	12_93963636	12_94539470
27	1401	12_93963636	12_94560024
27	1402	12_93963636	12_94850676
27	1403	12_93963636	12_94923785
27	1404	12_93963636	12_95380756
28	1405	12_97295313	12_88432129
28	1406	12_97295313	12_96248886
28	1407	12_97295313	12_96253473
28	1408	12_97295313	12_96335005
28	1409	12_97295313	12_96336872
28	1410	12_97295313	12_96419796
28	1411	12_97295313	12_96425651
28	1412	12_97295313	12_96426014
28	1413	12_97295313	12_96426184
28	1414	12_97295313	12_96430653
28	1415	12_97295313	12_96431468
28	1416	12_97295313	12_96974792
28	1417	12_97295313	12_97113677
28	1418	12_97295313	12_98769108
28	1419	12_97295313	12_98781626
28	1420	12_97295313	12_98782306
28	1421	12_97295313	12_98785791
28	1422	12_97295313	12_98794108
28	1423	12_97295313	12_98794931
28	1424	12_97295313	12_98797515
28	1425	12_97295313	12_98804847
28	1426	12_97295313	12_98822381
28	1427	12_97295313	12_98881742
28	1428	12_97295313	12_98899104
28	245	12_97295313	12_98907290
28	1429	12_97295313	12_98911536
28	1430	12_97295313	12_98926447
28	1431	12_97295313	12_98928233
28	1432	12_97295313	12_98990932
28	1433	12_97295313	12_99019556
28	248	12_97295313	12_99035902
28	1434	12_97295313	12_99040251
28	1435	12_97295313	12_99041845
28	1436	12_97295313	12_99043629
28	1437	12_97295313	12_99052136
28	1438	12_97295313	12_99118839
29	1439	12_110205640	12_109824622
29	1440	12_110205640	12_109826011
29	1441	12_110205640	12_109860014
29	1442	12_110205640	12_109863950
29	1443	12_110205640	12_109869887
29	1444	12_110205640	12_109871277
29	1445	12_110205640	12_109872128
29	1446	12_110205640	12_109877648
29	1447	12_110205640	12_109878474
29	251	12_110205640	12_109883625
29	1448	12_110205640	12_109917052
29	1449	12_110205640	12_109934779
29	1450	12_110205640	12_109944013
29	1451	12_110205640	12_109945341
29	1452	12_110205640	12_109946282
29	1453	12_110205640	12_109947297
29	1454	12_110205640	12_109948706
29	1455	12_110205640	12_109949586
29	1456	12_110205640	12_109951698
29	1457	12_110205640	12_109952217
29	1458	12_110205640	12_109959607
29	1459	12_110205640	12_109962511
29	1460	12_110205640	12_109963122
29	1461	12_110205640	12_109964107
29	1462	12_110205640	12_109965359
29	1463	12_110205640	12_109966272
29	1464	12_110205640	12_109968028
29	1465	12_110205640	12_109969917
29	1466	12_110205640	12_109972157
29	1467	12_110205640	12_109975484
29	1468	12_110205640	12_109976066
29	1469	12_110205640	12_109976468
29	1470	12_110205640	12_109982337
29	1471	12_110205640	12_109985120
29	1472	12_110205640	12_109986894
29	1473	12_110205640	12_109987943
29	1474	12_110205640	12_109992637
29	1475	12_110205640	12_109992893
29	1476	12_110205640	12_109997934
29	252	12_110205640	12_110003429
29	1477	12_110205640	12_110013941
29	1478	12_110205640	12_110024964
29	1479	12_110205640	12_110033275
29	1480	12_110205640	12_110044666
29	1481	12_110205640	12_110056252
29	1482	12_110205640	12_110057088
29	1483	12_110205640	12_110057286
29	1484	12_110205640	12_110060492
30	1485	12_113570815	12_111799033
30	1486	12_113570815	12_113005485
30	1487	12_113570815	12_113335911
30	1488	12_113570815	12_113367076
30	1489	12_113570815	12_113494038
30	1490	12_113570815	12_113587609
30	254	12_113570815	12_113608378
30	1491	12_113570815	12_113627429
30	1492	12_113570815	12_113653872
30	1493	12_113570815	12_113794929
30	1494	12_113570815	12_113832616
30	1495	12_113570815	12_113859977
30	1496	12_113570815	12_113909019
30	1497	12_113570815	12_114039784
30	1498	12_113570815	12_114367078
30	255	12_113570815	12_114399493
31	1499	12_122016757	12_121933313
31	1500	12_122016757	12_122052834
31	1501	12_122016757	12_122226122
32	1502	12_124242600	12_124465035
32	1503	12_124242600	12_124468632
33	1504	12_130384559	12_125666544
33	1505	12_130384559	12_125816861
33	1506	12_130384559	12_128723397
33	1507	12_130384559	12_128724127
33	1508	12_130384559	12_128724850
33	1509	12_130384559	12_128730631
33	1510	12_130384559	12_128733578
33	1511	12_130384559	12_128735914
33	1512	12_130384559	12_128736570
33	1513	12_130384559	12_128737267
33	1514	12_130384559	12_128746676
33	1515	12_130384559	12_128749496
33	1516	12_130384559	12_128760026
33	1517	12_130384559	12_128760347
33	1518	12_130384559	12_128854357
33	1519	12_130384559	12_129025779
33	1520	12_130384559	12_129041757
33	1521	12_130384559	12_129044852
33	1522	12_130384559	12_129049894
33	1523	12_130384559	12_129084134
33	1524	12_130384559	12_129091775
33	1525	12_130384559	12_129093153
33	1526	12_130384559	12_129095224
33	1527	12_130384559	12_129102953
33	1528	12_130384559	12_129103552
33	1529	12_130384559	12_129104297
33	1530	12_130384559	12_129109227
33	1531	12_130384559	12_129118115
33	1532	12_130384559	12_129122583
33	1533	12_130384559	12_129127192
33	1534	12_130384559	12_129130083
33	1535	12_130384559	12_129136858
33	264	12_130384559	12_129149066
33	1536	12_130384559	12_129161675
33	1537	12_130384559	12_129164450
33	1538	12_130384559	12_129167143
33	1539	12_130384559	12_129170124
33	1540	12_130384559	12_129177000
33	1541	12_130384559	12_129179024
33	1542	12_130384559	12_129226462
33	1543	12_130384559	12_129229038
33	1544	12_130384559	12_129257948
33	1545	12_130384559	12_129261501
33	1546	12_130384559	12_129267809
33	1547	12_130384559	12_129444325
33	1548	12_130384559	12_129455398
33	1549	12_130384559	12_129654424
33	1550	12_130384559	12_129671156
33	1551	12_130384559	12_129676541
33	1552	12_130384559	12_129677011
33	1553	12_130384559	12_129685530
33	1554	12_130384559	2_181229511
34	1555	13_95357090	1_217513073
34	1556	13_95357090	13_95608316
34	1557	13_95357090	13_95612696
34	1558	13_95357090	13_95625852
34	1559	13_95357090	13_95639743
34	1560	13_95357090	13_95799026
34	1561	13_95357090	13_95801246
34	1562	13_95357090	13_95802787
34	1563	13_95357090	13_95803141
34	1564	13_95357090	13_95806469
34	1565	13_95357090	13_95806861
34	1566	13_95357090	13_95808579
34	1567	13_95357090	13_95814609
34	1568	13_95357090	13_95826607
34	1569	13_95357090	13_96055980
34	1570	13_95357090	13_96062261
34	1571	13_95357090	13_96126635
35	1572	14_24636970	14_23550488
35	1573	14_24636970	14_24019414
35	1574	14_24636970	14_24036033
35	1575	14_24636970	14_24069001
35	1576	14_24636970	14_24511904
35	1577	14_24636970	14_24513103
35	1578	14_24636970	14_24526279
35	1579	14_24636970	14_24526636
35	1580	14_24636970	14_24527634
35	1581	14_24636970	14_24528516
35	1582	14_24636970	14_24534557
35	1583	14_24636970	14_24535823
35	1584	14_24636970	14_24542354
35	1585	14_24636970	14_24547567
35	1586	14_24636970	14_24548916
35	1587	14_24636970	14_24550301
35	1588	14_24636970	14_24555650
35	1589	14_24636970	14_24560763
35	1590	14_24636970	14_24568578
35	1591	14_24636970	14_24569483
35	1592	14_24636970	14_24569639
35	1593	14_24636970	14_24574730
