from	to	ver[el[, 1], ]	ver2[el[, 2], ]
23	9700	1_3581866	1_3819684
24	2238	1_3590780	1_3522935
26	2222	1_3815536	1_1206874
26	2231	1_3815536	1_2319572
26	9689	1_3815536	1_2450976
26	2233	1_3815536	1_2514865
26	2238	1_3815536	1_3522935
26	22	1_3815536	1_3531260
26	2239	1_3815536	1_3565776
26	23	1_3815536	1_3581866
26	2240	1_3815536	1_3688547
26	9701	1_3815536	1_3690324
26	25	1_3815536	1_3768441
26	9702	1_3815536	1_3821668
26	9703	1_3815536	1_6027963
26	9704	1_3815536	1_6038863
26	2242	1_3815536	1_6049670
26	9705	1_3815536	1_6053524
26	9706	1_3815536	1_6220817
26	2243	1_3815536	1_6258535
26	2248	1_3815536	1_6614862
26	28	1_3815536	1_6669510
26	29	1_3815536	1_6683584
26	2250	1_3815536	1_6746419
26	2252	1_3815536	1_6840889
26	2253	1_3815536	1_6845266
26	2256	1_3815536	1_7828562
26	2321	1_3815536	1_19219463
26	2322	1_3815536	1_19281467
26	2323	1_3815536	1_19531652
26	9707	1_3815536	1_22108302
26	2347	1_3815536	1_23668978
26	2406	1_3815536	1_31188386
26	2441	1_3815536	1_37979236
26	2442	1_3815536	1_38021315
26	2443	1_3815536	1_38055267
26	2444	1_3815536	1_38156332
26	2447	1_3815536	1_38324477
26	2506	1_3815536	1_47136539
27	9706	1_6440860	1_6220817
27	2243	1_6440860	1_6258535
27	9708	1_6440860	1_6286260
27	2244	1_6440860	1_6297167
27	9709	1_6440860	1_6553634
27	2248	1_6440860	1_6614862
27	28	1_6440860	1_6669510
27	29	1_6440860	1_6683584
27	2250	1_6440860	1_6746419
27	2252	1_6440860	1_6840889
27	2254	1_6440860	1_7279196
27	9710	1_6440860	1_29573666
28	2239	1_6669510	1_3565776
28	9701	1_6669510	1_3690324
28	26	1_6669510	1_3815536
28	9700	1_6669510	1_3819684
28	9704	1_6669510	1_6038863
28	2242	1_6669510	1_6049670
28	9705	1_6669510	1_6053524
28	2243	1_6669510	1_6258535
28	2244	1_6669510	1_6297167
28	9711	1_6669510	1_6414340
28	9712	1_6669510	1_6581702
28	2247	1_6669510	1_6597457
28	2248	1_6669510	1_6614862
28	2249	1_6669510	1_6635296
28	9713	1_6669510	1_6652466
28	29	1_6669510	1_6683584
28	9714	1_6669510	1_6693364
28	2250	1_6669510	1_6746419
28	2252	1_6669510	1_6840889
28	2253	1_6669510	1_6845266
28	2256	1_6669510	1_7828562
28	30	1_6669510	1_7840370
28	9715	1_6669510	1_8004812
28	42	1_6669510	1_16677336
28	9716	1_6669510	1_28875368
28	2406	1_6669510	1_31188386
28	2424	1_6669510	1_33113157
28	2444	1_6669510	1_38156332
29	26	1_6683584	1_3815536
29	9702	1_6683584	1_3821668
29	9705	1_6683584	1_6053524
29	2243	1_6683584	1_6258535
29	9711	1_6683584	1_6414340
29	9709	1_6683584	1_6553634
29	9712	1_6683584	1_6581702
29	2247	1_6683584	1_6597457
29	2248	1_6683584	1_6614862
29	2249	1_6683584	1_6635296
29	9713	1_6683584	1_6652466
29	9714	1_6683584	1_6693364
29	2252	1_6683584	1_6840889
29	2444	1_6683584	1_38156332
30	2257	1_7840370	1_7998728
30	9715	1_7840370	1_8004812
30	2444	1_7840370	1_38156332
31	9717	1_9336978	1_9458255
31	9718	1_9336978	1_9469459
31	9719	1_9336978	1_9472950
31	9720	1_9336978	1_9483302
31	2269	1_9336978	1_9598476
31	2270	1_9336978	1_9648089
32	9721	1_10489474	1_9953668
32	9722	1_10489474	1_9966988
32	2271	1_10489474	1_10085512
32	2272	1_10489474	1_10531217
32	9723	1_10489474	1_10912360
32	9724	1_10489474	1_10957709
32	9725	1_10489474	1_11039443
33	2273	1_11793489	1_11065147
33	2274	1_11793489	1_11113121
33	2275	1_11793489	1_11158746
33	9726	1_11793489	1_11192293
33	9727	1_11793489	1_11210175
33	2276	1_11793489	1_11285314
33	2277	1_11793489	1_11321726
33	2278	1_11793489	1_11705329
33	2279	1_11793489	1_11722754
34	9725	1_11901356	1_11039443
34	2275	1_11901356	1_11158746
34	9726	1_11901356	1_11192293
34	9728	1_11901356	1_11248311
34	33	1_11901356	1_11793489
34	9729	1_11901356	1_11879068
34	9730	1_11901356	1_11917524
34	2282	1_11901356	1_11953288
34	9731	1_11901356	1_11980154
34	9732	1_11901356	1_11990123
34	2283	1_11901356	1_12034073
34	2284	1_11901356	1_12065739
35	33	1_12225212	1_11793489
35	9729	1_12225212	1_11879068
35	9730	1_12225212	1_11917524
35	2282	1_12225212	1_11953288
35	9731	1_12225212	1_11980154
35	2283	1_12225212	1_12034073
35	9733	1_12225212	1_12181563
35	9734	1_12225212	1_12204022
35	9735	1_12225212	1_12240048
35	2285	1_12225212	1_12288289
35	2286	1_12225212	1_12566709
35	2288	1_12225212	1_12700924
36	2285	1_12673527	1_12288289
36	9736	1_12673527	1_12441329
36	9737	1_12673527	1_12500152
36	9738	1_12673527	1_12520792
36	9739	1_12673527	1_12537169
36	9740	1_12673527	1_12540456
36	2286	1_12673527	1_12566709
36	9741	1_12673527	1_12647789
37	9742	1_14019820	1_13905567
37	9743	1_14019820	1_14055118
37	2289	1_14019820	1_14099687
37	9744	1_14019820	1_14217301
38	9745	1_15826428	1_15650958
38	9746	1_15826428	1_15667944
39	2291	1_15908460	1_15572274
39	2292	1_15908460	1_15659242
39	9746	1_15908460	1_15667944
39	2293	1_15908460	1_15763811
39	38	1_15908460	1_15826428
39	2295	1_15908460	1_15855326
39	2296	1_15908460	1_15932824
39	2298	1_15908460	1_15985644
39	9747	1_15908460	1_16008061
39	40	1_15908460	1_16059770
39	9748	1_15908460	1_16081773
39	2301	1_15908460	1_16232922
39	2303	1_15908460	1_16331358
39	2307	1_15908460	1_16516866
39	2311	1_15908460	1_16560582
39	2312	1_15908460	1_16763583
39	43	1_15908460	1_16765771
40	2292	1_16059770	1_15659242
40	9746	1_16059770	1_15667944
40	2295	1_16059770	1_15855326
40	2296	1_16059770	1_15932824
40	2298	1_16059770	1_15985644
40	9747	1_16059770	1_16008061
40	9748	1_16059770	1_16081773
40	2303	1_16059770	1_16331358
40	41	1_16059770	1_16395667
40	2307	1_16059770	1_16516866
41	9748	1_16395667	1_16081773
41	2305	1_16395667	1_16467015
41	2306	1_16395667	1_16485103
41	2307	1_16395667	1_16516866
41	2308	1_16395667	1_16538420
41	2309	1_16395667	1_16542893
41	9749	1_16395667	1_16543978
41	2310	1_16395667	1_16555003
41	2311	1_16395667	1_16560582
41	42	1_16395667	1_16677336
41	2312	1_16395667	1_16763583
42	9750	1_16677336	1_16393464
42	41	1_16677336	1_16395667
42	2306	1_16677336	1_16485103
42	2307	1_16677336	1_16516866
42	2308	1_16677336	1_16538420
42	2309	1_16677336	1_16542893
42	9749	1_16677336	1_16543978
42	2310	1_16677336	1_16555003
42	2311	1_16677336	1_16560582
43	9750	1_16765771	1_16393464
43	9751	1_16765771	1_234907824
44	2313	1_17297144	1_17336957
44	2317	1_17297144	1_17573271
44	2320	1_17297144	1_17864698
45	2313	1_17624557	1_17336957
45	2314	1_17624557	1_17370286
45	9752	1_17624557	1_17399401
45	2315	1_17624557	1_17441219
45	9751	1_17624557	1_234907824
46	9700	1_17751756	1_3819684
46	2252	1_17751756	1_6840889
46	2313	1_17751756	1_17336957
46	2314	1_17751756	1_17370286
46	9752	1_17751756	1_17399401
46	2315	1_17751756	1_17441219
46	9753	1_17751756	1_17733952
46	2406	1_17751756	1_31188386
46	2444	1_17751756	1_38156332
46	2447	1_17751756	1_38324477
47	2321	1_19810353	1_19219463
47	9754	1_19810353	1_19271777
47	2322	1_19810353	1_19281467
47	2323	1_19810353	1_19531652
47	9755	1_19810353	1_19792155
47	2327	1_19810353	1_19922861
47	9756	1_19810353	1_19925828
47	2328	1_19810353	1_19965667
47	2329	1_19810353	1_19986147
49	2337	1_21904946	1_21592479
49	2340	1_21904946	1_21827754
50	2337	1_21989091	1_21592479
51	9757	1_22137923	1_21064878
51	50	1_22137923	1_21989091
51	9707	1_22137923	1_22108302
51	2341	1_22137923	1_22263134
52	2444	1_23695196	1_38156332
53	9758	1_23884168	1_23666499
53	2350	1_23884168	1_23903672
53	9759	1_23884168	1_23936402
53	54	1_23884168	1_24065494
53	9760	1_23884168	1_24236767
55	9758	1_24116095	1_23666499
55	9760	1_24116095	1_24236767
55	9761	1_24116095	1_24272357
55	2354	1_24116095	1_24283735
56	9760	1_24118378	1_24236767
56	9761	1_24118378	1_24272357
56	2354	1_24118378	1_24283735
59	2365	1_25273787	1_25531683
60	61	1_25938885	1_26122880
61	2367	1_26122880	1_25755293
61	2368	1_26122880	1_25869153
61	60	1_26122880	1_25938885
61	2369	1_26122880	1_25977545
62	9762	1_26195281	1_26342120
63	9763	1_26796595	1_27115734
63	9764	1_26796595	1_27222428
64	2386	1_26855141	1_27112453
64	9763	1_26855141	1_27115734
64	9765	1_26855141	1_27154953
64	2388	1_26855141	1_27194265
64	2389	1_26855141	1_27215705
64	9764	1_26855141	1_27222428
65	63	1_27188039	1_26796595
65	64	1_27188039	1_26855141
65	2384	1_27188039	1_26877973
66	2398	1_27667759	1_27928426
66	9766	1_27667759	1_27984081
66	2399	1_27667759	1_27992231
67	2392	1_27680897	1_27634193
67	2398	1_27680897	1_27928426
67	9766	1_27680897	1_27984081
67	2399	1_27680897	1_27992231
68	9767	1_28184682	1_28160590
68	9768	1_28184682	1_28238216
68	2401	1_28184682	1_28408564
68	9769	1_28184682	1_28461382
68	9770	1_28184682	1_28511770
68	9771	1_28184682	1_28549095
68	9772	1_28184682	1_28561124
69	2403	1_31193344	1_29544754
69	2404	1_31193344	1_29555189
69	2405	1_31193344	1_29558588
69	9710	1_31193344	1_29573666
69	9773	1_31193344	1_31231335
69	9774	1_31193344	1_31234265
69	2408	1_31193344	1_31379889
69	2409	1_31193344	1_31405693
69	9775	1_31193344	1_31421068
69	2410	1_31193344	1_31439279
72	2414	1_32410371	1_32226064
72	2415	1_32410371	1_32246460
73	9776	1_32642437	1_28906021
73	2406	1_32642437	1_31188386
73	2410	1_32642437	1_31439279
73	2411	1_32642437	1_31537431
73	9777	1_32642437	1_31765334
73	70	1_32642437	1_32035875
73	9778	1_32642437	1_32106422
73	9779	1_32642437	1_32118197
73	2414	1_32642437	1_32226064
73	72	1_32642437	1_32410371
73	9780	1_32642437	1_32477732
73	9781	1_32642437	1_32532669
73	2417	1_32642437	1_32573374
73	2418	1_32642437	1_32661814
73	2419	1_32642437	1_32670478
73	2420	1_32642437	1_32671968
73	74	1_32642437	1_32711309
73	75	1_32642437	1_32716766
73	2421	1_32642437	1_32753663
73	76	1_32642437	1_32787407
73	77	1_32642437	1_32794627
73	2422	1_32642437	1_32814703
73	78	1_32642437	1_32825454
73	2423	1_32642437	1_32860268
73	9782	1_32642437	1_33004442
73	2424	1_32642437	1_33113157
73	9783	1_32642437	1_33116507
73	79	1_32642437	1_33160962
73	2425	1_32642437	1_33331971
73	9784	1_32642437	1_33546157
73	2446	1_32642437	1_38269910
74	9785	1_32711309	1_32728419
74	2421	1_32711309	1_32753663
74	76	1_32711309	1_32787407
74	77	1_32711309	1_32794627
74	2422	1_32711309	1_32814703
74	78	1_32711309	1_32825454
74	2423	1_32711309	1_32860268
75	2417	1_32716766	1_32573374
75	9785	1_32716766	1_32728419
75	2421	1_32716766	1_32753663
75	76	1_32716766	1_32787407
75	77	1_32716766	1_32794627
75	2422	1_32716766	1_32814703
75	78	1_32716766	1_32825454
75	2423	1_32716766	1_32860268
76	2418	1_32787407	1_32661814
76	2419	1_32787407	1_32670478
76	2420	1_32787407	1_32671968
76	9786	1_32787407	1_32705892
76	74	1_32787407	1_32711309
76	75	1_32787407	1_32716766
76	77	1_32787407	1_32794627
77	2418	1_32794627	1_32661814
77	2419	1_32794627	1_32670478
77	2420	1_32794627	1_32671968
77	9786	1_32794627	1_32705892
77	74	1_32794627	1_32711309
77	75	1_32794627	1_32716766
78	2418	1_32825454	1_32661814
78	2419	1_32825454	1_32670478
78	2420	1_32825454	1_32671968
78	9786	1_32825454	1_32705892
78	74	1_32825454	1_32711309
79	2423	1_33160962	1_32860268
79	2425	1_33160962	1_33331971
80	2423	1_33201417	1_32860268
81	9787	1_33718493	1_33817633
81	2429	1_33718493	1_33924038
82	9787	1_33771424	1_33817633
82	9788	1_33771424	1_33905019
82	2429	1_33771424	1_33924038
84	9789	1_34640946	1_18504333
85	9790	1_35244702	1_35224429
85	2430	1_35244702	1_35314497
85	9791	1_35244702	1_35319157
85	9792	1_35244702	1_35772929
86	2433	1_36037223	1_36183603
86	2434	1_36037223	1_36203489
87	86	1_36261113	1_36037223
87	9793	1_36261113	1_36388376
87	9794	1_36261113	1_36538178
87	88	1_36261113	1_36612957
87	2438	1_36261113	1_36883305
87	9795	1_36261113	1_36915681
88	2435	1_36612957	1_36689675
88	9796	1_36612957	1_36826349
88	9797	1_36612957	1_36839979
88	2436	1_36612957	1_36848555
88	2437	1_36612957	1_36858888
88	9798	1_36612957	1_36863902
88	2438	1_36612957	1_36883305
88	9795	1_36612957	1_36915681
88	90	1_36612957	1_36927584
89	2437	1_36771651	1_36858888
89	9798	1_36771651	1_36863902
89	2438	1_36771651	1_36883305
91	2252	1_38469208	1_6840889
91	2444	1_38469208	1_38156332
91	9799	1_38469208	1_38276065
91	2447	1_38469208	1_38324477
91	2450	1_38469208	1_39323109
92	2450	1_39448021	1_39323109
93	9800	1_40038583	1_39542466
93	9801	1_40038583	1_39564566
95	9802	1_40764146	1_40560405
95	2454	1_40764146	1_40623353
95	9803	1_40764146	1_40637662
95	9804	1_40764146	1_40747860
95	2455	1_40764146	1_40901333
96	9805	1_41155298	1_40347371
96	9806	1_41155298	1_40493568
96	2454	1_41155298	1_40623353
97	2456	1_41246951	1_40996163
99	9807	1_43223689	1_43530491
100	2462	1_43281714	1_42920939
100	2465	1_43281714	1_43309800
100	2466	1_43281714	1_43312141
101	9808	1_44102900	1_44395544
102	2486	1_45241679	1_45182178
102	9809	1_45241679	1_45187655
102	2487	1_45241679	1_45194232
102	2492	1_45241679	1_45451481
102	2495	1_45241679	1_45805323
102	106	1_45241679	1_45806064
102	2496	1_45241679	1_45822403
102	2497	1_45241679	1_45955111
102	2498	1_45241679	1_45957468
102	2499	1_45241679	1_45987157
102	107	1_45241679	1_46012546
103	2486	1_45243793	1_45182178
103	2492	1_45243793	1_45451481
103	2495	1_45243793	1_45805323
103	106	1_45243793	1_45806064
103	2496	1_45243793	1_45822403
103	2497	1_45243793	1_45955111
103	2498	1_45243793	1_45957468
103	107	1_45243793	1_46012546
104	2486	1_45250883	1_45182178
104	2487	1_45250883	1_45194232
104	2492	1_45250883	1_45451481
104	2495	1_45250883	1_45805323
104	106	1_45250883	1_45806064
104	2496	1_45250883	1_45822403
104	2497	1_45250883	1_45955111
104	2498	1_45250883	1_45957468
104	2499	1_45250883	1_45987157
104	107	1_45250883	1_46012546
105	2486	1_45264674	1_45182178
105	9809	1_45264674	1_45187655
105	2487	1_45264674	1_45194232
105	2490	1_45264674	1_45277189
105	2492	1_45264674	1_45451481
105	2493	1_45264674	1_45476778
105	2495	1_45264674	1_45805323
105	106	1_45264674	1_45806064
105	2497	1_45264674	1_45955111
105	2498	1_45264674	1_45957468
105	107	1_45264674	1_46012546
105	2500	1_45264674	1_46040094
106	2485	1_45806064	1_45136190
106	2486	1_45806064	1_45182178
106	9809	1_45806064	1_45187655
106	2487	1_45806064	1_45194232
106	2488	1_45806064	1_45199393
106	2489	1_45806064	1_45238578
106	102	1_45806064	1_45241679
106	103	1_45806064	1_45243793
106	104	1_45806064	1_45250883
106	105	1_45806064	1_45264674
106	9810	1_45806064	1_45275509
106	2490	1_45806064	1_45277189
106	9811	1_45806064	1_45294124
106	2491	1_45806064	1_45301331
106	2492	1_45806064	1_45451481
106	2493	1_45806064	1_45476778
106	2497	1_45806064	1_45955111
106	2498	1_45806064	1_45957468
106	107	1_45806064	1_46012546
107	2485	1_46012546	1_45136190
107	2486	1_46012546	1_45182178
107	9809	1_46012546	1_45187655
107	2487	1_46012546	1_45194232
107	2488	1_46012546	1_45199393
107	102	1_46012546	1_45241679
107	103	1_46012546	1_45243793
107	105	1_46012546	1_45264674
107	9810	1_46012546	1_45275509
107	9811	1_46012546	1_45294124
107	2491	1_46012546	1_45301331
107	2492	1_46012546	1_45451481
107	2495	1_46012546	1_45805323
107	106	1_46012546	1_45806064
107	2496	1_46012546	1_45822403
109	2505	1_47647596	1_47081193
109	2506	1_47647596	1_47136539
109	2508	1_47647596	1_47642052
109	2509	1_47647596	1_47687948
109	2510	1_47647596	1_47693536
109	2511	1_47647596	1_47792295
109	9812	1_47647596	1_47871330
109	110	1_47647596	1_47889342
109	2512	1_47647596	1_47901530
109	9813	1_47647596	1_48084329
110	2508	1_47889342	1_47642052
110	109	1_47889342	1_47647596
110	2509	1_47889342	1_47687948
110	9813	1_47889342	1_48084329
111	2256	1_51426098	1_7828562
111	2444	1_51426098	1_38156332
111	2514	1_51426098	1_51213781
111	2516	1_51426098	1_51650024
111	2517	1_51426098	1_51690325
111	2518	1_51426098	1_51701618
111	9814	1_51426098	1_52343723
111	9815	1_51426098	1_53685740
111	9816	1_51426098	1_59245185
111	2545	1_51426098	1_62901316
111	2593	1_51426098	1_89145204
111	2698	1_51426098	1_115258854
113	2524	1_54750760	1_54517645
113	2528	1_54750760	1_54660143
113	9817	1_54750760	1_54821666
113	9818	1_54750760	1_54842677
113	9819	1_54750760	1_54868579
113	2531	1_54750760	1_54875902
113	9820	1_54750760	1_54925020
113	9821	1_54750760	1_54932080
113	9822	1_54750760	1_54952385
114	2547	1_64056350	1_63247446
114	9823	1_64056350	1_65531461
114	2555	1_64056350	1_65880831
115	114	1_65418968	1_64056350
115	2553	1_65418968	1_65521436
115	9823	1_65418968	1_65531461
115	2555	1_65418968	1_65880831
115	9824	1_65418968	1_66798971
116	9824	1_65610395	1_66798971
117	2557	1_66994184	1_67217482
118	2557	1_67517574	1_67217482
118	119	1_67517574	1_67593884
118	9825	1_67517574	1_67661736
118	120	1_67517574	1_68149975
119	2557	1_67593884	1_67217482
120	2556	1_68149975	1_65885295
120	9824	1_68149975	1_66798971
120	9826	1_68149975	1_67804471
120	2563	1_68149975	1_68006279
120	9827	1_68149975	1_68213281
121	2545	1_70819945	1_62901316
121	2547	1_70819945	1_63247446
121	2548	1_70819945	1_63826788
121	114	1_70819945	1_64056350
121	120	1_70819945	1_68149975
121	9828	1_70819945	1_68962244
121	9829	1_70819945	1_70609204
121	2564	1_70819945	1_70666282
121	2565	1_70819945	1_70686109
121	2566	1_70819945	1_70701915
121	2567	1_70819945	1_70875753
121	2568	1_70819945	1_71509061
121	2569	1_70819945	1_71530008
121	2570	1_70819945	1_71546573
121	2571	1_70819945	1_76187495
121	2572	1_70819945	1_76245180
121	2573	1_70819945	1_76252672
121	2574	1_70819945	1_76257150
121	9830	1_70819945	1_78141576
121	9831	1_70819945	1_78439265
121	2589	1_70819945	1_87169445
121	2590	1_70819945	1_87379937
121	2634	1_70819945	1_100596834
121	2646	1_70819945	1_104064837
121	2647	1_70819945	1_107597030
121	2713	1_70819945	1_118471117
123	2576	1_84463604	1_84540202
123	2578	1_84463604	1_84941119
124	123	1_84761608	1_84463604
124	2577	1_84761608	1_84863031
124	2578	1_84761608	1_84941119
124	2580	1_84761608	1_85038838
124	9832	1_84761608	1_85084643
124	2582	1_84761608	1_85154753
124	9833	1_84761608	1_85357095
125	2570	1_86859790	1_71546573
125	2575	1_86859790	1_79114114
125	9834	1_86859790	1_86968392
125	2588	1_86859790	1_87155096
125	2589	1_86859790	1_87169445
125	2590	1_86859790	1_87379937
125	9835	1_86859790	1_87408669
125	2592	1_86859790	1_87793596
126	2595	1_89827325	1_89457623
126	2596	1_89827325	1_89615945
126	2597	1_89827325	1_89640140
126	2598	1_89827325	1_89664459
126	2599	1_89827325	1_89723555
126	2600	1_89827325	1_89735158
126	2603	1_89827325	1_90454162
127	2595	1_90096958	1_89457623
127	2602	1_90096958	1_90232364
127	128	1_90096958	1_90279894
127	2603	1_90096958	1_90454162
127	2604	1_90096958	1_90466827
128	2595	1_90279894	1_89457623
128	127	1_90279894	1_90096958
128	2603	1_90279894	1_90454162
128	2604	1_90279894	1_90466827
129	2607	1_92951704	1_91961842
129	2608	1_92951704	1_92484501
129	2609	1_92951704	1_92545453
129	9836	1_92951704	1_92756887
129	2610	1_92951704	1_92764068
129	2611	1_92951704	1_93298402
130	9837	1_93902865	1_93257157
130	9838	1_93902865	1_93283919
130	2611	1_93902865	1_93298402
130	9839	1_93902865	1_93542060
130	2613	1_93902865	1_93639109
130	9840	1_93902865	1_93810951
130	131	1_93902865	1_94055034
130	2614	1_93902865	1_94306027
130	9841	1_93902865	1_94344271
130	132	1_93902865	1_94370390
130	2615	1_93902865	1_94876094
130	2616	1_93902865	1_95006048
130	133	1_93902865	1_95277745
130	2619	1_93902865	1_95698761
131	2614	1_94055034	1_94306027
132	2615	1_94370390	1_94876094
132	2618	1_94370390	1_95536274
132	2619	1_94370390	1_95698761
133	2616	1_95277745	1_95006048
136	2627	1_101360898	1_100231938
136	2629	1_101360898	1_100294153
136	2630	1_101360898	1_100313162
136	2633	1_101360898	1_100502333
136	2634	1_101360898	1_100596834
136	2635	1_101360898	1_100598666
136	2638	1_101360898	1_100738063
136	9842	1_101360898	1_100889577
136	2641	1_101360898	1_100951241
136	2642	1_101360898	1_101000525
136	2644	1_101360898	1_101490474
136	2645	1_101360898	1_101596382
136	9843	1_101360898	1_101602314
136	2646	1_101360898	1_104064837
137	9844	1_101680367	1_99467264
137	136	1_101680367	1_101360898
137	2643	1_101680367	1_101460862
137	2644	1_101680367	1_101490474
137	2645	1_101680367	1_101596382
138	9845	1_109202150	1_109098194
138	2658	1_109202150	1_109654432
139	2656	1_109496842	1_109630623
139	2658	1_109496842	1_109654432
139	9846	1_109496842	1_109749468
140	2658	1_109751344	1_109654432
140	2665	1_109751344	1_110083451
141	2660	1_109822236	1_109931293
141	2663	1_109822236	1_110036305
141	2664	1_109822236	1_110080432
142	2658	1_110048306	1_109654432
142	9847	1_110048306	1_109757286
142	141	1_110048306	1_109822236
142	2669	1_110048306	1_110305446
142	2670	1_110048306	1_110522706
143	2658	1_110196942	1_109654432
143	9846	1_110196942	1_109749468
143	141	1_110196942	1_109822236
143	2663	1_110196942	1_110036305
143	142	1_110196942	1_110048306
143	2664	1_110196942	1_110080432
143	2665	1_110196942	1_110083451
143	2666	1_110196942	1_110088719
143	9848	1_110196942	1_110135645
143	2668	1_110196942	1_110269914
143	2669	1_110196942	1_110305446
143	9849	1_110196942	1_110427650
143	9850	1_110196942	1_110444689
143	2670	1_110196942	1_110522706
143	144	1_110196942	1_110571690
143	2671	1_110196942	1_110599260
143	2672	1_110196942	1_110624076
143	9851	1_110196942	1_110651169
144	2665	1_110571690	1_110083451
144	2666	1_110571690	1_110088719
145	2675	1_111678854	1_111415628
145	146	1_111678854	1_111742392
145	9852	1_111678854	1_111763421
145	2679	1_111678854	1_111887921
145	2680	1_111678854	1_111967573
145	2681	1_111678854	1_111990420
145	2682	1_111678854	1_112014292
145	2684	1_111678854	1_112188890
145	2685	1_111678854	1_112294296
145	2694	1_111678854	1_115051914
146	9853	1_111742392	1_111171739
146	9854	1_111742392	1_111210005
146	9855	1_111742392	1_111214898
146	2675	1_111742392	1_111415628
146	9852	1_111742392	1_111763421
146	2678	1_111742392	1_111862781
146	2679	1_111742392	1_111887921
146	2680	1_111742392	1_111967573
146	2681	1_111742392	1_111990420
146	2682	1_111742392	1_112014292
146	2685	1_111742392	1_112294296
147	9856	1_113210686	1_112912343
147	9857	1_113210686	1_112933412
147	2688	1_113210686	1_113236614
148	9858	1_114429479	1_113246774
149	9858	1_114444643	1_113246774
149	2691	1_114444643	1_114296018
149	2692	1_114444643	1_114352796
149	9859	1_114444643	1_114470859
149	2694	1_114444643	1_115051914
149	2698	1_114444643	1_115258854
149	2699	1_114444643	1_115298294
150	2693	1_114520685	1_114693170
150	2696	1_114520685	1_115209974
151	9860	1_117109278	1_116513092
151	2702	1_117109278	1_116914319
151	2705	1_117109278	1_117212042
151	2706	1_117109278	1_117446540
151	2707	1_117109278	1_117450148
151	9861	1_117109278	1_117519246
151	153	1_117109278	1_117542531
151	2708	1_117109278	1_117600462
151	2709	1_117109278	1_117602664
151	9862	1_117109278	1_117637164
151	2710	1_117109278	1_117662394
152	2706	1_117292351	1_117446540
152	2707	1_117292351	1_117450148
