gene_names	ID	CpG_logFC	Gene_logFC	Gene_P.value	AveExpr	Gene_log2_P.value
LRTM2	12_1925498	"NA"	0.6793575887590527	0.29992080741843125	0.46754112517320096	1.7373464802563543
LSM2	6_31774256	"NA"	-0.3117476308713938	0.06496226802848513	11.380698098336662	3.9442541875421457
LSM7	19_2325889	DOWN	0.10086265083835677	0.6291242050122747	15.764298411413643	0.6685832252139806
LSR	19_35751275	"NA"	-0.4475694181971286	0.25238692828135584	4.11594378436783	1.9862909032357543
LTB	6_31548352	"NA"	-0.2642068657882155	0.5812046387985412	5.330872983233257	0.7828818772143646
LTBR	12_6472406	"NA"	0.3726675425559618	0.11472754329508568	22.30757564503084	3.123716305931575
LTC4S	5_179195573	DOWN	-0.6325928871795214	0.13669048868454683	0.573527485844757	2.871015235301334
LTV1	6_144159166	"NA"	0.08889014020321895	0.5904175690422884	11.47219371618096	0.7601924426065039
LUC7L	16_277802	"NA"	-0.13824491424245977	0.3362858016216461	28.80904843100132	1.5722402270025317
LXN	3_158387933	"NA"	-0.29340028666997897	0.38533988235274585	6.833611347409597	1.3757965834425812
LY6G5B	6_31635460	"NA"	-0.19287232755200634	0.24986470278058295	8.629040772573468	2.0007809818584104
LY6G5C	6_31643317	DOWN	-0.1415773304517849	0.5257320504488752	2.9355451639990124	0.9276004056040217
LY6G6C	6_31682145	"NA"	-0.22175460763773758	0.6493977263704434	0.7242013969209111	0.6228257613256162
LY6G6D	6_31682145	"NA"	0.6598874241828003	0.2910579845148051	0.13425521771343454	1.78062149969662
LY6G6D	6_31682145	"NA"	0.6598874241828003	0.2910579845148051	0.13425521771343454	1.78062149969662
LY6G6E	6_31680466	"NA"	0.28913760242784914	0.724879747410909	0.25445059378119045	0.4641864131437357
LY6G6F	6_31672196	"NA"	-0.18110817659789058	0.8253057957002224	0.18850693262858298	0.27699932316758935
LYL1	19_13194401	"NA"	-0.41647097315573856	0.07530022160003412	29.172315571730728	3.731202079182968
LYN	8_56780974	DOWN	0.33388958883639486	0.1413123770047182	50.131302113445784	2.8230402636010337
LYPD4	19_42338250	"NA"	0.2973458822179289	0.6038622718981581	0.09641929907562222	0.727708555779676
LYPD6	2_150184978	"NA"	0.3685248527861349	0.645399705942038	0.13379975737986088	0.6317351743851911
LYPD6B	2_149894508	"NA"	-0.22864229181002482	0.7808556655538064	0.26591532901061704	0.3568721916332744
LYRM5	12_25347738	"NA"	0	1	0	-0
LYRM9	17_26219311	"NA"	0.23268427737751063	0.3626390342038843	2.62283817713083	1.4633938707941587
LZTR1	22_21317189	DOWN	0.161304401775201	0.4742188371832421	22.30768888476566	1.076375123397926
MAATS1	3_119420374	DOWN	1.6460114195647504	0.010055006759685084	0.2395218387018425	6.635942138249723
MAATS1	3_119420374	DOWN	1.6460114195647504	0.010055006759685084	0.2395218387018425	6.635942138249723
MAATS1	3_119420374	DOWN	1.6460114195647504	0.010055006759685084	0.2395218387018425	6.635942138249723
MAATS1	3_119420374	DOWN	1.6460114195647504	0.010055006759685084	0.2395218387018425	6.635942138249723
MAB21L1	13_36048095	DOWN	-0.27293496773058923	0.7562707063194823	0.25074388796117875	0.403025356792304
MACF1	1_39542466	DOWN	-0.18101606404805182	0.4366334421437702	166.7340678682364	1.1955054630302717
MACROD1	11_63931195	"NA"	-0.4527693269181312	0.185470496914544	4.345482613771283	2.4307383815736645
MACROD1	11_63742253	DOWN	-0.4527693269181312	0.185470496914544	4.345482613771283	2.4307383815736645
MAGED1	X_51545747	"NA"	0.5144781997303847	0.24187276470903482	20.688550037236244	2.047679766376947
MAGIX	X_49017139	"NA"	-0.055674681126184566	0.8180619282270795	2.092394559084352	0.28971803391555984
MAK	6_10837605	"NA"	-0.19275199787802855	0.4899018747191155	5.680940769385749	1.0294352824607276
MAMDC4	9_139736943	"NA"	-0.266538795074057	0.3803667872515226	9.510325919948766	1.3945368159849245
MAML1	5_179195573	DOWN	-0.0372367180553308	0.7624118620484124	32.59823152521328	0.3913575291740181
MAML3	4_141074989	"NA"	-0.2173763285459085	0.2908598172218817	23.58139486895313	1.781604095454871
MAN1B1	9_139999027	"NA"	-0.048621295198309156	0.7814779371460108	24.128742399271438	0.3557229515656206
MAN2A1	5_109024485	"NA"	0.1558063189107859	0.43589199147676616	24.245830903458575	1.1979573971896973
MAN2A2	15_91431750	"NA"	-0.06319750976685956	0.73597312797963	57.006350282134044	0.44227500365707595
MANBA	4_103678311	"NA"	0.1556869458013601	0.3428183131156979	34.265027484260386	1.5444839156134007
MANSC1	12_12502282	"NA"	0.569627407706736	0.3165147789895017	3.474774975579536	1.65965523006132
MAP1LC3A	20_33134511	DOWN	0.24551538218814595	0.5176330714078785	1.934813966767568	0.9499983012973622
MAP1S	19_17830057	"NA"	-0.18830154299677826	0.4175872438961351	19.921062355369585	1.2598504525410263
MAP2K2	19_4121257	"NA"	-0.0026858915648286796	0.9877687286063039	26.48293251229346	0.017754799180460645
MAP2K3	17_21183232	"NA"	-0.11385963943231747	0.527383984656765	25.060970783165633	0.9230743340889173
MAP3K1	5_56108371	"NA"	0.17525637736254573	0.4579180757791538	40.78231680466589	1.1268385800566347
MAP3K6	1_27680897	DOWN	-0.02114829110677885	0.9566159518832176	7.762368761930614	0.06398824595188604
MAP3K6	1_27680897	DOWN	-0.02114829110677885	0.9566159518832176	7.762368761930614	0.06398824595188604
MAP3K6	1_27680897	DOWN	-0.02114829110677885	0.9566159518832176	7.762368761930614	0.06398824595188604
MAP3K6	1_27680897	DOWN	-0.02114829110677885	0.9566159518832176	7.762368761930614	0.06398824595188604
MAP3K6	1_27680897	DOWN	-0.02114829110677885	0.9566159518832176	7.762368761930614	0.06398824595188604
MAP3K6	1_27680897	DOWN	-0.02114829110677885	0.9566159518832176	7.762368761930614	0.06398824595188604
MAP3K6	1_27680897	DOWN	-0.02114829110677885	0.9566159518832176	7.762368761930614	0.06398824595188604
MAP4K1	19_39095888	"NA"	-0.1721636945795577	0.4539887468164636	23.289920958918938	1.1392715575326056
MAP4K2	11_64562274	DOWN	-0.22942275675202506	0.40320656555653933	27.635172387995542	1.3104089639395609
MAP4K3	2_39659998	"NA"	-0.1387803832016452	0.5156589352244167	12.340417176990327	0.9555109345683597
MAP7	6_136868597	DOWN	0.4846356955569675	0.434318070958265	11.546722432341967	1.2031761136831889
MAP9	4_156297608	"NA"	-0.3825175172889276	0.5552385484710921	1.6555123225765684	0.848820361701931
MAPK8	10_49512933	"NA"	-0.09407965871802126	0.6051062212178828	20.154628450644545	0.724739677503302
MAPK8IP2	22_51036461	"NA"	-0.00752427585281068	0.9826147189392742	0.7009719041233842	0.025302244988687272
MAPK8IP3	16_1753559	"NA"	-0.1970893522835464	0.44193350430856726	61.75932392467061	1.1780987845946518
MAPRE3	2_27178447	"NA"	0.5834023678896103	0.1535668866997338	2.4483142071296626	2.7030609305486126
MARCH8	10_46088525	"NA"	0	1	0	-0
MARK2	11_63604712	"NA"	0.17677671305717002	0.15463335164596828	28.16034824834225	2.693076578567917
MARS	12_57872772	"NA"	0	1	0	-0
MARVELD2	5_68697163	DOWN	0.8645961647913324	0.1552417510472526	0.9605002445147678	2.687411483700189
MARVELD2	5_68697163	DOWN	0.8645961647913324	0.1552417510472526	0.9605002445147678	2.687411483700189
MARVELD2	5_68697163	DOWN	0.8645961647913324	0.1552417510472526	0.9605002445147678	2.687411483700189
MARVELD2	5_68697163	DOWN	0.8645961647913324	0.1552417510472526	0.9605002445147678	2.687411483700189
MARVELD2	5_68697163	DOWN	0.8645961647913324	0.1552417510472526	0.9605002445147678	2.687411483700189
MAST1	19_12948280	"NA"	-0.47807469499985744	0.37201923415503735	1.6202153250176354	1.426550881342402
MAT1A	10_82048530	"NA"	-1.0356041800625495	0.033359679416946425	0.12367244189408565	4.905750765074998
MAT2B	5_162926334	"NA"	0.1130168150752473	0.5136151185492883	25.093150924063725	0.961240425263859
MB21D2	3_192633518	DOWN	1.109921734989717	0.0439050803783918	0.4702333338022048	4.509468302117949
MBD3	19_1587362	"NA"	-0.15734517184378571	0.43252088913172837	19.622019612727815	1.2091582837125712
MBD5	2_148777364	"NA"	-0.1608788681303457	0.4508757741344416	12.079432617806825	1.149198099826641
MBNL1	3_151958404	"NA"	-0.06832234945866489	0.705750441476604	95.59510302722741	0.5027699687456451
MBNL1	3_151979492	DOWN	-0.06832234945866489	0.705750441476604	95.59510302722741	0.5027699687456451
MBNL1-AS1	3_151979492	DOWN	0.025421982979263902	0.9518812560565448	10.795134245810745	0.07114648142049276
MBOAT2	2_9133601	"NA"	0.285833901331328	0.6415858963398358	10.613698848604294	0.6402856667856415
MBOAT7	19_54693495	"NA"	0.12755112877291985	0.6300953976715551	54.20434748742754	0.6663578228963432
MCPH1	8_6261206	"NA"	-0.14054555997827745	0.39078526072567354	16.75584110380322	1.3555520407821522
MCRS1	12_49955993	"NA"	-0.1471109534507491	0.3841715258910212	16.45226637464446	1.3801775019072118
MDFI	6_41601542	DOWN	-0.9163455752407861	0.3861840834243515	2.2072278714068325	1.3726393900445646
MDN1	6_90529166	"NA"	-0.08246895174660285	0.6469672306162906	52.57172152809465	0.6282354544232718
MED12	X_70332025	"NA"	-0.1272114370527948	0.4104732758870646	49.73926176529012	1.2846397973672101
MED17	11_93516090	"NA"	-0.005423945382718287	0.9715053064220183	16.43594533498825	0.041706218965756346
MED19	11_57478003	"NA"	-0.0319491007928403	0.8164695028464233	5.477078223590299	0.29252909631892843
MED7	5_156563348	"NA"	0.20086254707984974	0.2688930189700743	6.675309966340428	1.8948957945965899
MEGF8	19_42825333	DOWN	-0.2947235996573312	0.1861346165594337	22.28366555194921	2.4255817079781283
MEGT1	6_31672196	"NA"	0	1	0	-0
MEIS1	2_66666185	DOWN	1.74372513344339	0.12921158384529985	9.40347417006997	2.9521926811478547
MEIS1	2_66655565	"NA"	1.74372513344339	0.12921158384529985	9.40347417006997	2.9521926811478547
MEIS1-AS2	2_66666185	DOWN	1.287179006268174	0.1985648686566623	0.4940463944759574	2.332317700108679
MEIS1-AS3	2_66655565	"NA"	0.28286720887325867	0.7148152079784916	0.09105194762431615	0.48435776626935506
MEIS3	19_47920757	"NA"	-0.2371065994846071	0.7061976731098512	0.3778436372923173	0.5018560273984711
MEN1	11_64562274	DOWN	-0.11287959327044561	0.5577237641449577	19.319334423157777	0.8423773505653367
METAP1D	2_172859773	"NA"	-0.017550319018952543	0.9418775166818273	9.049193992732786	0.08638863331341991
METTL7AP1	12_52620846	DOWN	0.23434433558919388	0.43097443285941395	0.06037070892523352	1.2143258095196534
MEX3D	19_1563742	DOWN	0.5323335947752932	0.14592677312323088	2.3581818557682626	2.776683496699414
MFAP3	5_153416650	"NA"	0.10661487942410375	0.6337181189062906	8.566753528906135	0.6580868300537888
MFGE8	15_89426819	"NA"	-0.21281473461534173	0.704986528831218	11.524454632204202	0.5043324047150509
MFN1	3_179064863	"NA"	0.09318662799411292	0.4813459220574279	16.692738902114147	1.0548540269469158
MFSD1	3_158443544	DOWN	0.14401407899130358	0.47455934597475247	40.83786471588024	1.0753395802652885
MFSD5	12_53643155	"NA"	0.06423222684385621	0.7015010364619512	8.673263475566154	0.5114828594706806
MFSD9	2_103352757	"NA"	-0.18998253368446827	0.18418304027242383	6.449142761024605	2.4407878719018608
MGAT1	5_180242548	DOWN	0.3086028282925568	0.09902163186690073	38.06229631260371	3.336112464804223
MGAT4B	5_179195573	DOWN	-0.05224248016865474	0.813440693793142	30.171518858397764	0.29789092893974706
MIB2	1_1562478	DOWN	-0.4731630227139201	0.09223677018873264	15.523114535117777	3.438514194069077
MICA	6_31362933	"NA"	0.025659639037414195	0.8757322490036268	7.534291558376307	0.1914382548334587
MICU2	13_22177639	"NA"	2.5984710628446095e-4	0.998696035246532	16.05542117079832	0.0018824510751537244
MIDN	19_1232134	"NA"	0.0385340498454827	0.8525292561221078	32.41734078224212	0.23017875114579536
MIER3	5_56231243	"NA"	-0.08794661131901638	0.6866009093474504	12.477604042352818	0.5424563268578665
MINK1	17_4734992	"NA"	0.12210992302393908	0.5611878836474944	24.7946147806025	0.8334442341661427
MINK1	17_4783162	"NA"	0.12210992302393908	0.5611878836474944	24.7946147806025	0.8334442341661427
MIOX	22_50924847	"NA"	0.014140827490250807	0.9732946800153535	0.25080891788276877	0.03905142551052497
MIPEP	13_24462761	"NA"	0.011239063381278225	0.9587939274492542	4.90469018132816	0.0607073232246698
MIR1	20_61146139	"NA"	0	1	0	-0
MIR10A	17_46653916	DOWN	0	1	0	-0
MIR10A	17_46653916	DOWN	0	1	0	-0
MIR10A	17_46653916	DOWN	0	1	0	-0
MIR10B	2_177013623	"NA"	-0.06657006489232664	0.5807866667410795	0.05360727644554604	0.7839197614698877
MIR1179	15_89150519	"NA"	-0.34000086047743583	0.3478658268387038	0.07437571908026494	1.5233971344459663
MIR1181	19_10511971	"NA"	0	1	0	-0
MIR1202	6_156265788	"NA"	0.560182269328958	0.4896183392333635	0.2769000375452051	1.0302704979974946
MIR1203	17_46229768	DOWN	-0.43615923515267285	0.4579814541243392	0.25546217329916243	1.126638917055488
MIR1227	19_2228091	"NA"	0.20625471092811498	0.38430117390663276	0.056709385520979434	1.3796907115475603
MIR1229	5_179195573	DOWN	0.2507142381203842	0.5245386603625743	0.07173644519496442	0.9308789864167498
MIR1236	6_31922578	"NA"	0	1	0	-0
MIR1257	20_60514690	DOWN	0	1	0	-0
MIR125A	19_52188083	"NA"	-0.014067445096596742	0.8754755725592371	0.052500885897730186	0.19186116961436145
MIR1276	15_86313461	"NA"	0.7583384255462522	0.2148803602842416	0.10172798834835481	2.218394466078557
MIR1284	3_71590316	"NA"	0.20888327394208667	0.46687305470329354	0.8269029564563548	1.0988977681785441
MIR1303	5_154045364	"NA"	0.16143060477619375	0.7180958494517256	0.1978979043397644	0.4777516710346521
MIR130A	11_57408121	"NA"	-1.310389624886727	7.367751106726287e-4	0.11610027837473906	10.40648805361921
MIR133A2	20_61160244	"NA"	0	1	0	-0
MIR148A	7_25989277	"NA"	0.37709801202574145	0.10936104055157224	0.05702664721099405	3.1928292197692008
MIR148B	12_54726168	"NA"	0.24173902768672462	0.560232525328954	0.39933528575682026	0.8359023507312346
MIR150	19_49996008	"NA"	-0.038820489302007655	0.943201806291991	0.13565103908607518	0.08436161371344993
MIR152	17_46109003	"NA"	0.2242380486910065	0.5328900314484889	0.06134479629761427	0.9080902494312693
MIR153	2_220133863	"NA"	0	1	0	-0
MIR182	7_129408155	DOWN	0.01764282958840102	0.9128041828765454	0.055310732533639655	0.13162269217244385
MIR183	7_129408155	DOWN	-0.06316170569133384	0.6591632749216785	0.05416918467436437	0.6012922294358783
MIR1909	19_1808658	"NA"	0	1	0	-0
MIR192	11_64658315	"NA"	0	1	0	-0
MIR194	11_64658315	"NA"	0	1	0	-0
MIR196A1	17_46709407	"NA"	-0.014545839191915988	0.9487232350127881	0.057345683827311006	0.07594081450048842
MIR196A2	12_54384962	DOWN	-0.01406744509659763	0.885477357615581	0.05416918467436437	0.1754726783374575
MIR196A2	12_54384962	DOWN	-0.01406744509659763	0.885477357615581	0.05416918467436437	0.1754726783374575
MIR196B	7_27207967	"NA"	0	1	0	-0
MIR1976	1_26877973	"NA"	0.3926668136267839	0.2061141566443637	0.06458077738707246	2.278484497243494
MIR199A2	1_172113777	DOWN	-0.4475440184625272	0.07419868741214544	0.061135080961576965	3.752462524232393
MIR214	1_172106830	"NA"	0	1	0	-0
MIR3132	2_220406932	"NA"	-0.37635858274696865	0.10058256263863616	0.06426841805201633	3.3135478789613857
MIR3143	6_27113447	"NA"	0.6800232083220534	0.16983650246898768	0.2910079577643164	2.5577815283913172
MIR3180	16_2183210	"NA"	0	1	0	-0
MIR3185	17_46795626	"NA"	-0.014067445096596742	0.8754755725592371	0.052500885897730186	0.19186116961436145
MIR3199	22_28314043	"NA"	0	1	0	-0
MIR320A	8_22087352	"NA"	0.03306069940206324	0.9385672948989138	0.08398043645591038	0.09146790546643642
MIR320B1	1_117212042	"NA"	-0.118255053800004	0.393027935278805	0.05360727644554604	1.3472962362052963
MIR320B2	1_224439833	"NA"	-0.0824752318656421	0.7634053346021055	0.6696247770345225	0.3894788268862721
MIR324	17_7125388	"NA"	-0.3895774831841541	0.29260320779622345	0.3093192654863376	1.7729825091213656
MIR328	16_67230661	"NA"	0.057925367616074475	0.9091102610992676	0.08417961671030494	0.13747281312566637
MIR330	19_46142067	"NA"	0	1	0	-0
MIR3620	1_228284922	"NA"	0	1	0	-0
MIR374A	X_73505909	"NA"	0.23467813366920964	0.6492190947661262	0.12874455309309116	0.6232226619773331
MIR375	2_219862933	"NA"	-0.11025236562792085	0.48954911750330854	0.054736982791245434	1.030474479137087
MIR4321	19_2249764	DOWN	0	1	0	-0
MIR4444	2_178073399	"NA"	0	1	0	-0
MIR4470	8_62623674	"NA"	-0.037727533197290164	0.8703581619506366	0.06070845395570848	0.20031888687109195
MIR4506	14_94402416	DOWN	-0.25109266408606956	0.36963860480374167	0.059792780063836835	1.4358126561787392
MIR4506	14_94402416	DOWN	-0.25109266408606956	0.36963860480374167	0.059792780063836835	1.4358126561787392
MIR4646	6_31661602	"NA"	0.4824537230528154	0.27794719859736383	0.08065358715543644	1.8471172535099964
MIR4655	7_1881075	DOWN	0.5765494030940079	0.1650597707519275	0.2259069889924517	2.5989395531271016
MIR4674	9_139439530	"NA"	-0.15470389365644177	0.3510287729806415	0.054736982791245434	1.5103388052829585
MIR4686	11_2185891	"NA"	-0.06657006489232664	0.5951470377480008	0.053051197007755554	0.7486819484447966
MIR4707	14_23424555	"NA"	0	1	0	-0
MIR4767	X_7064538	"NA"	0.08696312622627644	0.8466596509867239	0.13615841398617465	0.24014595828504962
MIR545	X_73505909	"NA"	-0.7521196400094174	0.03239969497167861	0.10266705643239075	4.9478759589153825
MIR548Q	10_12765351	"NA"	-0.1186579575041602	0.8505224054172129	0.30245474769837755	0.23357885340371276
MIR550A1	7_30315644	"NA"	-0.2920222754399133	0.5047028300552618	0.3467794978904071	0.9864939185041544
MIR566	3_50209863	"NA"	0	1	0	-0
MIR5684	19_12878441	"NA"	-0.4874703105545164	0.3131225902242746	0.17522578418796783	1.6752004994453573
MIR574	4_38868397	DOWN	0.3569933613604057	0.3297760689938226	0.06814191150447454	1.6004413850040562
MIR574	4_38868397	DOWN	0.3569933613604057	0.3297760689938226	0.06814191150447454	1.6004413850040562
MIR574	4_38868397	DOWN	0.3569933613604057	0.3297760689938226	0.06814191150447454	1.6004413850040562
MIR577	4_115577534	"NA"	-0.15137431560368775	0.36723406773800327	0.05557955545101239	1.445228193333773
MIR590	7_73603761	"NA"	0.10364994353416801	0.6076607716675062	2.276834796947929	0.7186619350555306
MIR591	7_95847203	"NA"	-0.47458373269285836	0.33715676501362435	0.1700012811928817	1.5685085494127051
MIR600HG	9_125869560	DOWN	-0.7666614207866198	0.012482107285164658	9.463946378262511	6.323994672784915
MIR615	12_54418775	"NA"	-0.2893535767400346	0.15293387169551864	0.05855417243583024	2.7090201256295328
MIR644A	20_33052505	"NA"	0.0627840326278426	0.8542301607510212	0.7139024757892835	0.22730325801974646
MIR661	8_144996506	DOWN	0.3056460742932705	0.6012030360600249	0.18680120684063822	0.7340758000414647
MIR661	8_144996506	DOWN	0.3056460742932705	0.6012030360600249	0.18680120684063822	0.7340758000414647
MIR7	15_89154319	"NA"	0	1	0	-0
MIR769	19_46522002	"NA"	-0.2695315823713482	0.4547859363803385	0.08272405826765251	1.1367404532958378
MIR9	1_156380226	"NA"	0	1	0	-0
MIR9	15_89907341	"NA"	0	1	0	-0
MIR933	2_176031379	"NA"	-0.22057146688396	0.6127760861100487	0.2320124664510409	0.7065680984137072
MIR942	1_117637164	"NA"	0.6604287945970593	0.1600254747779903	0.17417119138665313	2.6436265059598503
MIR96	7_129408155	DOWN	-0.17275606317801717	0.3423606268521918	0.05589049628612557	1.5464113005995261
MIR99B	19_52188083	"NA"	-0.04590346845611393	0.8324909128955579	0.05978812843124678	0.26449357044167937
MIRLET7E	19_52188083	"NA"	-0.014067445096596742	0.8754755725592371	0.052500885897730186	0.19186116961436145
MIS12	17_5384556	"NA"	-6.077626180198692e-4	0.9969002000997221	10.50156544149998	0.004479011555714182
MKNK1	1_47081193	"NA"	0.20467826063880157	0.25093991253518244	28.571768628113013	1.9945861421271482
MKNK2	19_2034786	DOWN	-0.20271729141846428	0.2955611035210433	36.996912141445016	1.758471674691574
MLLT10	10_21818074	"NA"	-0.12341565978728575	0.45402284020096784	35.58006364578602	1.1391632189222227
MLLT6	17_36859129	"NA"	-0.22953513563700945	0.34673326579665154	52.63827512593847	1.5281018386824192
MLST8	16_2256472	DOWN	-0.11329329599505034	0.6037719441236441	11.582903527753087	0.7279243751575306
MLST8	16_2256472	DOWN	-0.11329329599505034	0.6037719441236441	11.582903527753087	0.7279243751575306
MLST8	16_2256472	DOWN	-0.11329329599505034	0.6037719441236441	11.582903527753087	0.7279243751575306
MLST8	16_2256472	DOWN	-0.11329329599505034	0.6037719441236441	11.582903527753087	0.7279243751575306
MLST8	16_2256472	DOWN	-0.11329329599505034	0.6037719441236441	11.582903527753087	0.7279243751575306
MLST8	16_2256472	DOWN	-0.11329329599505034	0.6037719441236441	11.582903527753087	0.7279243751575306
MLX	17_40708905	"NA"	0.10235686937243571	0.45090920967476233	17.835258904132573	1.1490911180314272
MMACHC	1_45957468	"NA"	-0.06250583483597794	0.7552628915035211	6.576906023351161	0.4049491905128015
MMP11	22_24105827	"NA"	-0.45841464895263084	0.33398765798528296	0.9322278746905391	1.5821333038419734
MMP11	22_24121031	"NA"	-0.45841464895263084	0.33398765798528296	0.9322278746905391	1.5821333038419734
MMP15	16_58058863	"NA"	0.44435333016291567	0.5883339928419404	2.1130844207192605	0.7652926999964905
MMP23B	1_1562478	DOWN	-0.06738039069901669	0.9055879857896371	0.16550252398163545	0.1430732764665573
MMP9	20_44635364	DOWN	-2.1208907261679695	0.059233704982465225	1.2510273390229636	4.077437862334035
MNX1	7_156797190	"NA"	-0.7085721236656863	0.27003591516750464	0.13400219840023803	1.8887767943216702
MNX1-AS1	7_156797190	"NA"	0.11698006454270882	0.7740167748046223	0.07064893798229119	0.36956326150838426
MNX1-AS2	7_156797190	"NA"	-0.736273935929999	0.04384456050620167	0.06312791136543947	4.511458321278087
MOB3C	1_47081193	"NA"	0.020011579914459787	0.9112943880720359	11.148849135578532	0.1340109117668473
MOG	6_29624580	"NA"	-0.6025631457137197	0.5304424801471845	0.169982245968565	0.9147317774994693
MPDU1	17_7486966	"NA"	0.1778877000826844	0.3038136775031772	17.949527221135725	1.7187412743501074
MPDU1	17_7477838	"NA"	0.1778877000826844	0.3038136775031772	17.949527221135725	1.7187412743501074
MPHOSPH8	13_20207048	"NA"	-0.036367548907866976	0.7786013335088791	29.125821186382296	0.3610432792992643
MPLKIP	7_40172633	"NA"	-0.007922662908326217	0.9648936552924987	9.535556517759082	0.05155814881389825
MPV17	2_27515980	DOWN	-0.10780675122952044	0.3712061887675888	23.188433595603097	1.429707331539655
MPV17	2_27515980	DOWN	-0.10780675122952044	0.3712061887675888	23.188433595603097	1.429707331539655
MPV17	2_27515980	DOWN	-0.10780675122952044	0.3712061887675888	23.188433595603097	1.429707331539655
MPV17	2_27515980	DOWN	-0.10780675122952044	0.3712061887675888	23.188433595603097	1.429707331539655
MPZL1	1_167690219	"NA"	0.463959312539064	0.18874545125243375	18.414473773361216	2.405486218845051
MRM1	17_34953799	"NA"	-0.06967519556585655	0.76918075196792	5.173901562846434	0.37860543385785295
MRPL10	17_45906204	"NA"	-0.1720809979076945	0.20227222405943998	13.28473254344858	2.3056298716937174
MRPL16	11_59576710	"NA"	-0.3452645001728776	0.07749298959816453	14.4313834478986	3.6897903868642947
MRPL22	5_154320308	"NA"	-0.003983569127250952	0.9814984527782669	6.928955525683223	0.026942101440318354
MRPL2P1	12_90145581	"NA"	0.10754433735796898	0.8167150236349705	0.10499474908232515	0.29209532827741536
MRPL3	3_131221115	"NA"	0.0017160925133454796	0.9919448072623107	22.229369532773216	0.011668244944724905
MRPL32	7_42966660	"NA"	0.051028295272430135	0.7489655793932783	9.559794056582966	0.41702867737782706
MRPL32P1	X_48439198	"NA"	-0.4098303703447188	0.28231254606213413	0.07702236522389372	1.8246348508343313
MRPL35	2_86421583	"NA"	0.06462514724674762	0.6825417523063368	9.798779856088542	0.5510107939055788
MRPL4	19_10360796	"NA"	-0.07265232326203463	0.7518575361766465	13.725166931838292	0.41146877250914365
MRPL41	9_140439831	"NA"	0.04893514241318275	0.8697425987906177	5.696448375546611	0.20133959782690972
MRPL47	3_179314384	"NA"	0.07084151604322209	0.6563675484829288	8.467517927319475	0.6074241826659716
MRPL49	11_64886199	"NA"	0.012714210619734878	0.9344813083385121	12.043272888639992	0.0977622876713708
MRPL50	9_104160775	"NA"	0.1989259888076953	0.33486232158581286	7.4622632953358	1.5783600404890903
MRPL51	12_6602233	"NA"	-0.07119981183117474	0.6729819099662525	10.729955265209403	0.5713603697735259
MRPL55	1_228295802	"NA"	0.014948403874487148	0.9512830161097043	5.470933552450312	0.07205347389152397
MRPS12	19_39414548	"NA"	0.026170854962559442	0.9111954431465756	5.893391889512688	0.13416756268580188
MRPS17	7_56013407	"NA"	0.11825535999435077	0.5210953004992797	3.5937440105277942	0.9403808510120787
MRPS18A	6_43654731	"NA"	0.037929399274224895	0.8112792240110045	4.87411686442203	0.30172955188175415
MRPS33	7_140714818	"NA"	0.14852415176294054	0.5018512226350811	6.744099972095033	0.9946683645345288
MRPS36	5_68512641	"NA"	-0.13068708246926386	0.5267442424500999	6.160298301730028	0.9248254550599393
MSH5	6_31706940	"NA"	-0.15135906482974715	0.46155497725749606	14.990639641226652	1.1154255928607117
MSH5	6_31720598	"NA"	-0.15135906482974715	0.46155497725749606	14.990639641226652	1.1154255928607117
MSH5-SAPCD1	6_31720598	"NA"	-0.1219147283899753	0.5651219489247441	2.4900610268837866	0.8233658713862806
MSH5-SAPCD1	6_31706940	"NA"	-0.1219147283899753	0.5651219489247441	2.4900610268837866	0.8233658713862806
MSH5-SAPCD1	6_31729710	"NA"	-0.1219147283899753	0.5651219489247441	2.4900610268837866	0.8233658713862806
MSL1	17_38281234	"NA"	-0.021536632385815935	0.8665427552494483	37.60306716410068	0.2066571611226783
MSL1	17_38268855	"NA"	-0.021536632385815935	0.8665427552494483	37.60306716410068	0.2066571611226783
MSL2	3_135913712	"NA"	-0.08022372908787112	0.5870785336873806	30.409131087989874	0.7683745888554607
MSMB	10_51543418	"NA"	0.17245416712626227	0.7938113824406529	0.11340350414984143	0.33313184563483994
MSMO1	4_166247377	"NA"	0.0989280404419084	0.6529905309344632	6.499875385585582	0.6148660235948916
MSRB3	12_65659847	DOWN	0.035488094067127385	0.9245491023846508	30.81970074057485	0.11317815234208341
MT1A	16_56671057	"NA"	0.2657910791273439	0.6434404020992475	0.10170601233750133	0.6361215681627708
MT1B	16_56684975	"NA"	-0.014067445096596742	0.8754755725592371	0.052500885897730186	0.19186116961436145
MT1CP	16_56676867	DOWN	0.3613711522299141	0.01663587112243069	0.05443245940584634	5.909558776147541
MT1DP	16_56676867	DOWN	-0.4920014281185541	0.06680490184201178	0.06582149509230101	3.90390222474449
MT1F	16_56688943	"NA"	1.1346731128749579	0.046961592487340484	1.1778629880540468	4.412374858102011
MT1X	16_56715402	"NA"	0.8684436264379926	0.03619650967740113	1.7179817109160451	4.788005600584324
MT3	16_56610741	"NA"	-0.10185326214387214	0.8314402248572644	0.0859991991080462	0.26631554803371066
MT4	16_56594686	"NA"	-0.05632913231407066	0.6787859041691018	0.05443245940584634	0.5589714890469799
MTDH	8_98655627	"NA"	0.09795140804468616	0.5421668320797032	59.008243425512134	0.8831912381812794
MTERFD1	8_97267286	"NA"	0	1	0	-0
