gene_names	ID	CpG_logFC	Gene_logFC	Gene_P.value	AveExpr	Gene_log2_P.value
FCN3	1_27680897	DOWN	-0.3754861204282536	0.5213369031469921	0.16392195679769098	0.9397121093006421
FCN3	1_27680897	DOWN	-0.3754861204282536	0.5213369031469921	0.16392195679769098	0.9397121093006421
FCN3	1_27680897	DOWN	-0.3754861204282536	0.5213369031469921	0.16392195679769098	0.9397121093006421
FCN3	1_27680897	DOWN	-0.3754861204282536	0.5213369031469921	0.16392195679769098	0.9397121093006421
FCN3	1_27680897	DOWN	-0.3754861204282536	0.5213369031469921	0.16392195679769098	0.9397121093006421
FEM1C	5_114879660	"NA"	0.09219811612125728	0.6534498396990032	14.311024699354139	0.6138515991802221
FER	5_108074608	"NA"	0.19436977097335362	0.545278903932071	11.88601331790498	0.8749337541767799
FERMT3	11_63973064	"NA"	0.1459292755411008	0.5144841192936216	49.54648153455185	0.9588015490993804
FES	15_91431750	"NA"	0.08660016185098396	0.6974271775979686	43.962359435548066	0.519885510208008
FEV	2_219840370	DOWN	0.7013777482393193	0.2907236444804863	0.12663046908054323	1.7822796846187388
FFAR2	19_35939222	"NA"	-0.09201991862090964	0.8934236686226313	1.2848232980194791	0.16258361979378214
FGD6	12_95610384	"NA"	-0.012599014934863817	0.9826480525401714	5.711677464187376	0.025253304743736972
FGF11	17_7337174	"NA"	-0.40989836673496083	0.2290341544120322	0.9558807753347934	2.1263653405533915
FGF2	4_123746846	DOWN	-0.2716150835730855	0.5633398002010482	0.6159265438389336	0.8279226926792022
FGF23	12_4483387	DOWN	0.37436864687042126	0.5334637379965599	0.11197923141619338	0.9065378871751362
FGF23	12_4483387	DOWN	0.37436864687042126	0.5334637379965599	0.11197923141619338	0.9065378871751362
FHOD1	16_67259494	"NA"	-0.042482891413567536	0.847991943389709	24.875503615572548	0.23787753680517107
FHOD1	16_67272239	"NA"	-0.042482891413567536	0.847991943389709	24.875503615572548	0.23787753680517107
FIGLA	2_71017214	"NA"	-0.0583121600918064	0.8159039688869427	0.05841466789104583	0.2935287365183903
FILIP1	6_76203269	"NA"	-0.4163299230127929	0.2039072529349324	1.4617115918662338	2.2940150022834187
FILIP1L	3_99831381	DOWN	0.41439457702869564	0.1772057083365361	3.594895537038884	2.496503016636827
FKBP11	12_49318425	"NA"	-0.0623339610685667	0.7122039376488283	15.699910276188463	0.48963768276019565
FKBP14	7_30059822	"NA"	-0.40292246740279536	0.5230053899863076	4.558285482989231	0.9351022802192626
FKBP2	11_63997287	"NA"	0.09361241395058784	0.629225340174092	7.836772846748825	0.6683513227234752
FKBPL	6_32097279	DOWN	-0.16271921634928388	0.44046101143400385	1.9322345593022283	1.1829137740396019
FKBPL	6_32097279	DOWN	-0.16271921634928388	0.44046101143400385	1.9322345593022283	1.1829137740396019
FKBPL	6_32097279	DOWN	-0.16271921634928388	0.44046101143400385	1.9322345593022283	1.1829137740396019
FKBPL	6_32097279	DOWN	-0.16271921634928388	0.44046101143400385	1.9322345593022283	1.1829137740396019
FKBPL	6_32097279	DOWN	-0.16271921634928388	0.44046101143400385	1.9322345593022283	1.1829137740396019
FKBPL	6_32097279	DOWN	-0.16271921634928388	0.44046101143400385	1.9322345593022283	1.1829137740396019
FKBPL	6_32097279	DOWN	-0.16271921634928388	0.44046101143400385	1.9322345593022283	1.1829137740396019
FLJ20373	2_102507522	"NA"	0	1	0	-0
FLJ27365	22_46440513	DOWN	0	1	0	-0
FLJ27365	22_46440513	DOWN	0	1	0	-0
FLOT1	6_30709383	"NA"	0.4248023825173055	0.12498882314375578	19.98109492130466	3.0001290041281385
FMNL3	12_50101821	"NA"	0.15905420518703117	0.6715890515125325	15.706130164469647	0.5743493837567382
FMNL3	12_50098050	"NA"	0.15905420518703117	0.6715890515125325	15.706130164469647	0.5743493837567382
FN3K	17_80691453	DOWN	-0.10977663812178085	0.8330747647343149	2.9414137497021304	0.2634821180586203
FNIP2	4_159685698	"NA"	0.40023927348874366	0.2570061682946904	12.615658471105906	1.9601251095484828
FOLR1	11_71894838	"NA"	0.7264389043753474	0.27607917493073164	0.16506652057512422	1.8568460275237553
FOSL2	2_28614158	"NA"	0.219126032836364	0.4821631589340163	64.37631720028766	1.05240667300893
FOXA2	20_22557984	DOWN	0.18466227405604752	0.7938624533971546	0.08963835867206156	0.33303903083366265
FOXC1	6_1607572	DOWN	1.2981948665904637	0.17471936368408633	1.84563458843314	2.516888587703571
FOXD2	1_47901530	"NA"	-0.28821310977702713	0.5419341826921049	1.4541031768013266	0.8838104463885091
FOXD2-AS1	1_47889342	"NA"	-0.43722534590216267	0.3924193701100285	2.4099425787241175	1.3495318390795195
FOXD3	1_63769568	"NA"	-0.009381201411167162	0.981204544212411	0.07042367360058618	0.027374179481932
FOXE3	1_47871330	"NA"	0.06752840671695193	0.9100166427326671	0.1319714437853739	0.1360351647756671
FOXF1	16_86542832	"NA"	0.005395246616764382	0.9934010044576851	0.10891839017551964	0.009551889359051989
FOXN2	2_48539228	"NA"	0.16972404099632055	0.43926049714620496	28.04995543676449	1.1868513317047769
FOXN3	14_89882303	"NA"	-0.014074936688706963	0.9325349159654357	38.42271397333092	0.10077035113113761
FOXN3-AS1	14_89882303	"NA"	0.078073797701161185	0.6913649306920694	1.7842896769748156	0.532480669765224
FOXO1	13_41236517	"NA"	-0.47309297300417263	0.3933250297753347	10.189204961009997	1.346206097816403
FOXO4	X_70301934	"NA"	-0.10362555571738241	0.5580739530320822	8.688928563495532	0.8414717817877004
FOXP1	3_71631753	"NA"	-0.10459678834453534	0.5230554176370737	48.63895391597073	0.9349642870104613
FOXRED1	11_126132611	"NA"	-0.04042957695127125	0.7986241959933796	11.237272543261817	0.3244113127851019
FPR3	19_52293146	"NA"	-0.18907778617413967	0.7826018648864173	0.962415965663458	0.3536495468015042
FRS3	6_41752785	"NA"	0.16781658212840656	0.5122555907851546	4.971940715173808	0.9650642699134041
FRS3	6_41746526	"NA"	0.16781658212840656	0.5122555907851546	4.971940715173808	0.9650642699134041
FRZB	2_183728792	"NA"	-0.633152007429761	0.5413331069818063	0.33284464130550334	0.8854114714424522
FSIP1	15_40070212	"NA"	-0.20621591626629066	0.47217238116325233	0.7661987947640091	1.082614438590044
FTLP1	20_44596299	"NA"	-0.294134080557229	0.4814832524853	0.116599387680226	1.0544424774554042
FTO	16_53735580	"NA"	0.23607552243922836	0.37295034947486794	18.93417057243049	1.4229445162412422
FTX	X_73512504	"NA"	-0.27030962067613107	0.2864309526238863	16.637362652653852	1.8037406917261627
FUT7	9_139924201	"NA"	0.74654316013146	0.15076237704688228	4.537301781002247	2.7296516478454596
FXR2	17_7516998	"NA"	-0.053935900779762846	0.7309793417138974	12.759438043222138	0.4520974602938507
FXYD2	11_117696255	"NA"	-0.10416028014449408	0.8512468355925558	0.46407367906082725	0.23235056479749944
FYN	6_112186303	"NA"	0.2650228086590882	0.43817490950134286	18.85415682750617	1.190421218898657
G3BP1	5_151138424	"NA"	0.016434236382210976	0.9207852501924385	53.49386458935213	0.11906337137014812
G6PD	X_153755322	"NA"	0.2017133062866252	0.43212788928050205	27.545523293416956	1.2104697502632304
G6PD	X_153771682	"NA"	0.2017133062866252	0.43212788928050205	27.545523293416956	1.2104697502632304
GAB1	4_144253937	"NA"	-0.26805039979729717	0.31006295439581144	17.016596763559054	1.6893669285050157
GAB3	X_153967467	"NA"	0.02680926667287853	0.9025890309962203	29.339918830760816	0.14785884904637353
GABARAP	17_7133292	"NA"	0.31125425010767405	0.1945616623308961	10.161833494242412	2.361700634583405
GABBR1	6_29592572	DOWN	0.7293416223139673	0.2945732690167248	10.829399690171776	1.7633015756022856
GABBR1	6_29592572	DOWN	0.7293416223139673	0.2945732690167248	10.829399690171776	1.7633015756022856
GABBR1	6_29592572	DOWN	0.7293416223139673	0.2945732690167248	10.829399690171776	1.7633015756022856
GABBR1	6_29592572	DOWN	0.7293416223139673	0.2945732690167248	10.829399690171776	1.7633015756022856
GABBR1	6_29592572	DOWN	0.7293416223139673	0.2945732690167248	10.829399690171776	1.7633015756022856
GABBR1	6_29592572	DOWN	0.7293416223139673	0.2945732690167248	10.829399690171776	1.7633015756022856
GABBR1	6_29592572	DOWN	0.7293416223139673	0.2945732690167248	10.829399690171776	1.7633015756022856
GABRA1	5_161273111	DOWN	-0.3097671993970694	0.2721507544143698	0.06498953123604084	1.877522059602009
GAD1	2_171664227	"NA"	-0.6732359652976926	0.416403914924791	0.9414607111231906	1.2639444623306504
GALC	14_88458507	"NA"	0.06999909516188207	0.8279752094606546	14.857806297725533	0.27234052248111307
GALNT10	5_153561099	"NA"	0.2860631670149667	0.1163515887083191	23.34627719320117	3.1034371849093327
GALNT4	12_89917112	"NA"	0.2726313497535414	0.33040691341127737	1.11258592252639	1.5976842209634856
GAMT	19_1397247	"NA"	-0.6361369818738165	0.1019109494560667	6.274147768633808	3.294619029867186
GAPDH	12_6641136	"NA"	0.07213187711220215	0.7209616217432848	277.9616998586479	0.47200563097507003
GARS	7_30632312	DOWN	0	1	0	-0
GATA2	3_128208841	DOWN	-0.6613372651133691	0.3197372295270165	20.1900946604045	1.645041356627888
GATA3	10_8081682	"NA"	-0.36769952068074785	0.5437116237652462	2.4408194612982896	0.8790864236959468
GATA3-AS1	10_8081682	"NA"	0.5318902892737372	0.2831225887840267	0.08486731663908305	1.8205012364009492
GBA2	9_35731768	"NA"	0.08318086878966202	0.6157788289223679	24.55842087355952	0.6995158279167144
GBAS	7_56013407	"NA"	0	1	0	-0
GBE1	3_81805809	"NA"	-0.13453784639413868	0.5179143873171828	14.092550315757407	0.949214458753323
GBF1	10_103997528	DOWN	0.07220990411823891	0.5226713342360166	38.56001627680428	0.936024057628201
GBX2	2_237072120	"NA"	-0.37000067224308797	0.14557747650599154	0.06364822446139841	2.7801409333530107
GCC2	2_109061063	"NA"	-0.006503444171450212	0.9722803767479151	27.582026664118857	0.04055569071106674
GCK	7_44236454	"NA"	-0.07330011208235554	0.8805836382616413	0.11269101427788802	0.18346805644731204
GCM2	6_10879441	DOWN	-0.32547356990925236	0.6195700191231377	0.3459130670765624	0.6906607608129192
GDF10	10_48435607	"NA"	-0.7624936162844307	0.3912718833792961	0.2674726288280057	1.353756652337554
GDF11	12_56116659	DOWN	-0.23411290202729074	0.54510255080989	15.906817026691098	0.8754004234803118
GDF2	10_48416246	"NA"	-0.6823215683120525	0.04281248149208198	0.07499850787818202	4.5458247304939015
GDNF	5_37833945	DOWN	0.11930343932921694	0.8509368460298491	0.10832768281663042	0.23287603148434025
GDNF-AS1	5_37833945	DOWN	0.20108110441080118	0.6901123319307972	0.07557670133169285	0.5350968815049733
GDPD2	X_69641136	DOWN	-0.8038769714565386	0.16600161370904098	0.35343725299794043	2.590730828744589
GEMIN5	5_154313363	"NA"	-0.046704637545852634	0.8121055946390202	14.00376749878875	0.3002607677755411
GFM1	3_158359954	"NA"	0.018986791668204717	0.8957908522569651	18.453251137726983	0.15876616130247817
GGN	19_38877104	DOWN	-0.27818355122106164	0.3519278793222592	1.1150496463367927	1.5066482876290552
GGPS1	1_235488356	"NA"	0.06300484793540484	0.6312664185715382	11.305334505937118	0.6636790886762454
GHITM	10_85897642	"NA"	0.11308490212273181	0.40709805209242556	31.689416587878068	1.2965517764880956
GHRL	3_10329158	"NA"	-0.3782826343307746	0.23828027495414209	5.535608812192528	2.0692685659511416
GHRLOS	3_10329158	"NA"	-0.26088009396271294	0.21093308705394936	4.84031416786813	2.2451426802459173
GHRLOS	3_10324247	"NA"	-0.26088009396271294	0.21093308705394936	4.84031416786813	2.2451426802459173
GIMAP5	7_150414325	"NA"	0.01120465759206013	0.9827370326925061	2.635038795592352	0.025122672609034113
GINS3	16_58325021	"NA"	-0.373568684790615	0.10779284835732798	5.228445169232436	3.2136666309126904
GIP	17_47038915	"NA"	-0.031279838291652595	0.9022170956448261	0.06589358573254535	0.14845347168939677
GJA10	6_90603244	"NA"	0.23099200548682042	0.5482077734862638	0.0662010046820657	0.8672053094260253
GJA9	1_39346976	"NA"	0.41580221132656137	0.11059192137649565	0.5042190527107333	3.17668209282061
GJB2	13_20766535	"NA"	-0.466273586758033	0.4936798298434919	0.14269351423700555	1.0183523924439883
GJC2	1_228326248	"NA"	-0.34406579278087873	0.5595326035537729	1.024548570877049	0.8377058964561818
GLB1L	2_220107051	"NA"	-0.6246053237582063	0.15356502204713354	3.3140451604876753	2.7030784482664583
GLI1	12_57847046	"NA"	-0.37161283808851375	0.21982908678054197	2.760831074313786	2.185545805152897
GLOD5	X_48620022	"NA"	-1.3359758338198346	0.09051008765518737	0.8236652239970135	3.4657775953792185
GLTPD2	17_4688592	"NA"	0.005502713392419478	0.9902453614788476	0.46124097754859217	0.01414205663389958
GMDS	6_2241964	"NA"	0.16217691171955284	0.3707401206301274	10.82404056031889	1.4315198461934966
GMDS-AS1	6_2241964	"NA"	0	1	0	-0
GMFG	19_39826841	"NA"	-0.10069347485848823	0.4639767229742022	29.247858637404047	1.10787566559495
GMIP	19_19731456	"NA"	0.124101863252708	0.5785734405417537	35.517799570246844	0.7894279971265281
GMPPA	2_220336207	"NA"	0.2117217370841793	0.17594878518038506	12.997549132614823	2.5067725416993833
GNAI1	7_79761339	"NA"	-0.17973692142279152	0.844330799121888	7.1151914369855405	0.24411975383233503
GNB1	1_1820953	"NA"	-0.04564106559258185	0.6658081867172606	79.23772292943639	0.5868214850523528
GNB1	1_1709350	DOWN	-0.04564106559258185	0.6658081867172606	79.23772292943639	0.5868214850523528
GNB1	1_1709350	DOWN	-0.04564106559258185	0.6658081867172606	79.23772292943639	0.5868214850523528
GNB1	1_1709350	DOWN	-0.04564106559258185	0.6658081867172606	79.23772292943639	0.5868214850523528
GNB1	1_1709350	DOWN	-0.04564106559258185	0.6658081867172606	79.23772292943639	0.5868214850523528
GNB2L1	5_180674203	"NA"	0	1	0	-0
GNB2L1	5_180666405	"NA"	0	1	0	-0
GNB4	3_179154374	"NA"	0.05402637941807775	0.7430279311756425	24.942732312650794	0.42851165073023495
GNG12	1_68296855	DOWN	-0.7161028272960515	0.4291143861185538	0.4009552811210888	1.2205658264415022
GNG12-AS1	1_68296855	DOWN	-0.21699723123511827	0.7168075650913712	0.11316444710233858	0.48034223140058996
GNL3L	X_54555376	"NA"	0.050967525628595745	0.6343568838751281	19.033285945379735	0.6566333779649789
GNPDA2	4_44726622	"NA"	-0.2082844070982981	0.2854600332652695	9.416966594419884	1.8086393242422563
GNRHR2	1_145513771	"NA"	-0.11026710062929043	0.6336414420726664	0.9250263267781688	0.6582613997515473
GOLT1A	1_204176179	"NA"	0.7134011268793308	0.23704766254861656	0.1307621193860615	2.0767509277085017
GORASP1	3_39148081	"NA"	-0.1112836784782214	0.48206399097134955	17.488207282021197	1.052703427001955
GOT1	10_101189732	"NA"	0.06433674217027718	0.7575137942843424	7.1333805520711575	0.40065593466558275
GP1BA	17_4830896	"NA"	0.15743042309005073	0.6362597853044047	6.085013095375505	0.6523121557201208
GP6	19_55539624	"NA"	-0.23027963126877848	0.6488971500616216	3.672184852069077	0.6239382651292122
GPANK1	6_31629077	"NA"	-0.0341725645809543	0.7913634015921771	8.228598177695742	0.3375877487609637
GPATCH1	19_33568597	"NA"	-0.19034155675182873	0.10757721548501004	9.011958953827172	3.2165555428993096
GPATCH2	1_217804009	"NA"	0.036363107023914765	0.8020388478381288	8.847085561437883	0.31825597762602714
GPATCH3	1_27222428	"NA"	-0.1381000025070538	0.2796593078076885	6.548538289806395	1.8382577470257817
GPC3	X_133116756	DOWN	0.38637310213771237	0.6700083764796516	0.20715977419765536	0.577748962555592
GPD1	12_50497569	"NA"	0.007380093499304796	0.9787018570973347	0.7595601993981156	0.031058657730355512
GPD2	2_157289370	"NA"	0.08407520478841501	0.7084159655000234	21.573632171560735	0.4973313685567715
GPN1	2_27847776	"NA"	-0.06958261208678529	0.549871960673509	14.900400564034632	0.8628323729886067
GPR114	16_57562103	DOWN	0	1	0	-0
GPR137	11_64052673	DOWN	0.03337923917612162	0.8734137455575218	8.217839504091469	0.19526285883259556
GPR137	11_64046688	"NA"	0.03337923917612162	0.8734137455575218	8.217839504091469	0.19526285883259556
GPR143	X_9752452	"NA"	0.10408161578286967	0.8278638948875682	0.47203660473301345	0.2725344942050453
GPR146	7_1082453	"NA"	0.0023467602502753593	0.9957342033186001	1.5577688831629652	0.006167407543384236
GPR155	2_175350781	"NA"	0.021270188758154784	0.9545841740622201	6.148629015485688	0.0670556765689153
GPR21	9_125796262	DOWN	0.15181576018246057	0.7843529828033619	0.13188866691048723	0.35042503756921806
GPR25	1_200841100	DOWN	-0.06282419729147559	0.9230563553276161	0.2823862558897062	0.11550936351716067
GPR32	19_51269603	"NA"	-0.9957016295423666	0.3873319702402742	0.2118496118546418	1.368357509081271
GPR65	14_88469065	"NA"	0.5115517592240497	0.3106521869357691	5.340591973078242	1.68662788425728
GPR84	12_54757256	"NA"	-0.12374223732777012	0.8208667585020452	1.3011743387325077	0.2847800293379246
GPRIN2	10_46988344	DOWN	-0.017154679451645727	0.9639995367703399	0.06847309691111957	0.052895641688654474
GPS2	17_7218343	"NA"	-0.013433105047051974	0.9425835153186201	7.63061163747046	0.08530764435951503
GPX4	19_1086677	"NA"	0.11950073447789133	0.5726631803952094	23.53252056905022	0.8042412470885265
GRAMD3	5_125823234	"NA"	0	1	0	-0
GRAMD4	22_46962359	"NA"	-0.03768593498204975	0.8857182509004494	24.921825312994187	0.17508024788208035
GRIK5	19_42492002	DOWN	-1.248105062983531	0.060219009589071726	14.415895982126232	4.053637209255886
GRIK5	19_42567778	"NA"	-1.248105062983531	0.060219009589071726	14.415895982126232	4.053637209255886
GRIK5	19_42492002	DOWN	-1.248105062983531	0.060219009589071726	14.415895982126232	4.053637209255886
GRIN3B	19_986107	"NA"	-0.11685455340421047	0.7219806085578555	1.743566158996349	0.4699680061310275
GRINA	8_145048291	"NA"	0.4185179070074643	0.09899239417402947	29.95229681377022	3.336538506086877
GRIPAP1	X_48849145	"NA"	0.026720644097642854	0.8246616933433804	30.47564967887538	0.2781257009046227
GS1-24F4.3	8_6783746	"NA"	0	1	0	-0
GS1-393G12.14	8_145626838	"NA"	0	1	0	-0
GSDMA	17_38115317	"NA"	-0.3252892608318474	0.5538450677039013	0.2483468915986599	0.8524456408439912
GSDMB	17_38074576	"NA"	-0.5887639590232014	0.03858685304055338	10.019170155132581	4.6957468004153045
GSE1	16_85643567	"NA"	-0.18294118452760522	0.46626264707312426	58.16501883971666	1.10078523681767
GSG1	12_13255659	"NA"	-0.8175610658876802	0.08318816311276572	0.46277627763147716	3.587477928636768
GSK3B	3_119810049	"NA"	0.09668656530305775	0.4681322395348515	27.54145012924926	1.095011970266002
GSPT2	X_51485897	"NA"	0.16189467196614515	0.7043132012625692	4.362563835867623	0.5057109708175686
GTF2F1	19_6373599	"NA"	-0.15096603228261252	0.2786905771109629	21.686917666591555	1.8432638710071885
GTF2H4	6_30864617	DOWN	-0.1274209887393818	0.4820213759229204	2.6558258492856557	1.0528309686516621
GTF2H4	6_30864617	DOWN	-0.1274209887393818	0.4820213759229204	2.6558258492856557	1.0528309686516621
GTF2IRD1	7_73862732	"NA"	-0.7054046392415116	0.3089366792350817	1.7796819226640348	1.694616926385111
GTF3A	13_27996285	"NA"	-0.05984582815963169	0.7051390116017383	37.12640960027119	0.5040203954202749
GTF3C2	2_27577243	"NA"	-0.03655265974236066	0.6858761155467397	27.587471036942336	0.5439800777115286
GTF3C5	9_135929345	"NA"	-0.11219283651798317	0.6896085505119693	23.848327550798878	0.5361504322574238
GTPBP4	10_1033144	"NA"	0.00663076736709467	0.9651763366225987	19.487510824896006	0.05113554967737823
GTSE1	22_46691129	"NA"	0.16114064697392294	0.6141211580176067	7.791747786936141	0.7034047864779877
GTSF1L	20_42352627	"NA"	-0.34710071955436916	0.4682724926619447	0.11112520532026347	1.0945798013854262
GUK1	1_228326248	"NA"	-0.07990531970473569	0.705272870044221	20.886773773115266	0.5037465507168322
H2AFV	7_44884667	"NA"	0	1	0	-0
HADH	4_108903076	"NA"	-0.2083454471062609	0.2794662650921742	16.085563452651776	1.8392539517887794
HAGH	16_1861041	DOWN	-0.07584332107133385	0.6637333084648718	8.715651992516252	0.5913244193438187
HAND1	5_153854715	"NA"	0.21833603600668017	0.5510216460935535	0.06941214864542604	0.8598191007761767
HAPLN3	15_89426819	"NA"	-0.22055852169872914	0.6721698651721724	2.3440003651609884	0.5731022299284421
HAT1	2_172778510	"NA"	0.009191060540455709	0.9491671152675795	19.182175102122436	0.07526597693264073
HAUS4	14_23424555	"NA"	0.037683436470150156	0.8326124270264799	11.241536262937963	0.2642830035294798
HAUS7	X_152759100	DOWN	2.2962168988982512e-4	0.9987765347546772	2.8764723467402953	0.0017661678850843753
HAUS7	X_152759100	DOWN	2.2962168988982512e-4	0.9987765347546772	2.8764723467402953	0.0017661678850843753
HAVCR2	5_156563348	"NA"	0.2157924353192513	0.6742831984669477	9.164515749104952	0.5685734453014633
HAX1	1_154237905	"NA"	-0.04988733548851698	0.6857354859213938	13.302154863004153	0.5442759131558808
HBM	16_194335	"NA"	-0.8033169757549178	0.3978492961519269	1.5494209293601846	1.3297060482087628
HBZ	16_194335	"NA"	0.5442049877357285	0.41855304520377623	0.09758658393826686	1.2565176209699385
HCCS	X_11124746	"NA"	0.12510491164980309	0.4210239214232515	6.280589972152491	1.2480258892957903
HCFC1	X_153233726	"NA"	-0.0935291591776366	0.5714149693655974	70.62888334675954	0.8073892638167319
HCFC1-AS1	X_153233726	"NA"	-0.18519025105954134	0.612505311889268	0.5527948626794613	0.7072057390936652
HCG14	6_28864061	"NA"	-0.09448130596356075	0.808012670705733	0.5159744952738796	0.3075501783694534
HCG15	6_28953082	"NA"	-0.9224631180716876	0.20349580958040153	0.23361674266893356	2.296929008306496
HCG16	6_28953082	"NA"	0	1	0	-0
HCG21	6_30915623	"NA"	-5.972600974768483e-5	0.9997954427942617	0.05978812843124678	2.951438542270814e-4
HCG4P11	6_29689237	"NA"	0	1	0	-0
HCG4P8	6_29794186	"NA"	-0.39269598902629177	0.3336556249281235	0.0844260531615717	1.5835682691796813
HCN3	1_155246372	"NA"	-0.3375939222527249	0.22577731486235708	4.366475039359789	2.1470275573136304
HCP5	6_31362933	"NA"	0.4010900422898418	0.3704434207891727	10.814074300731471	1.4326748837466035
HCRT	17_40331443	"NA"	-0.6419949465523995	0.18359579442863755	0.12176267181033024	2.4453950831206073
HDAC6	X_48655761	"NA"	-0.21080555093133935	0.24083907926912423	28.976145321843124	2.0538585877840614
HDDC3	15_91475552	"NA"	-0.04033342220628189	0.8079626975278754	3.9872892792453385	0.30763940752147245
HDHD1	X_7064538	"NA"	0	1	0	-0
HEBP1	12_13152284	"NA"	0.1370487184660334	0.5056123669847703	10.580936259485823	0.9838963434581907
HES3	1_6297167	"NA"	0.37289065362012064	0.5284908760552178	0.094322574631338807	0.9200495299653351
HFE2	1_145411681	"NA"	0	1	0	-0
HIF1A	14_62157240	"NA"	-0.051328085267870804	0.8235785369003752	44.82335111103225	0.2800218621863423
HIF1A-AS1	14_62157240	"NA"	-0.9712512329299838	0.0484711414590073	0.15634872961545027	4.366730132484794
HIF3A	19_46801123	DOWN	-1.0857982352397895	0.13861771606534712	0.5004147667464652	2.8508164416959882
HIF3A	19_46799585	DOWN	-1.0857982352397895	0.13861771606534712	0.5004147667464652	2.8508164416959882
HIF3A	19_46801123	DOWN	-1.0857982352397895	0.13861771606534712	0.5004147667464652	2.8508164416959882
HIF3A	19_46801123	DOWN	-1.0857982352397895	0.13861771606534712	0.5004147667464652	2.8508164416959882
HINT2	9_35812777	"NA"	0.11804744087250008	0.6290655771117721	4.152627863241021	0.6687176758073263
HIST1H1A	6_26016682	"NA"	0	1	0	-0
HIST1H1B	6_27834351	"NA"	0	1	0	-0
HIST1H1C	6_26050869	"NA"	0	1	0	-0
HIST1H1E	6_26140695	"NA"	0	1	0	-0
HIST1H1PS1	6_26187322	"NA"	0	1	0	-0
HIST1H1T	6_26107990	"NA"	0	1	0	-0
HIST1H2AB	6_26032305	"NA"	0	1	0	-0
HIST1H2AD	6_26196886	"NA"	0	1	0	-0
HIST1H2AG	6_27099102	"NA"	0	1	0	-0
HIST1H2AH	6_27113447	"NA"	0	1	0	-0
HIST1H2AJ	6_27782229	DOWN	0	1	0	-0
HIST1H2AL	6_27829816	"NA"	0	1	0	-0
HIST1H2AM	6_27858120	"NA"	0	1	0	-0
HIST1H2APS3	6_26223256	"NA"	0	1	0	-0
HIST1H2APS4	6_26271042	"NA"	0	1	0	-0
HIST1H2BD	6_26140695	"NA"	0	1	0	-0
HIST1H2BE	6_26163576	"NA"	0	1	0	-0
HIST1H2BF	6_26199682	"NA"	0	1	0	-0
HIST1H2BI	6_26271042	"NA"	0	1	0	-0
HIST1H2BJ	6_27099102	"NA"	0	1	0	-0
HIST1H2BK	6_27113447	"NA"	0	1	0	-0
HIST1H2BM	6_27782229	DOWN	0	1	0	-0
HIST1H2BO	6_27861035	"NA"	0	1	0	-0
HIST1H2BPS2	6_27829816	"NA"	0	1	0	-0
HIST1H3A	6_26016682	"NA"	0	1	0	-0
HIST1H3B	6_26031513	"NA"	0	1	0	-0
HIST1H3D	6_26196886	"NA"	0	1	0	-0
HIST1H3E	6_26223256	"NA"	0	1	0	-0
HIST1H3F	6_26249843	"NA"	0	1	0	-0
HIST1H3G	6_26271042	"NA"	0	1	0	-0
HIST1H3I	6_27837621	"NA"	0	1	0	-0
HIST1H3J	6_27858120	"NA"	0	1	0	-0
HIST1H4A	6_26016682	"NA"	0	1	0	-0
HIST1H4B	6_26026145	"NA"	0	1	0	-0
HIST1H4C	6_26097561	"NA"	0	1	0	-0
HIST1H4D	6_26187322	"NA"	0	1	0	-0
HIST1H4E	6_26199682	"NA"	0	1	0	-0
HIST1H4F	6_26238741	"NA"	0	1	0	-0
HIST1H4G	6_26244367	"NA"	0	1	0	-0
HIST1H4H	6_26285060	"NA"	0	1	0	-0
HIST1H4I	6_27106418	"NA"	0	1	0	-0
HIST1H4J	6_27790966	"NA"	0	1	0	-0
HIST1H4K	6_27792447	"NA"	0	1	0	-0
HIST1H4L	6_27840382	"NA"	0	1	0	-0
HIST2H2AA3	1_149812977	"NA"	0	1	0	-0
HIST2H2BD	1_149812977	"NA"	0	1	0	-0
HIST3H2A	1_228637113	"NA"	0	1	0	-0
HIST3H2BB	1_228637113	"NA"	0	1	0	-0
HIST3H3	1_228610767	"NA"	0	1	0	-0
HLA-B	6_31318713	"NA"	0.2110410278651571	0.38057077049716315	151.53071516849388	1.3937633343215148
HLA-DMA	6_32935690	"NA"	-0.024729221367081777	0.9552742859689995	33.01927837050077	0.06601306415575775
HLA-DOB	6_32780977	"NA"	-0.012475184478856427	0.9748585196824733	3.163430511164252	0.0367352378334473
HLA-DPA1	6_33046251	"NA"	-0.04556238763721954	0.9396505186207125	45.86807155614442	0.08980381554711997
HLA-DPB1	6_33046251	"NA"	-0.21495831958544453	0.6991319397235104	38.2726584962739	0.516363349125813
HLA-DQA2	6_32708412	"NA"	-0.8984413753924856	0.4134206313193326	2.352516252859428	1.274317708157413
HLA-DQA2	6_32708412	"NA"	-0.8984413753924856	0.4134206313193326	2.352516252859428	1.274317708157413
HLA-DQB2	6_32730340	"NA"	0.11954414502159083	0.899353217770874	2.0391951502416914	0.15304025451544737
HLA-E	6_30455605	"NA"	0.16664418606391607	0.4404274560979503	101.88943514389152	1.1830236860630363
HLA-F	6_29689237	"NA"	0.44644266967951474	0.3062504056207446	12.522104823336013	1.7072163399586056
HLA-G	6_29794186	"NA"	0.2864848177098871	0.42577620909144864	1.9522830534024556	1.2318327556765205
HLF	17_53341850	"NA"	0.38727124725272866	0.6864878528493084	0.7567358863345963	0.5426939022485754
