"logFC","AveExpr","P.Value","hgnc_symbol"
2.44933500822939,2.24540484773312,0.00386538770015033,"NLRP2"
2.25577682443342,-4.56379295838555,0.0497161029258214,"ROS1"
2.12442600639335,3.47205899131465,0.000198849252927667,"LTK"
-1.81343615288474,-4.34360736849249,0.000113286664071345,"CTNNA2"
-2.01360503430171,3.14581011346125,0.0443025461346571,"RHOBTB1"
-1.5132016174033,-1.72960782695954,0.0466989326491509,"CHRNA3"
1.54109612089412,0.911719919130143,0.0248558627886469,"EFR3B"
1.95492197139911,1.31385595456007,0.0339365791333893,"PRODH"
-2.44620248956441,-1.88514607307104,0.0144883741994367,"TIMP3"
-2.08965623808477,-2.5273393189943,0.033412072643346,"PLS3"
-1.81880842034142,-3.71636796675983,3.8823162855029e-05,"POU6F2"
-2.17745399254416,0.734977093858392,0.0401458147850926,"TBC1D12"
-1.80686993904037,-3.81911652859104,0.00442809475114999,"GABRA4"
-1.77244627104162,-3.05491608235251,0.0467019241940708,"CPE"
-2.64422279687877,-0.32804740718269,0.0331648452853646,"SASH1"
2.47703264614211,-4.62113179647169,0.00408832665241554,"SLC17A2"
-1.86802721494854,-2.21202849595123,0.0156325442790899,"UPK1B"
2.46671196684881,-1.01429342406123,0.0117729202401477,"POMC"
-1.75248627593548,-1.18571351876544,0.045855669275979,"OTOF"
-3.31450773048576,-1.47442267832434,0.00899278932153726,"PARD3B"
-1.69317757544424,0.00475727801066319,0.0476503638154762,"ABCG2"
-1.58659827481189,-2.26478349030281,0.045663232656481,"PCDH17"
2.21430840535512,-3.10910195361979,0.0369790932389549,"HOXB8"
2.19800819925197,4.37416732560866,0.0474359820795466,"HOXB3"
1.52012583170204,-1.17446198549552,0.0250078630938625,"SOHLH2"
1.85478602725525,-1.7531831946667,0.0395050776999194,"GJA3"
-2.96311409894403,1.37789530382375,0.0234835839135536,"PRXL2A"
1.90927592245845,3.56596521348166,0.02031409749304,"AIF1L"
2.53788742730533,-1.41210540038694,0.0160799366129154,"KRT17"
-1.83587371615755,4.16608961100776,0.02786522744119,"SNRPN"
-1.55926177147751,-2.22292042456976,0.00667299442794469,"FOXJ1"
1.52309873622931,4.94864463859935,0.0339555982830654,"PLPPR3"
-2.41079135403312,-3.30700845435498,0.0156089049939424,"FAM155B"
-1.61527706142628,-1.11202805112845,0.0331536473946332,"GADD45G"
-2.47070732757598,-2.59483631447393,0.00177854967473,"OLFM1"
-1.54325842124434,0.379034167677761,0.0390519153514316,"AKAP12"
-1.97070618091633,-3.69215214079176,0.00038009203499846,"KANK4"
2.90505267659752,3.71141213821219,0.000480947215817074,"CCNA1"
-2.30898539048606,3.97075361779691,0.0489803479785439,"ARHGAP32"
-1.55496551061245,-3.76270026237465,0.00805077849873522,"SLC26A10"
-1.9592883930223,0.455213273439124,0.0111684736529666,"DAB2IP"
-1.52205226028466,-3.08371878549739,0.0464574443479728,"GIPC2"
-1.70254995655481,-1.79960793034164,0.0183860288514535,"DUOX2"
4.6980164071022,-2.67199382123515,1.00430148434929e-07,"ADAMTS18"
-1.83743198524176,0.0477591103644083,0.0440216692879416,"FKBP10"
-1.57489092261664,0.0468062004394894,0.019961757296145,"TUFT1"
-1.82545636168924,-1.03592621152787,0.0361568874777644,"ETNK2"
1.77230268740718,-2.52144305521923,0.0370839810477896,"ZNF385B"
-2.03450496480411,1.75227614080734,0.00643247258411222,"SPAG16"
-1.87322868034767,-3.32808494038021,0.00026494708478512,"ALDH1L1"
1.73543777857212,2.78298148771467,0.0365796575209494,"ANO7"
1.61199966211553,-1.87969811172829,0.0225537124033404,"ZAN"
-1.54149151505895,1.4033743128817,0.0489848434039424,"LANCL3"
3.21112106526015,-0.603317340929298,0.000145788839218173,"GSDMC"
-1.54619301441127,3.96889801153004,0.0303863785953189,"SERPINH1"
-1.63131766063502,1.34279914193078,0.046092415236323,"CNKSR2"
-2.25445870495124,-4.17679129044327,0.00267274395835938,"PCDH15"
3.06293094886275,-0.225256960299911,0.00203756737213148,"BEND6"
1.53343772819117,-3.27848012456201,0.0259306750861448,"CCDC74B"
-2.51765334951122,-3.23298419000977,0.000929462682751685,"ZSCAN1"
1.63814073941515,6.50261179326741,0.0125872637440718,"CD96"
-2.09274863117291,-3.16484870524941,0.0310121681200798,"ANKFN1"
-1.65377979173279,-0.304004882939756,0.0359450944218779,"GNA14"
1.86183282943449,-2.77056326658579,0.0206708832871324,"GLYATL2"
-2.56612537808643,-2.22058614861208,0.0206975173567453,"NRG1"
-2.76091266900206,-0.959620675244484,0.0056634059173545,"LYPD5"
1.81875366451806,0.380933695069034,0.00327538458985322,"CILP2"
1.63505796180164,-0.682985042397785,0.0208685976393099,"USP41"
-2.17260013738203,5.0354055672555,0.00800245212073788,"WDFY3"
1.57761263377885,-1.96609688077434,0.00168388840155928,"ZDHHC19"
-3.24330703705796,2.29546410996863,0.0302735487696278,"HPGD"
1.54566451611027,1.37234887089277,0.0161975573063602,"ITGA2"
-1.86235774578545,-3.16123674935777,0.00604752143921958,"ENPP6"
2.62126900599263,-1.29790299766256,0.0093179989326841,"DEFA4"
1.94190593858294,0.499220921641452,0.0133539251828219,"CPA6"
-1.70605949416208,3.78868791090945,0.0311466232738428,"SPINT1"
-1.60064673700091,-1.58519800230695,0.0346418960287741,"CCDC68"
-2.01503832723778,2.46523288159406,0.0318517486189498,"LRATD2"
-1.50937530655301,3.45739245771988,0.0330348645072162,"TSPAN5"
-1.50883961942393,-1.3996841141869,0.0373475550551019,"ATOH8"
1.89955440745542,4.17757234295703,0.0120153981600694,"RNASE3"
-1.60296864009142,-3.96923217642861,0.00212414349106591,"OR2A20P"
-1.74797462618722,1.18217560070131,0.0357344781599379,"ZNF415"
-1.65578791818043,-2.78855239894617,0.0226061937733782,"FAM241B"
-1.62955296562882,3.90932136162064,0.0357727092996898,"MLLT3"
2.22077633149591,7.17894836054405,0.00542780778599138,"AZU1"
2.24766400839909,-0.572035440208125,0.0145131331668156,"GXYLT2"
2.13490614936828,-0.835440663180389,0.00214018281514235,"SLCO2A1"
-2.251716901551,2.65375095862713,0.03428564756912,"ZNF135"
1.89981283180186,-4.62747869596224,0.00958288167614249,"PFN1P10"
1.51009783979684,-2.08270382939362,0.016267811116346,"OR10AC1"
2.05289583911369,-4.07011122238736,0.0139258712593641,"FOXL1"
2.20175278412484,-2.21573568391613,0.023898538055407,"IRX5"
-1.82441690550819,0.388331564298125,0.0253574037060036,"SIX5"
-1.58690497380559,2.4091860211474,0.0475932649555399,"ZNF354C"
-1.74239141944645,0.0297487392506848,0.0141770860851303,"MLF1"
-1.65609037929444,-1.5137834662182,0.0449249423581245,"MSC"
-1.54948506810885,-2.76769634161559,0.0135512491482196,"CYP8B1"
-1.79188893672313,-1.90118340118075,0.0170033897204509,"C3orf22"
-2.00669696718971,-2.50580736264971,0.0175394035021516,"WDFY3-AS2"
-1.7855296096794,-4.06220978460699,0.00611683523141806,"BHLHE22"
-1.99582735736693,-3.13317678322132,0.0377036086125535,"FER1L6-AS1"
-2.42084800956002,-1.22917227478569,0.0344767431222003,"B4GALNT4"
-1.95782683435591,-3.38879243824569,0.0165218854251572,"HS3ST4"
-2.0965340464774,-1.66013201190991,0.0307687337541096,"RGS6"
1.5579902610975,-3.76073653643053,0.0162480901850813,"CCDC75P1"
-2.45032458226029,-2.74117769374867,0.007152450316282,"RIPPLY3"
1.92216885583241,2.23207781285636,0.0316497653814668,"WT1-AS"
-4.20817545751803,0.0220018278411546,0.0149769377268718,"GPR173"
-1.92107273324656,-3.87228337894483,0.00797126446501739,"SLITRK6"
2.50050656928942,-2.75026298780029,0.00231708887584374,"LRRC26"
-1.58927271675182,0.493469573771938,0.0408557874112443,"ARMCX2"
-1.55372345862311,-3.49292265266358,0.0211202519086941,"WASIR1"
1.70016747376609,-2.98855040203544,0.0467789875643201,"TMEM212"
-2.30207678254586,-2.420272175872,0.0354298163349361,"PCLO"
1.73297003121875,-3.47515780554728,0.0308948714708745,"KRT17P2"
1.78099036046381,-1.72591506681208,0.0145758214620576,"FAM230G"
1.56279502272737,-0.418901611394377,0.00846117493102679,"SAXO2"
