"","gene_names","ID","CpG_logFC","Gene_logFC","Gene_P.value","Gene_log2_P.value"
"1439","U3.19","7_25295286","NA",0,1,0
"1440","U3.50","3_108737915","NA",0,1,0
"1441","U3.71","19_57641360","NA",0,1,0
"1442","U3.76","2_170672129","NA",0,1,0
"1443","U3.87","4_159621114","NA",0,1,0
"1444","UBAP2L","1_154237905","NA",0.018025552729025,0.866457937288715,0.206798380283124
"1445","UBC","12_125400557","NA",-0.0203258622135341,0.927235538558279,0.108992232685311
"1446","UBE2J2","1_1206874","NA",-0.202674798475978,0.105749373692624,3.24127897596976
"1447","UBE3A","15_25682858","NA",-0.0681109683526326,0.71134419422043,0.491380297152535
"1448","UBR5","8_103420648","NA",0.035680281022028,0.841100035213124,0.249650699016613
"1449","UBR7","14_93673394","NA",-0.153270670020276,0.337915705036435,1.56526469185042
"1450","UBTD1","10_99255245","NA",-0.117929460053349,0.787553546186612,0.344550078445653
"1451","uce","2_172956858","NA",0,1,0
"1452","uce","7_1261811","NA",0,1,0
"1453","uce","16_51666710","UP",0,1,0
"1454","uce","7_26720262","NA",0,1,0
"1455","uce","2_172954154","NA",0,1,0
"1456","uce","7_26720262","NA",0,1,0
"1457","uce","7_1261811","NA",0,1,0
"1458","UFL1","6_96967308","NA",0.101915963829501,0.582093986507464,0.780675981408512
"1459","UFL1-AS1","6_96967308","NA",-0.155605633020958,0.751734887395283,0.411704135212843
"1460","UHRF2","9_6410834","NA",0.167317729979153,0.273667310953598,1.86950497710678
"1461","UNC79","14_93795294","NA",-0.0149673096044101,0.969087286211424,0.0453014790787757
"1462","UNCX","7_1267808","NA",0.856773569981137,0.385858884000123,1.37385477220379
"1463","URAHP","16_90110927","UP",0.237487778885867,0.560735009893573,0.834608946568714
"1464","UROC1","3_126225973","NA",0.481440885787805,0.489108446832145,1.03177371486179
"1465","UROD","1_45476778","NA",-0.193049011780069,0.527373614675225,0.92310270216316
"1466","USP18","22_18628388","UP",-0.510687394657634,0.404909263665763,1.30432944497802
"1467","USP29","19_57626507","NA",-0.789354092657624,0.0378943885808575,4.72187196053238
"1468","USP38","4_144103156","NA",-0.152200944461258,0.398011062681821,1.32911956398176
"1469","USPL1","13_31190013","NA",0.103604370248052,0.53367369858932,0.905970183148492
"1470","UTP6","17_30222226","UP",0.160712048521379,0.296851325290422,1.75218754086567
"1471","VAPB","20_56960145","NA",-0.00336017625708873,0.979690480327964,0.0296020732390493
"1472","VARS2","6_30864617","UP",0.0438180694056891,0.848991082373135,0.236178694800005
"1473","VHL","3_10171356","UP",-0.196545105784581,0.102609027339079,3.2847704329053
"1474","VN1R1","19_57963294","NA",0.29171398217989,0.450366719983206,1.15082787201876
"1475","VPS45","1_150038459","NA",-0.0205390226289941,0.881865232998314,0.181369895499702
"1476","VPS51","11_64870012","NA",0.185650231075687,0.372372381820317,1.42518202007989
"1477","VPS72","1_151155053","UP",-0.0692446175395691,0.63389618531141,0.657681508781459
"1478","VWA7","6_31729710","NA",-0.299742333509181,0.508674115160812,0.975186413069901
"1479","WARS","14_100806104","NA",0,1,0
"1480","WARS","14_100835243","NA",0,1,0
"1481","WBP5","X_102604766","NA",0,1,0
"1482","WDR25","14_100835243","NA",0.0797548966043369,0.624418439766201,0.679414952564426
"1483","WDR35","2_20184602","NA",0.0654434393188108,0.919394181848701,0.12124455843091
"1484","WDR36","5_110424844","NA",0.435179757561991,0.0356990919147862,4.80796881318693
"1485","WDR83","19_12775096","NA",0.107362823820853,0.656595213001263,0.60692386310701
"1486","WDR83OS","19_12775096","NA",0.157430999815655,0.478935842376633,1.06209568753633
"1487","WIPF1","2_175434504","NA",-0.141357162256295,0.418092893659733,1.25810457283751
"1488","WIPF1","2_175544373","NA",-0.141357162256295,0.418092893659733,1.25810457283751
"1489","WIPI1","17_66419009","NA",-0.51494816016658,0.245366367363236,2.02699058412443
"1490","WRAP53","17_7587496","NA",0.0626023728252161,0.721582923220128,0.470762898307864
"1491","WRAP53","17_7590554","NA",0.0626023728252161,0.721582923220128,0.470762898307864
"1492","WRNIP1","6_2757185","NA",0.265571162018771,0.16873680327122,2.56715341998109
"1493","WSB1","17_25616262","NA",0.223468343991311,0.295506051902599,1.75874041808705
"1494","WSB2","12_118497788","NA",-0.193250996454907,0.347637474812969,1.52434448392989
"1495","WWOX","16_78131604","NA",0.0230581905686154,0.911727341013582,0.133325654906236
"1496","XRCC4","5_82372432","NA",0.14130225163643,0.60705062159388,0.720111267900079
"1497","XRCC5","2_216966722","NA",-0.0981137583711664,0.553639391198805,0.852981501144252
"1498","XXbac-BPG181B23.7","6_31362933","NA",0,1,0
"1499","XXbac-BPG248L24.12","6_31318713","NA",0,1,0
"1500","XXbac-BPG249D20.9","6_30471843","NA",0,1,0
"1501","XXbac-BPG252P9.10","6_30709383","NA",0,1,0
"1502","XXbac-BPG252P9.9","6_30687573","NA",0,1,0
"1503","Y_RNA.116","12_133653493","NA",0,1,0
"1504","Y_RNA.121","2_176038152","NA",0,1,0
"1505","Y_RNA.219","12_51541597","NA",0,1,0
"1506","Y_RNA.22","6_31362933","NA",0,1,0
"1507","Y_RNA.248","6_31629077","NA",0,1,0
"1508","Y_RNA.249","12_113608378","NA",0,1,0
"1509","Y_RNA.588","6_41884344","NA",0,1,0
"1510","Y_RNA.592","2_113334730","NA",0,1,0
"1511","Y_RNA.728","4_57680635","NA",0,1,0
"1512","Y_RNA.768","22_37404989","NA",0,1,0
"1513","YOD1","1_207226202","NA",-0.275145404809968,0.303213580849043,1.72159372203543
"1514","YTHDC2","5_112848082","NA",0.192697617439487,0.381117666954874,1.39169160812952
"1515","YWHAZ","8_101965454","NA",-0.215966721741832,0.153548702655369,2.70323177196187
"1516","YY1","14_100703289","NA",0.0313935750782912,0.716910489739588,0.480135093212824
"1517","Z73964.1","X_103060026","NA",0,1,0
"1518","Z83844.1","22_38054381","NA",0,1,0
"1519","ZBTB14","18_5294871","NA",0.143436577878528,0.329616777832019,1.60113841584013
"1520","ZBTB22","6_33280321","NA",-0.081477087977583,0.647503982186328,0.627039029404309
"1521","ZBTB4","17_7381160","NA",-0.0914481810344254,0.645573962862367,0.631345701536285
"1522","ZDHHC22","14_77602082","DOWN",-0.214713268961138,0.677208828167095,0.562327314403554
"1523","ZFHX2","14_24019414","NA",0.0792701838038776,0.851213137973755,0.232407676727641
"1524","ZFP14","19_36862560","NA",0.105510737815383,0.61337831748283,0.705150925695006
"1525","ZFP28","19_57042433","NA",-0.0281345328155798,0.927984645705487,0.107827159952411
"1526","ZFPL1","11_64843541","NA",-0.053775086756898,0.773203034906906,0.371080794590477
"1527","ZFPM2","8_106326832","UP",-0.484616717578328,0.66878043716926,0.580395447844876
"1528","ZIK1","19_58092191","NA",-0.605511634956319,0.104195590695836,3.26263386732704
"1529","ZIK1","19_58084089","NA",-0.605511634956319,0.104195590695836,3.26263386732704
"1530","ZNF10","12_133706248","NA",0.356993858018051,0.258017038007008,1.95446175855428
"1531","ZNF134","19_58125187","NA",0.0244234064887614,0.912169029492953,0.132626907102832
"1532","ZNF135","19_58569648","UP",-2.251716901551,0.03428564756912,4.86625141845515
"1533","ZNF135","19_58569648","UP",-2.251716901551,0.03428564756912,4.86625141845515
"1534","ZNF135","19_58569648","UP",-2.251716901551,0.03428564756912,4.86625141845515
"1535","ZNF135","19_58569648","UP",-2.251716901551,0.03428564756912,4.86625141845515
"1536","ZNF140","12_133653493","NA",0.202004828396796,0.245922381487429,2.02372505376577
"1537","ZNF146","19_36698998","NA",0.00590690768037039,0.97881077209224,0.0308981161115199
"1538","ZNF154","19_58214985","UP",-0.604414879574403,0.239707602348243,2.0606524299713
"1539","ZNF154","19_58214985","UP",-0.604414879574403,0.239707602348243,2.0606524299713
"1540","ZNF154","19_58214985","UP",-0.604414879574403,0.239707602348243,2.0606524299713
"1541","ZNF155","19_44483713","NA",0.131283242559644,0.567080820894864,0.81837373080476
"1542","ZNF160","19_53604849","NA",0.0811713995567498,0.698129761142697,0.518432880289032
"1543","ZNF165","6_28044101","NA",0.201883754864574,0.575585321570146,0.796898293580478
"1544","ZNF17","19_57918671","NA",0.321406928742144,0.193109388831725,2.37250978615714
"1545","ZNF177","19_9433138","NA",0.411670087599389,0.484116592127542,1.04657355435537
"1546","ZNF180","19_44996138","NA",0.0334974192969808,0.869829542382428,0.201195386401724
"1547","ZNF211","19_58133460","NA",-0.0177593141500232,0.933042310657927,0.0999855904530656
"1548","ZNF219","14_21564364","NA",-0.30789621707602,0.497642103230728,1.00681954440167
"1549","ZNF219","14_21571465","NA",-0.30789621707602,0.497642103230728,1.00681954440167
"1550","ZNF221","19_44452158","NA",0.132328384835558,0.703291229664247,0.507805868479866
"1551","ZNF222","19_44529346","NA",0.217111221389275,0.468890522461305,1.09267697628131
"1552","ZNF223","19_44547500","NA",0.058352993821571,0.827667322499074,0.272877096033885
"1553","ZNF223","19_44529346","NA",0.058352993821571,0.827667322499074,0.272877096033885
"1554","ZNF224","19_44594366","NA",0.0934082410432788,0.64286886652512,0.63740361068996
"1555","ZNF225","19_44616755","NA",0.183250746804528,0.456443793502983,1.13149087723416
"1556","ZNF227","19_44715761","NA",-0.0536841094059479,0.782944612774323,0.353017843184762
"1557","ZNF229","19_44947526","NA",-2.73056418903537,0.0462121821229284,4.43558297511124
"1558","ZNF230","19_44501204","NA",0.289279810777867,0.253792298923712,1.97827980219823
"1559","ZNF233","19_44753788","NA",-0.0675394997481678,0.827705376679996,0.272810765861667
"1560","ZNF234","19_44643003","NA",0.210431959175148,0.3422531845707,1.5468641294656
"1561","ZNF235","19_44808745","NA",-0.0620837623206998,0.779057947139028,0.360197453454201
"1562","ZNF256","19_58453519","NA",-0.543754497068272,0.179455578518338,2.47830132372195
"1563","ZNF260","19_37017641","NA",0.150064665689739,0.568833920225192,0.813920597789439
"1564","ZNF268","12_133706248","NA",0.191256733002816,0.359610398178262,1.47549335772987
"1565","ZNF28","19_53352215","NA",0.110834486302605,0.637427984115418,0.649665737744745
"1566","ZNF283","19_44327406","NA",0.13514174042922,0.563514756755888,0.827474704153073
"1567","ZNF284","19_44574337","NA",-0.0402648496935747,0.869526386571296,0.201698286794318
"1568","ZNF285","19_44905427","NA",-0.71088068750855,0.267733708784386,1.90112930318366
"1569","ZNF304","19_57860073","NA",-0.112962530468453,0.630325294462157,0.665831536767488
"1570","ZNF324","19_58974292","NA",0.224431706478351,0.195669738256291,2.35350744491882
"1571","ZNF329","19_58660703","NA",-0.0992726829723432,0.726504579184905,0.460956203641038
"1572","ZNF331","19_54023282","NA",-0.0802379970996405,0.75783538118488,0.400043598128108
"1573","ZNF345","19_37340147","NA",0.268097943353677,0.239909525992364,2.0594376515991
"1574","ZNF345","19_37341541","NA",0.268097943353677,0.239909525992364,2.0594376515991
"1575","ZNF347","19_53658962","UP",-0.305576778717955,0.335423103870192,1.575946030043
"1576","ZNF350","19_52489558","NA",0.180838815137498,0.267307954492455,1.90342532525973
"1577","ZNF365","10_64133767","UP",-0.818565628490682,0.262743414023003,1.92827349311831
"1578","ZNF365","10_64133767","UP",-0.818565628490682,0.262743414023003,1.92827349311831
"1579","ZNF382","19_37094586","NA",0.107971655821331,0.777450014957793,0.363178172686782
"1580","ZNF383","19_37715190","NA",-0.0359610594153681,0.843778001227992,0.245064620429179
"1581","ZNF383","19_37708427","NA",-0.0359610594153681,0.843778001227992,0.245064620429179
"1582","ZNF391","6_27341247","UP",-0.9488116512007,0.200458225028819,2.31862648076688
"1583","ZNF416","19_58084089","NA",0.157269169550191,0.598718162690731,0.74005105844255
"1584","ZNF417","19_58418564","NA",0.0968935929274339,0.674274476858806,0.568592106158237
"1585","ZNF432","19_52548366","NA",0.0373270015531686,0.873191400252376,0.195630173072567
"1586","ZNF45","19_44432897","NA",0.0514710620266756,0.760289235703529,0.395379729577634
"1587","ZNF460","19_57786719","NA",0.0317571601714741,0.904217805743942,0.145257767580439
"1588","ZNF461","19_37154837","NA",-0.0315162405488603,0.888237525324235,0.170982572832966
"1589","ZNF468","19_53352215","NA",0.128933025092958,0.498725936263963,1.00368086251514
"1590","ZNF470","19_57074833","NA",0.0536674130529411,0.856990076725651,0.222649595732292
"1591","ZNF471","19_57018797","NA",-0.239191227376198,0.630146710335246,0.666240339874609
"1592","ZNF480","19_52794130","NA",0.115236839963785,0.657846538098456,0.604177022395191
"1593","ZNF497","19_58871700","NA",0.413198327844554,0.143062256745716,2.80528499017444
"1594","ZNF527","19_37856678","NA",-0.105037248611625,0.624110763133324,0.680126002911352
"1595","ZNF528","19_52900677","NA",-0.357217579976452,0.401205736200277,1.31758586199676
"1596","ZNF529","19_37061433","NA",0.309703211374277,0.196714194364089,2.34582703254373
"1597","ZNF529","19_37094586","NA",0.309703211374277,0.196714194364089,2.34582703254373
"1598","ZNF530","19_58107808","UP",-0.16144185374379,0.448457507439705,1.15695680251935
"1599","ZNF543","19_57829219","NA",0.196680082037497,0.470291899856851,1.08837161095213
"1600","ZNF544","19_58739178","NA",-0.687255932721767,0.0828132077064062,3.59399531126563
"1601","ZNF547","19_57874301","NA",0.299685524273606,0.351761748616797,1.50732948553179
"1602","ZNF548","19_57900763","NA",0.0999608583317038,0.615607477539162,0.699917339272004
"1603","ZNF550","19_58070618","NA",0.332466951608158,0.174170016178814,2.5214318132776
"1604","ZNF551","19_58191038","NA",-0.0293337006176264,0.905309137356293,0.143517579182579
"1605","ZNF559","19_9433138","NA",0.140042701243702,0.56401685350318,0.82618982215304
"1606","ZNF559-ZNF177","19_9433138","NA",0.188755044265026,0.661957301323532,0.595189933981005
"1607","ZNF565","19_36698998","NA",0.15450824176277,0.396943385685706,1.33299483818621
"1608","ZNF567","19_37177995","NA",0.0880843667749853,0.684906710570732,0.546020599314222
"1609","ZNF577","19_52394075","NA",0.158803438046574,0.436475663584522,1.19602687861504
"1610","ZNF582","19_56901262","NA",-0.0506554320706418,0.814453412767612,0.296095916813497
"1611","ZNF582-AS1","19_56901262","NA",-0.0960549416268487,0.804385709877162,0.314040642871743
"1612","ZNF583","19_56901262","NA",0.0136856870003306,0.957348919532814,0.0628832634512236
"1613","ZNF583","19_56910693","NA",0.0136856870003306,0.957348919532814,0.0628832634512236
"1614","ZNF585A","19_37662459","NA",-0.0111095116130571,0.955700153022963,0.0653700453016432
"1615","ZNF585B","19_37708427","NA",0.0209560583192054,0.921134312885386,0.118516560280025
"1616","ZNF586","19_58280962","NA",0.206885372493631,0.274444267804477,1.86541488819073
"1617","ZNF587","19_58356761","NA",0.136367489797106,0.452352444918168,1.14448082578708
"1618","ZNF606","19_58513303","NA",0.0856597324647943,0.800298385000428,0.321390097012195
"1619","ZNF607","19_38209942","NA",0.206601431302699,0.507593689697294,0.978253960891575
"1620","ZNF613","19_52429440","NA",0.185097585923961,0.404306394369791,1.30647907393263
"1621","ZNF614","19_52526161","NA",0.180417604667398,0.458717175432807,1.12432316861455
"1622","ZNF615","19_52507278","NA",0.00124325543910686,0.99618975586714,0.00550751948784769
"1623","ZNF616","19_52641148","NA",0.24569765975972,0.335194428177301,1.57692992707858
"1624","ZNF649","19_52406394","NA",0.269135661415281,0.236530900601048,2.07989942408476
"1625","ZNF654","3_88187218","NA",0.0337295669270468,0.873764738377983,0.194683209285701
"1626","ZNF667","19_56983605","NA",-1.14577118164194,0.213753387223354,2.22598081317366
"1627","ZNF667-AS1","19_56983605","NA",-1.43797099141959,0.101699006625224,3.29762250756867
"1628","ZNF671","19_58232633","NA",0.214927724188285,0.37346995017008,1.42093592813701
"1629","ZNF681","19_23929223","UP",-0.104009000437812,0.824254440747501,0.278838340316977
"1630","ZNF706","8_102216109","NA",-0.0236090721236444,0.888174493126263,0.171084954756218
"1631","ZNF749","19_57944415","NA",0.298451515417562,0.246069878425499,2.02286002752527
"1632","ZNF772","19_57988589","NA",0.0667247063073804,0.837964143578392,0.25503958245245
"1633","ZNF790","19_37340147","NA",0.090315573526317,0.762684713495435,0.390841310804596
"1634","ZNF790","19_37341541","NA",0.090315573526317,0.762684713495435,0.390841310804596
"1635","ZNF793","19_37996982","UP",-1.0330600873528,0.175638987423202,2.50931497257135
"1636","ZNF805","19_57751949","NA",-0.0294919162008318,0.885655831004474,0.175181923609792
"1637","ZNF814","19_58356761","NA",0.0221918235743903,0.931057965452022,0.103057105549127
"1638","ZNF831","20_57757743","NA",-0.322852366771937,0.580877915374336,0.783693114375735
"1639","ZNF835","19_57179043","NA",-0.698597205665888,0.486686017700796,1.03893676774062
"1640","ZNF836","19_52672503","NA",-0.101210612646373,0.712653486791439,0.488727328742908
"1641","ZNF880","19_52869516","NA",-0.374128505714488,0.352120327259742,1.50585958114744
"1642","ZNF891","12_133706248","NA",0.335085611893063,0.153226919249966,2.70625831944688
"1643","ZNHIT2","11_64881678","NA",0.087330933143805,0.748777566565082,0.417390882575719
"1644","ZNRD1","6_30021591","NA",0.466643185148296,0.0434684833273478,4.52388643081128
"1645","ZNRD1-AS1","6_30021591","NA",0,1,0
"1646","ZNRF2","7_30315644","NA",0.321501395547548,0.1993444600105,2.32666458298797
"1647","ZRANB2","1_71546573","NA",0.25627891154391,0.182713688727593,2.45234337159727
"1648","ZRANB2-AS1","1_71509061","NA",0.100072195465146,0.707656453256926,0.498878951345857
"1649","ZRANB2-AS2","1_71546573","NA",0.0632608158817509,0.924755194056458,0.112856596355123
"1650","ZSCAN1","19_58541870","UP",-2.51765334951122,0.000929462682751685,10.0713154363948
"1651","ZSCAN1","19_58541870","UP",-2.51765334951122,0.000929462682751685,10.0713154363948
"1652","ZSCAN1","19_58541870","UP",-2.51765334951122,0.000929462682751685,10.0713154363948
"1653","ZSCAN12","6_28364205","NA",-0.17094166811958,0.532544791374894,0.909025221986801
"1654","ZSCAN18","19_58627412","NA",-0.330859616334871,0.410796458426957,1.28350435099146
"1655","ZSCAN22","19_58831162","NA",0.0146922746733549,0.948061374973325,0.0769476364985399
"1656","ZW10","11_113635297","NA",-0.0564766957558165,0.718767884065005,0.476402146995644
