"","gene_names","ID","CpG_logFC","Gene_logFC","AveExpr","P.Value"
"1","ADAMDEC1","8_24238062",-0.355440220137766,2.92866168034315,-0.945717753108639,0.000563596072046149
"2","ARTN","1_44395544",-0.329109537811092,1.94701110270044,2.58222212544117,0.0100803891371182
"3","CCL23","17_34342694",-0.363981098319073,4.52452175002295,-0.022441302937308,1.15111205319026e-07
"4","CRISPLD2","16_84846226",-0.311843698845727,2.77036463601273,3.1372064266337,0.000163550251396884
"5","CSTA","3_122040029",-0.431392879231276,1.97725813008824,3.80168369741363,0.0098116261291412
"6","CSTA","3_122040029",-0.344531296469796,1.97725813008824,3.80168369741363,0.0098116261291412
"7","DTNA","18_32073060",-0.39853770198334,3.10362249134362,0.443393530618958,0.00485294254701479
"8","FCAMR","1_207142387",-0.306674804669745,1.72526368031895,-3.84327549567096,0.019974845116464
"9","HAL","12_96388569",-0.3002203807724,2.17109967945484,5.01856715845156,0.000117261807469557
"10","HAL","12_96388569",-0.310847720256294,2.17109967945484,5.01856715845156,0.000117261807469557
"11","HAL","12_96388569",-0.390296017358633,2.17109967945484,5.01856715845156,0.000117261807469557
"12","HNMT","2_138721229",-0.329163147821865,3.89324282319788,2.02543786414761,5.56695703783005e-06
"13","HOXA-AS3","7_27181769",-0.389478894383367,3.1206362709148,0.542016794593894,0.030724535305265
"14","HOXA-AS3","7_27181769",-0.5366429929482,3.1206362709148,0.542016794593894,0.030724535305265
"15","HOXA-AS3","7_27181769",-0.422204969779166,3.1206362709148,0.542016794593894,0.030724535305265
"16","HOXA-AS3","7_27181769",-0.406432216070322,3.1206362709148,0.542016794593894,0.030724535305265
"17","HOXA6","7_27181769",-0.389478894383367,2.99794642896908,0.578756427922606,0.0425155609872108
"18","HOXA6","7_27181769",-0.5366429929482,2.99794642896908,0.578756427922606,0.0425155609872108
"19","HOXA6","7_27181769",-0.422204969779166,2.99794642896908,0.578756427922606,0.0425155609872108
"20","HOXA6","7_27181769",-0.406432216070322,2.99794642896908,0.578756427922606,0.0425155609872108
"21","HOXB-AS1","17_46613048",-0.440317413799836,2.79426011139492,0.962983010802352,0.00226007007022968
"22","HOXB-AS1","17_46613048",-0.40116290627379,2.79426011139492,0.962983010802352,0.00226007007022968
"23","HOXB-AS1","17_46613048",-0.370916615702577,2.79426011139492,0.962983010802352,0.00226007007022968
"24","HOXB-AS1","17_46613048",-0.326300835663866,2.79426011139492,0.962983010802352,0.00226007007022968
"25","HOXB-AS1","17_46613048",-0.382207557961161,2.79426011139492,0.962983010802352,0.00226007007022968
"26","HOXB-AS1","17_46623254",-0.532342448896082,2.79426011139492,0.962983010802352,0.00226007007022968
"27","HOXB-AS1","17_46623254",-0.38076632915747,2.79426011139492,0.962983010802352,0.00226007007022968
"28","HOXB-AS2","17_46633399",-0.309734662686064,2.73914086240132,0.647746626490303,0.0351018378242681
"29","HOXB-AS3","17_46623254",-0.532342448896082,4.62208771787026,-1.08608905209098,0.00133776744411769
"30","HOXB-AS3","17_46623254",-0.38076632915747,4.62208771787026,-1.08608905209098,0.00133776744411769
"31","HOXB-AS3","17_46660464",-0.344716591164863,4.62208771787026,-1.08608905209098,0.00133776744411769
"32","HOXB-AS3","17_46660464",-0.348944754769504,4.62208771787026,-1.08608905209098,0.00133776744411769
"33","HOXB-AS3","17_46670497",-0.525779297822443,4.62208771787026,-1.08608905209098,0.00133776744411769
"34","HOXB-AS3","17_46660464",-0.501061802175655,4.62208771787026,-1.08608905209098,0.00133776744411769
"35","HOXB-AS3","17_46660464",-0.346565842367639,4.62208771787026,-1.08608905209098,0.00133776744411769
"36","HOXB-AS3","17_46670497",-0.432856843862632,4.62208771787026,-1.08608905209098,0.00133776744411769
"37","HOXB-AS3","17_46660464",-0.476421103158737,4.62208771787026,-1.08608905209098,0.00133776744411769
"38","HOXB-AS3","17_46660464",-0.330447820859258,4.62208771787026,-1.08608905209098,0.00133776744411769
"39","HOXB-AS3","17_46670497",-0.502660000119465,4.62208771787026,-1.08608905209098,0.00133776744411769
"40","HOXB-AS3","17_46670497",-0.40752246995273,4.62208771787026,-1.08608905209098,0.00133776744411769
"41","HOXB-AS3","17_46670497",-0.426538049559375,4.62208771787026,-1.08608905209098,0.00133776744411769
"42","HOXB-AS3","17_46670497",-0.411693897954678,4.62208771787026,-1.08608905209098,0.00133776744411769
"43","HOXB-AS3","17_46670497",-0.394683218146271,4.62208771787026,-1.08608905209098,0.00133776744411769
"44","HOXB2","17_46613048",-0.440317413799836,2.74452538401213,2.48009660846868,0.00246217378752398
"45","HOXB2","17_46613048",-0.326300835663866,2.74452538401213,2.48009660846868,0.00246217378752398
"46","HOXB2","17_46613048",-0.382207557961161,2.74452538401213,2.48009660846868,0.00246217378752398
"47","HOXB2","17_46613048",-0.40116290627379,2.74452538401213,2.48009660846868,0.00246217378752398
"48","HOXB2","17_46613048",-0.370916615702577,2.74452538401213,2.48009660846868,0.00246217378752398
"49","HOXB2","17_46623254",-0.532342448896082,2.74452538401213,2.48009660846868,0.00246217378752398
"50","HOXB2","17_46623254",-0.38076632915747,2.74452538401213,2.48009660846868,0.00246217378752398
"51","HOXB3","17_46660464",-0.346565842367639,3.44938415936346,4.37416732560866,0.00123290853043832
"52","HOXB3","17_46660464",-0.344716591164863,3.44938415936346,4.37416732560866,0.00123290853043832
"53","HOXB3","17_46660464",-0.348944754769504,3.44938415936346,4.37416732560866,0.00123290853043832
"54","HOXB3","17_46633399",-0.309734662686064,3.44938415936346,4.37416732560866,0.00123290853043832
"55","HOXB3","17_46660464",-0.501061802175655,3.44938415936346,4.37416732560866,0.00123290853043832
"56","HOXB3","17_46653916",-0.530051589783498,3.44938415936346,4.37416732560866,0.00123290853043832
"57","HOXB3","17_46653916",-0.550313441526463,3.44938415936346,4.37416732560866,0.00123290853043832
"58","HOXB3","17_46660464",-0.476421103158737,3.44938415936346,4.37416732560866,0.00123290853043832
"59","HOXB3","17_46660464",-0.330447820859258,3.44938415936346,4.37416732560866,0.00123290853043832
"60","HOXB3","17_46653916",-0.301344649967414,3.44938415936346,4.37416732560866,0.00123290853043832
"61","HOXB3","17_46653916",-0.304980723317395,3.44938415936346,4.37416732560866,0.00123290853043832
"62","HOXB3","17_46653916",-0.353737304015609,3.44938415936346,4.37416732560866,0.00123290853043832
"63","HOXB3","17_46653916",-0.58979658169418,3.44938415936346,4.37416732560866,0.00123290853043832
"64","HOXB3","17_46653916",-0.388742664020426,3.44938415936346,4.37416732560866,0.00123290853043832
"65","HOXB4","17_46653916",-0.58979658169418,2.45652645543657,2.68490290505461,0.0277154979440603
"66","HOXB4","17_46653916",-0.530051589783498,2.45652645543657,2.68490290505461,0.0277154979440603
"67","HOXB4","17_46653916",-0.550313441526463,2.45652645543657,2.68490290505461,0.0277154979440603
"68","HOXB4","17_46653916",-0.388742664020426,2.45652645543657,2.68490290505461,0.0277154979440603
"69","HOXB4","17_46653916",-0.301344649967414,2.45652645543657,2.68490290505461,0.0277154979440603
"70","HOXB4","17_46653916",-0.304980723317395,2.45652645543657,2.68490290505461,0.0277154979440603
"71","HOXB4","17_46653916",-0.353737304015609,2.45652645543657,2.68490290505461,0.0277154979440603
"72","HOXB5","17_46670497",-0.525779297822443,4.24402788242932,-0.278650038986902,0.000895186393325462
"73","HOXB5","17_46670497",-0.502660000119465,4.24402788242932,-0.278650038986902,0.000895186393325462
"74","HOXB5","17_46670497",-0.432856843862632,4.24402788242932,-0.278650038986902,0.000895186393325462
"75","HOXB5","17_46670497",-0.426538049559375,4.24402788242932,-0.278650038986902,0.000895186393325462
"76","HOXB5","17_46670497",-0.411693897954678,4.24402788242932,-0.278650038986902,0.000895186393325462
"77","HOXB5","17_46670497",-0.394683218146271,4.24402788242932,-0.278650038986902,0.000895186393325462
"78","HOXB5","17_46670497",-0.40752246995273,4.24402788242932,-0.278650038986902,0.000895186393325462
"79","HOXB6","17_46670497",-0.525779297822443,4.29757967084612,-0.217745418367701,0.00151825941691639
"80","HOXB6","17_46670497",-0.502660000119465,4.29757967084612,-0.217745418367701,0.00151825941691639
"81","HOXB6","17_46670497",-0.432856843862632,4.29757967084612,-0.217745418367701,0.00151825941691639
"82","HOXB6","17_46670497",-0.426538049559375,4.29757967084612,-0.217745418367701,0.00151825941691639
"83","HOXB6","17_46670497",-0.411693897954678,4.29757967084612,-0.217745418367701,0.00151825941691639
"84","HOXB6","17_46670497",-0.394683218146271,4.29757967084612,-0.217745418367701,0.00151825941691639
"85","HOXB6","17_46670497",-0.40752246995273,4.29757967084612,-0.217745418367701,0.00151825941691639
"86","KCNN2","5_113694311",-0.359791175188555,2.188934406516,-4.42668247932117,0.0422160742446964
"87","LINC00899","22_46440513",-0.472309401809596,2.48292298685204,2.94116617826349,0.00179640628382458
"88","LINC00899","22_46440513",-0.412180055094869,2.48292298685204,2.94116617826349,0.00179640628382458
"89","LYZ","12_69736454",-0.346379880060464,2.18394136423273,10.2579262744037,0.00600776497972732
"90","LYZ","12_69736454",-0.326921747377429,2.18394136423273,10.2579262744037,0.00600776497972732
"91","MARVELD2","5_68697163",-0.329446955363403,1.96007553348797,-0.0806020844065275,0.00364274643272052
"92","MARVELD2","5_68697163",-0.372958799268117,1.96007553348797,-0.0806020844065275,0.00364274643272052
"93","MARVELD2","5_68697163",-0.368843870821853,1.96007553348797,-0.0806020844065275,0.00364274643272052
"94","MARVELD2","5_68697163",-0.324991193465766,1.96007553348797,-0.0806020844065275,0.00364274643272052
"95","MARVELD2","5_68697163",-0.366695222233458,1.96007553348797,-0.0806020844065275,0.00364274643272052
"96","MEIS1","2_66666185",-0.361124303393005,2.92181524331169,4.48215842710817,0.0180167006553571
"97","MEIS1","2_66666185",-0.380805803762343,2.92181524331169,4.48215842710817,0.0180167006553571
"98","MEIS1","2_66666185",-0.411089879022692,2.92181524331169,4.48215842710817,0.0180167006553571
"99","MEIS1","2_66666185",-0.312890780745858,2.92181524331169,4.48215842710817,0.0180167006553571
"100","MEIS1-AS2","2_66666185",-0.361124303393005,2.7206550200736,-1.41025170052161,0.0113069705334943
"101","MEIS1-AS2","2_66666185",-0.380805803762343,2.7206550200736,-1.41025170052161,0.0113069705334943
"102","MEIS1-AS2","2_66666185",-0.411089879022692,2.7206550200736,-1.41025170052161,0.0113069705334943
"103","MEIS1-AS2","2_66666185",-0.312890780745858,2.7206550200736,-1.41025170052161,0.0113069705334943
"104","MMP19","12_56236275",-0.300125952826618,2.96879782541943,2.06505973841684,2.75866015214635e-05
"105","MS4A6A","11_59951490",-0.339822773374981,1.91132604028733,5.82595440779752,0.035498013567472
"106","NFIL3","9_94169416",-0.317806855934605,1.5141126931295,4.98725383218081,0.00314619691138607
"107","ONECUT2","18_55102222",-0.331683645533342,4.9031284180497,-2.0260555701677,2.55681111562286e-09
"108","PENK","8_57355821",-0.33714576797558,3.10122180410367,-4.04748151091512,0.000145003093368168
"109","PROX1","1_214155807",-0.325781661066352,1.8120079848314,-4.24665927875092,0.00280214229337169
"110","QSOX1","1_180119332",-0.368153878198583,1.8249815022219,7.10937938070485,1.27388442509401e-07
"111","SLC10A2","13_103717950",-0.307155938898092,6.02811934610128,-4.37633216448571,8.29574829325184e-10
"112","SLC16A3","17_80163951",-0.309121977168271,1.57114156872483,5.97903568766524,0.000133706158491799
"113","TBX20","7_35283128",-0.329618913003162,2.19693891775296,-4.88813289799069,0.0143637637070214
"114","TREM1","6_41254271",-0.335580473034587,1.65750435825395,4.41296677860411,0.0103892125964256
