"","gene_names","ID","CpG_logFC","Gene_logFC","AveExpr","P.Value"
"1","CACNB4","2_152951975",0.303786946683546,-1.72328921438903,3.8700222241596,0.0499335853902891
"2","CD200","3_112050928",0.478708788603751,-5.44327687802341,4.26019332871275,0.00240326490405716
"3","CD34","1_208081978",0.418405243833471,-7.10568431100489,7.26018491701275,0.0164785778636986
"4","CD34","1_208081978",0.514977852201331,-7.10568431100489,7.26018491701275,0.0164785778636986
"5","CD34","1_208081978",0.458344516720453,-7.10568431100489,7.26018491701275,0.0164785778636986
"6","CD34","1_208081978",0.329742894379072,-7.10568431100489,7.26018491701275,0.0164785778636986
"7","CD34","1_208081978",0.495294918442367,-7.10568431100489,7.26018491701275,0.0164785778636986
"8","CD34","1_208081978",0.574258763452328,-7.10568431100489,7.26018491701275,0.0164785778636986
"9","CD34","1_208081978",0.628701794465597,-7.10568431100489,7.26018491701275,0.0164785778636986
"10","CD34","1_208081978",0.482347239459514,-7.10568431100489,7.26018491701275,0.0164785778636986
"11","GIMAP7","7_150208948",0.355861326999884,-2.24019223465163,3.10304921555365,0.0173664458611211
"12","GIMAP7","7_150208948",0.302018573256988,-2.24019223465163,3.10304921555365,0.0173664458611211
"13","GIMAP7","7_150208948",0.318996681252357,-2.24019223465163,3.10304921555365,0.0173664458611211
"14","IFITM1","11_312307",0.306655343926649,-2.78531980244246,4.10127253499896,0.00150870586889923
"15","IFITM1","11_312307",0.37320798827416,-2.78531980244246,4.10127253499896,0.00150870586889923
"16","ITGA6","2_173282693",0.3430315184635,-2.145034928588,6.59185274227375,0.000525867409349037
"17","ITGA9","3_37491380",0.322672663337804,-4.13250574878997,5.49043188377022,0.00438693964666351
"18","PTH2R","2_209222656",0.43189834051266,-2.32454675438569,2.90828181631811,0.0251299355811569
"19","PTH2R","2_209222656",0.464086894846105,-2.32454675438569,2.90828181631811,0.0251299355811569
"20","SLC38A1","12_46660473",0.419013015643024,-2.34609200366086,7.64231997904311,0.0136832289786849
"21","SLCO5A1","8_70739602",0.311977152601387,-4.6377512585502,1.82599498908311,0.0234489716197663
"22","ZNF154","19_58214985",0.337604341452072,-2.28131010296045,4.93178963174803,0.000782073924269781
"23","ZNF154","19_58214985",0.344460412188476,-2.28131010296045,4.93178963174803,0.000782073924269781
"24","ZNF695","1_247161253",0.396444956529871,-2.19157588679542,0.606179365987361,0.00489832518390803
