"logFC","AveExpr","P.Value","hgnc_symbol"
-2.02200987570371,-3.21588002263665,0.00148740308918374,"ABCC8"
1.50262143709563,-1.43009449014701,0.0130483689163752,"MLXIPL"
-1.82901725915851,5.09698182363301,0.0284042643423069,"IKZF2"
2.04588885828611,-0.73658334211555,0.0199145650860486,"PTGER3"
2.00664909835597,-2.56018764011309,0.00010730344625485,"ENTPD2"
-1.64667828256218,-3.64919121127118,0.0428016440955895,"RIMBP2"
3.51991038778699,-4.61283506701884,0.00298268059857301,"FGF10"
-1.56482404826813,3.53556908061289,0.011860280106754,"ARHGAP10"
2.37715056482945,-2.10895369069551,0.0159449382494899,"GLI2"
-1.73492927169738,-1.74840251401292,0.0164588787111893,"NUAK1"
1.96858135829029,-1.04560438753003,0.00655402433282575,"SEMA3A"
-1.81357452254553,4.5912309984794,0.0158623617951202,"FGFR1"
2.86765270806994,-0.833226977238186,0.00449882463228413,"ADCY2"
2.84188377243091,3.09061702770401,0.0262864500211136,"HOXA9"
-2.96517286991577,1.7273004521539,0.0379136225101667,"TPSD1"
1.57996286849601,-4.24897189763396,0.0105687038404674,"EFNA2"
-1.88511441141587,-0.975568540074399,0.0310288324676996,"ACR"
2.27194395910459,1.300707114761,0.00620804163882963,"APOL4"
-1.90266086857649,0.929240469853414,0.0245368937904855,"TCL1A"
1.78235735117459,-1.03839662879978,0.0353566486052083,"SMARCA1"
-1.5130855473066,-0.224104773500071,0.00983537026243813,"PLAT"
2.09898766825227,-3.20288433486348,0.0337666550003814,"JPH1"
-1.95020539221379,-1.9571022541183,0.0488916290354193,"SIGLEC8"
1.9963649788063,-3.48467457006008,0.0346080986204215,"HOXA13"
1.58804987526094,1.15544216851886,0.0100526948350224,"CPED1"
2.30579693980521,-0.476621189399074,0.0452807256959809,"NPTX2"
-2.00332920380815,-0.303578917797372,0.00225334927263037,"RARRES2"
3.89907520648771,-0.217745418367701,0.00125120613253607,"HOXB6"
1.59162257007207,3.20651110632098,0.0112502607354184,"VWF"
2.08988955351022,-2.75922330642312,0.0289060145745925,"GLP1R"
1.73334818479081,-1.98998190067187,0.0372968679741025,"SEMA5A"
1.54020047116511,3.8820281885915,0.035622063483101,"CD86"
-2.12315575543468,-1.31259425303385,0.00489735009195688,"HES1"
-1.99547716927266,-1.42650709352428,0.0263163081832373,"KCNIP3"
2.20232991347324,2.14513347839182,0.00111822137267561,"IL1R1"
-2.15990829918354,-1.47442267832434,0.0471118933464406,"PARD3B"
3.37557651348743,-1.49775186131155,0.0152268071473723,"NKX2-3"
3.6906698982762,-0.278650038986902,0.00126242968231163,"HOXB5"
2.85481005797557,4.37416732560866,0.00279914244634246,"HOXB3"
2.33074104552339,-0.307124223508757,5.48148389344113e-05,"CCDC170"
2.21872332354093,4.83398851800923,0.00560561152175179,"CLU"
2.28161508380528,-1.97094279949799,0.012392148328131,"PTGFR"
1.84253049582958,-2.16099259420479,0.0130390264134595,"PTGIS"
-1.60537809722805,1.92926048891768,0.023713508145114,"ZNF391"
-1.81199394728923,-2.74669919145092,0.0472144742953104,"BMP4"
-1.68173450287059,1.61813263640453,0.038246831354587,"USP6"
2.24305688097781,-3.68385604304765,0.00200145781931676,"GATA5"
