"","gene_names","ID","CpG_logFC","Gene_logFC","AveExpr","P.Value"
"1","GUCY2F","X_108724873",NA,-1.86884661620583,-3.43118357462799,0.0110547093009851
"2","PRDM8","4_81093511",NA,-1.55890917542618,5.52636639496363,0.0183465493749739
"3","RAB9B","X_103086560",NA,-3.13395066392483,1.43930414173643,0.0142153925715994
"4","SETD7","4_140473050",NA,-1.99593326274391,5.2451708758462,0.00586162213960293
"5","SNX10","7_26331311",NA,-1.55847653673808,5.18401377163388,0.0337972870918634
